index	original	translation	scores	mean	z_scores	z_mean	model_scores
95	By April 1918, the regiment consisted of 2,400 in five battalions.	Bis April 1918 bestand das Regiment aus 2.400 in fünf Bataillonen.	[93, 85, 100]	92.66666666666667	[1.2122151408057047, 1.115965085468907, 0.2654514735602496]	0.8645438999449538	-0.2328745871782303
97	They then travel to Miami to recruit Dazzler just as Antimatter remerges.	Sie reisen dann nach Miami, um Dazzler zu rekrutieren, gerade als Antimaterie sich erinnert.	[100, 93, 85]	92.66666666666667	[0.2654514735602496, 3.961847343562181, 0.4310128033135338]	1.5527705401453211	-0.3755193948745728
98	They surrounded Haman as the 2nd Battalion crumbled in disarray.	Sie umzingelten Haman, als das 2. Bataillon in Unordnung geriet.	[100, 100, 70]	90.0	[0.2654514735602496, 0.8505318100501577, -1.2608678885313718]	-0.04829486830698815	-0.3247770071029663
99	Rarely, teratomas can cause growing teratoma syndrome or peritoneal gliomatosis.	In seltenen Fällen können Teratome ein wachsendes Teratomsyndrom oder eine peritoneale Gliomatose verursachen.	[100, 81, 91]	90.66666666666667	[0.2654514735602496, 0.4821429590688326, 0.04515183701325695]	0.2642487565474464	-0.29723772406578064
109	Women like Sweet Emma Barrett, who performed in the Original Tuxedo Orchestra toured domestically and internationally.	Frauen wie Sweet Emma Barrett, die im Original Tuxedo Orchestra auftraten, tourten im In- und Ausland.	[100, 81, 100]	93.66666666666667	[0.2654514735602496, 0.4821429590688326, 0.37321150863630664]	0.37360198042179626	-0.2258826196193695
116	The squadron departed Groix Roads, near Lorient, France on 19 June to escort a convoy of merchantmen to Bordeaux and other French ports.	Das Geschwader verließ Groix Roads am 19. Juni in der Nähe von Lorient, Frankreich, um einen Konvoi von Kaufleuten nach Bordeaux und in andere französische Häfen zu eskortieren.	[100, 83, 91, 100, 100, 85]	93.16666666666667	[0.2654514735602496, 0.2408406579210431, 0.04515183701325695, 1.1216191016511512, 1.214968665278659, 0.5578682574794634]	0.5743166654839705	-0.3680989742279053
117	The civil parish of Navenby straddles the old Roman Ermine Street, known locally as High Dyke.	Die Gemeinde Navenby überspannt die alte römische Hermelinstraße, die vor Ort als High Dyke bekannt ist.	[100, 100, 100]	100.0	[0.2654514735602496, 0.8505318100501577, 0.9553316582231767]	0.6904383139445279	-0.4316396415233612
118	During the Second Mexican War, the U.S. experimented with Gatling guns.	Während des Zweiten Mexikanischen Krieges experimentierten die USA mit Gatling-Kanonen.	[100, 81, 100]	93.66666666666667	[0.2654514735602496, 0.4821429590688326, 0.37321150863630664]	0.37360198042179626	-0.2689942717552185
119	Cott noted little detectable discrepancy in the mating habits of Nile crocodiles and American alligators.	Cott bemerkte kaum erkennbare Diskrepanzen in den Paarungsgewohnheiten von Nilkrokodilen und amerikanischen Alligatoren.	[100, 100, 86, 100, 90, 100]	96.0	[0.2654514735602496, 0.37321150863630664, 0.5260988760097791, 1.1216191016511512, 0.7990852558407435, 1.0987116526053302]	0.6973629780505933	-0.253659188747406
123	Tim Burton directed the film, and Johnny Depp, finally realizing one of his childhood fantasies, starred as Barnabas Collins.	Tim Burton war Regisseur des Films, und Johnny Depp, der endlich eine seiner Kindheitsphantasien verwirklichte, spielte Barnabas Collins.	[87, 83, 100]	90.0	[0.568389231147961, 0.7990540222688698, 0.2654514735602496]	0.5442982423256935	-0.3364885747432709
126	Kittiwakes, cormorants and shags can be seen on the cliffs, while farm birds such as the yellowhammer frequent the gorse.	Dreizehenmöwen, Kormorane und Zottel sind auf den Klippen zu sehen, während Bauernvögel wie der Gelbhammer den Stechginster frequentieren.	[100, 93, 85]	92.66666666666667	[0.2654514735602496, 2.3836093382690557, 0.4310128033135338]	1.0266912050476131	-0.5122999548912048
127	On January 6, 1527, the nobility from Slavonia sided with John Zápolya.	Am 6. Januar 1527 stellte sich der Adel aus Slawonien auf die Seite von John Zápolya.	[100, 73, 89, 100, 100, 90]	92.0	[0.2654514735602496, -0.7100200690414104, -0.13382149032827656, 1.1216191016511512, 1.214968665278659, 0.7381493891880857]	0.4160578450514098	-0.3108644485473633
128	Kenta Maeda allowed only one hit in six innings with seven strikeouts.	Kenta Maeda erlaubte nur einen Treffer in sechs Innings mit sieben Ausschlägen.	[100, 82, 89]	90.33333333333333	[0.2654514735602496, 0.6405984906688512, -0.13382149032827656]	0.25740949130027474	-0.2711310088634491
131	Aulus Cornelius M. f. L. n. Cossus, consul in 428 and consular tribune in 426 BC, slew Lars Tolumnius, King of Veii, to claim the spolia opima.	Aulus Cornelius M. f.	[100, 75, 97]	90.66666666666667	[0.2654514735602496, -0.4685902305312789, 0.5820718190378574]	0.1263110206889427	-0.3361878991127014
133	Examples of popular Irish cuisine include boxty, colcannon, coddle, stew, and bacon and cabbage.	Beispiele für beliebte irische Küche sind Boxty, Colcannon, Coddle, Eintopf sowie Speck und Kohl.	[100, 94, 97]	97.0	[0.2654514735602496, 0.3136118280255572, 4.853597972522569]	1.8108870913694584	-0.2936747670173645
134	Former rebels attacked the railroads as symbols of threatening centralization.	Ehemalige Rebellen griffen die Eisenbahnen als Symbole für eine drohende Zentralisierung an.	[100, 99, 100]	99.66666666666667	[1.857303893757214, 0.7610451463793909, 0.9553316582231767]	1.1912268994532604	-0.2326035499572754
149	In July 2000, he admitted to conspiring to commit murder, extortion and other crimes.	Im Juli 2000 gab er zu, sich zu Mord, Erpressung und anderen Verbrechen verschworen zu haben.	[100, 100, 100]	100.0	[0.2654514735602496, 1.857303893757214, 0.6419452159768436]	0.9215668610981024	-0.2497536987066269
150	Adidas' cricket sponsorships include cricketers Lasith Malinga, Kieron Pollard, Dwayne Bravo and K. L. Rahul.	Zu den Cricket-Patenschaften von Adidas gehören die Cricketspieler Lasith Malinga, Kieron Pollard, Dwayne Bravo und K. L. Rahul.	[89, 83, 100]	90.66666666666667	[0.7829978677005422, 0.7990540222688698, 0.2654514735602496]	0.6158344545098872	-0.2447182536125183
159	"The ""higher elevation"" campsites included Stockade, Bailey Hill and Hickory Hill."	"Zu den ""höher gelegenen"" Campingplätzen gehörten Stockade, Bailey Hill und Hickory Hill."	[100, 96, 81]	92.33333333333333	[0.2654514735602496, 0.4925851553670907, 0.4821429590688326]	0.4133931959987243	-0.2594393193721771
160	As Egypt came under foreign domination and decline, the Pharaohs depended on the Greeks as mercenaries and even advisors.	Als Ägypten unter fremde Herrschaft geriet und unterging, waren die Pharaonen auf die Griechen als Söldner und sogar Berater angewiesen.	[100, 96, 75]	90.33333333333333	[0.2654514735602496, 1.4769596029722325, -0.7264575373614097]	0.3386511797236908	-0.3020026087760925
162	Zhou survived the purges of other top officials during the Cultural Revolution.	Zhou überlebte die Säuberungen anderer Spitzenbeamter während der Kulturrevolution.	[100, 79, 100]	93.0	[0.2654514735602496, 0.8407201422008245, 0.8505318100501577]	0.6522344752704106	-0.23115791380405426
164	In 2004, TransAtlantic Lines outbid Sealift Incorporated for the transport contract between Singapore and Diego Garcia.	Im Jahr 2004 überbot TransAtlantic Lines Sealift Incorporated für den Transportvertrag zwischen Singapur und Diego Garcia.	[100, 83, 100]	94.33333333333333	[0.2654514735602496, 0.2408406579210431, 0.6946992867901757]	0.4003304727571561	-0.1882291734218597
165	After Kratos kills Magni, Modi flees, but later returns and ambushes them.	Nachdem Kratos Magni getötet hat, flieht Modi, kehrt aber später zurück und überfällt sie.	[100, 95, 85]	93.33333333333333	[0.2654514735602496, 0.40309849169632395, 0.35378059459537986]	0.3407768532839845	-0.3085470199584961
167	Common synthetic fibers include acrylics, polyesters such as dacron and ingeo, nylon and other polyamides, and olefins such as polypropylene.	Übliche synthetische Fasern umfassen Acryl, Polyester wie Dacron und Ingeo, Nylon und andere Polyamide und Olefine wie Polypropylen.	[100, 80, 93]	91.0	[0.2654514735602496, 0.323687427468814, 0.22412516435479046]	0.27108802179461805	-0.23541699349880216
173	On Day 56, Ian nominated Frank and Jenn for eviction.	An Tag 56 nominierte Ian Frank und Jenn für die Räumung.	[91, 87, 100]	92.66666666666667	[0.9976065042531235, 1.432876148668944, 0.2654514735602496]	0.8986447088274391	-0.2798772156238556
177	In a dream, Gold celebrates Henry's birthday in the pawnshop along with David, Emma, Mary Margaret and Neal.	In einem Traum feiert Gold zusammen mit David, Emma, Mary Margaret und Neal Henrys Geburtstag im Pfandhaus.	[100, 70, 100]	90.0	[0.2654514735602496, -1.2608678885313718, 0.37321150863630664]	-0.20740163544493853	-0.31407612562179565
178	Fanning a revolver can batter the cylinder bolt and prevent a solid lockup.	Das Auffächern eines Revolvers kann den Zylinderbolzen beschädigen und ein festes Blockieren verhindern.	[100, 90, 95]	95.0	[0.2654514735602496, 0.9064431667947606, 0.37851600918774303]	0.5168035498475844	-0.6312949657440186
182	The exhibit provided new homes for the zoo's siamangs and pygmy marmosets.	Die Ausstellung bot den Siamangs und Zwergmurmeltieren des Zoos ein neues Zuhause.	[100, 100, 100]	100.0	[0.2654514735602496, 1.857303893757214, 1.0083794836748325]	1.0437116169974319	-0.4751139283180237
188	Serbia reciprocated with the genocide lawsuit against the Republic of Croatia on 4 January 2010.	Serbien erwiderte am 4. Januar 2010 die Völkermordklage gegen die Republik Kroatien.	[100, 81, 100]	93.66666666666667	[0.2654514735602496, 0.4821429590688326, 0.8505318100501577]	0.5327087475597466	-0.3142439126968384
189	Iberian Union, Restoration and early Brigantine era	Iberische Union, Restaurierung und frühe Brigantine-Ära	[100, 71, 100]	90.33333333333333	[0.2654514735602496, -0.9427811157199508, 0.8505318100501577]	0.05773405596348545	-0.35458508133888245
191	"Grandchildren Abigail Aldrich ""Abby"" Rockefeller and John Davison Rockefeller III became philanthropists."	"Die Enkel Abigail Aldrich ""Abby"" Rockefeller und John Davison Rockefeller III wurden Philanthropen."	[100, 78, 100]	92.66666666666667	[0.2654514735602496, 0.006776364268776851, 0.37321150863630664]	0.21514644882177766	-0.10809165984392166
197	Private Ivanov, dig a trench from the fence to lunchtime!	Privat Ivanov, grabe bis zur Mittagszeit einen Graben vom Zaun!	[100, 74, 100]	91.33333333333333	[0.2654514735602496, -0.6270457621312975, 0.37321150863630664]	0.0038724066884195936	-0.26863270998001104
198	His assistant Hilary Curtis spontaneously kissed him at the Delia Project Valentine's Day Benefit, but he seemed more intrigued with Kelly Andrews.	Seine Assistentin Hilary Curtis küsste ihn spontan beim Valentinstag-Benefiz des Delia-Projekts, aber er schien mehr von Kelly Andrews fasziniert zu sein.	[100, 82, 100]	94.0	[0.2654514735602496, 0.031867639766508006, 0.8505318100501577]	0.3826169744589718	-0.3327743113040924
199	He served more than 20 years as a vestryman and churchwarden for Fairfax Parish and Truro Parish, Virginia.	Er diente mehr als 20 Jahre als Vestryman und Churchwarden für Fairfax Parish und Truro Parish, Virginia.	[96, 81, 96]	91.0	[0.4925851553670907, 0.05066851252855241, 0.46731419492592197]	0.336855954273855	-0.3884753584861755
200	The carcinogen acrolein and its derivatives also contribute to the chronic inflammation present in COPD.	Das Karzinogen Acrolein und seine Derivate tragen auch zur chronischen Entzündung bei COPD bei.	[85, 93, 100]	92.66666666666667	[0.35378059459537986, 2.3836093382690557, 0.2654514735602496]	1.0009471354748951	-0.3391600251197815
206	"The Aussie natives include a bandicoot, a lady wallaby, and a mustachioed, aviator kangaroo named ""Basher""."	"Zu den australischen Ureinwohnern gehören ein Bandicoot, ein Wallaby und ein Fliegerkänguru mit Schnurrbart namens ""Basher""."	[100, 76, 100]	92.0	[0.2654514735602496, -0.31013469893126033, 0.37321150863630664]	0.10950942775509864	-0.2886858582496643
211	Nimball appears as one of Schott's androids in Action Comics #865.	Nimball erscheint als einer von Schott's Androiden in Action Comics # 865.	[92, 86, 97]	91.66666666666667	[0.49554159476172915, 0.5260988760097791, 0.5820718190378574]	0.5345707632697886	-0.2709386348724365
215	It consisted mainly of Australian officers and servicemen.	Es bestand hauptsächlich aus australischen Offizieren und Soldaten.	[92, 82, 100]	91.33333333333333	[0.1346385006840237, 0.14575458522479776, 1.0713288875485882]	0.4505739911524699	-0.24886739253997806
219	The trustees at first resisted, but in 1845 formally voted to dissolve themselves.	Die Treuhänder widersetzten sich zunächst, stimmten aber 1845 offiziell dafür, sich aufzulösen.	[100, 100, 75, 100, 100, 100]	95.83333333333333	[0.2654514735602496, 0.37321150863630664, -0.5198479236489196, 1.1216191016511512, 1.214968665278659, 1.0987116526053302]	0.5923524130137962	-0.4109885394573212
220	The native population also suffered from tropical ulcers, yaws and vitamin deficiencies, mainly beri beri.	Die einheimische Bevölkerung litt auch an tropischen Geschwüren, Gieren und Vitaminmangel, hauptsächlich an Beri Beri.	[100, 87, 97]	94.66666666666667	[0.2654514735602496, 0.568389231147961, 0.5820718190378574]	0.4719708412486893	-0.3818948864936829
224	Felix Donnelly, One Priest's Life, Australia and New Zealand Book Company, Auckland, 1982, pp.	Felix Donnelly, One Priest's Life, Buchgesellschaft Australien und Neuseeland, Auckland, 1982, pp.	[100, 82, 92]	91.33333333333333	[0.2654514735602496, 0.6405984906688512, 0.1346385006840237]	0.3468961549710415	-0.1658150553703308
227	McManus expresses his disdain for their orders and abandons the mission, deserting.	McManus drückt seine Verachtung für ihre Befehle aus und gibt die Mission auf und verlässt sie.	[100, 85, 93]	92.66666666666667	[0.2654514735602496, 0.4310128033135338, 0.6180449360099306]	0.4381697376279046	-0.4546628594398498
235	Surviving compositions include four masses, six motets, and three litanies for choir.	Überlebende Kompositionen umfassen vier Messen, sechs Motetten und drei Litaneien für Chor.	[100, 81, 98]	93.0	[0.2654514735602496, 0.4821429590688326, 0.6715584827086242]	0.4730509717792355	-0.3520243167877197
249	In October, she toured with Robin Gibb in Australia and New Zealand.	Im Oktober tourte sie mit Robin Gibb in Australien und Neuseeland.	[95, 89, 100]	94.66666666666667	[0.7295690924856169, 0.8113570940985152, 0.8505318100501577]	0.7971526655447633	-0.14931651949882507
251	Also reveals a new roll of papyrus with hieroglyphics.	Enthüllt auch eine neue Papyrusrolle mit Hieroglyphen.	[94, 78, 98]	90.0	[0.6738070142477738, -0.23458970556018363, 0.6715584827086242]	0.3702585971320714	-0.2613911032676697
254	Following the battle at Inverlochly, Montrose marched northwards.	Nach der Schlacht bei Inverlochly marschierte Montrose nach Norden.	[100, 82, 93]	91.66666666666667	[0.2654514735602496, 0.14575458522479776, 0.6180449360099306]	0.3430836649316593	-0.21457941830158234
259	Minesweepers, manned by civilians and under constant fire from Ottoman guns, retreated leaving the minefields largely intact.	Minensucher, die mit Zivilisten besetzt waren und ständig von osmanischen Kanonen beschossen wurden, zogen sich zurück und ließen die Minenfelder weitgehend intakt.	[100, 80, 90]	90.0	[0.2654514735602496, -0.04441756016769294, 0.4507587012964011]	0.22393087156298594	-0.4339278042316437
261	These included British, Macedonians, Portuguese, Greeks, Bosnians, Croatians, Serbians, Germans, Turks, and Chileans.	Dazu gehörten Briten, Mazedonier, Portugiesen, Griechen, Bosnier, Kroaten, Serben, Deutsche, Türken und Chilenen.	[100, 93, 81]	91.33333333333333	[1.857303893757214, 1.2122151408057047, 0.4821429590688326]	1.1838873312105835	-0.14319804310798645
262	In 1910 these regiments reverted to their historic roles, designations and uniforms.	1910 kehrten diese Regimenter zu ihren historischen Rollen, Bezeichnungen und Uniformen zurück.	[100, 100, 100, 81, 90, 100]	95.16666666666667	[0.2654514735602496, 0.8505318100501577, 1.857303893757214, 0.3563724976603844, 0.7990852558407435, 1.0987116526053302]	0.8712427639123465	-0.3207375407218933
265	Claude Piron, 76, Swiss linguist and Esperanto author.	Claude Piron, 76, Schweizer Sprachwissenschaftler und Esperanto-Autor.	[100, 73, 100]	91.0	[0.2654514735602496, -0.785501293731316, 0.37321150863630664]	-0.04894610384491991	-0.14664366841316226
267	Observing tradition the islanders left an open Bible and a small pile of oats in each house, locked all the doors and at 7 am boarded the Harebell.	Unter Beachtung der Tradition hinterließen die Inselbewohner in jedem Haus eine offene Bibel und einen kleinen Haufen Hafer, schlossen alle Türen ab und bestiegen um 7 Uhr morgens die Harebell.	[100, 97, 73]	90.0	[0.2654514735602496, 0.5820718190378574, -0.49690580123975703]	0.11687249711945005	-0.4150228202342987
268	The Carl Rosa Opera Company staged the cantata as an opera in 1898.	Die Carl Rosa Opera Company inszenierte die Kantate 1898 als Oper.	[100, 77, 100]	92.33333333333333	[0.2654514735602496, -0.15167916733124173, 0.37321150863630664]	0.16232793828843814	-0.33766427636146545
270	Authors and scholars who flourished at Rome, such as Longinus and Caecilius, regarded his oratory as sublime.	In Rom blühende Autoren und Gelehrte wie Longinus und Caecilius betrachteten sein Oratorium als erhaben.	[100, 74, 96]	90.0	[0.2654514735602496, -0.6270457621312975, 0.4925851553670907]	0.04366362226534761	-0.2399576157331467
272	Accompanied by a Chinook headman, they left Fort Astoria in late June 1811.	In Begleitung eines Chinook-Chefs verließen sie Ende Juni 1811 Fort Astoria.	[96, 79, 100]	91.66666666666667	[1.5341280956345766, 0.16523189586879544, 0.2654514735602496]	0.6549371550212072	-0.3288106620311737
275	Toni Kroos, Mario Götze, and Franck Ribéry scored for Bayern.	Toni Kroos, Mario Götze und Franck Ribéry erzielten für die Bayern ein Tor.	[94, 85, 100]	93.0	[1.3195194590819954, 1.115965085468907, 0.2654514735602496]	0.9003120060370507	-0.24955327808856964
278	Prost was a pallbearer at the Brazilian's funeral.	Prost war ein Sargträger bei der Beerdigung des Brasilianers.	[100, 74, 100]	91.33333333333333	[0.2654514735602496, -0.27396814399966013, 0.8505318100501577]	0.2806717132035824	-0.4153969883918762
280	She finally sank outside the Maritime Exclusion Zone on 10 May.	Am 10. Mai sank sie schließlich außerhalb der maritimen Sperrzone.	[100, 87, 100]	95.66666666666667	[0.2654514735602496, 1.432876148668944, 0.37321150863630664]	0.6905130436218334	-0.36557117104530334
281	Roman infantry versus mobile and guerilla warfare in Hispania	Römische Infanterie gegen Mobil- und Guerillakrieg in Hispania	[100, 100, 73, 95, 86, 92]	91.0	[0.2654514735602496, 0.37321150863630664, -0.7100200690414104, 0.9202384163904231, 0.6327318920655773, 0.8102618418715346]	0.3819791772471135	-0.3230701982975006
282	Often originating in the public schools, they exemplified new ideals of manliness.	Sie stammen oft aus öffentlichen Schulen und stehen beispielhaft für neue Ideale der Männlichkeit.	[100, 100, 80, 100, 100, 100]	96.66666666666667	[0.2654514735602496, 0.37321150863630664, -0.04441756016769294, 1.1216191016511512, 1.214968665278659, 1.0987116526053302]	0.671590806927334	-0.4965898990631104
283	Subspecialties include transfusion medicine, cellular pathology, clinical chemistry, hematology, clinical microbiology and clinical immunology.	Subspezialitäten umfassen Transfusionsmedizin, Zellpathologie, klinische Chemie, Hämatologie, klinische Mikrobiologie und klinische Immunologie.	[100, 100, 87, 100, 100, 100]	97.83333333333333	[0.2654514735602496, 0.8505318100501577, 0.6211849487060245, 1.1216191016511512, 1.214968665278659, 1.0987116526053302]	0.862077941975262	-0.23355627059936526
284	On May 28, Love defended her title again against Sojourner Bolt with all of her associates at ringside.	Am 28. Mai verteidigte Love ihren Titel erneut gegen Sojourner Bolt mit all ihren Mitarbeitern am Ring.	[100, 73, 100]	91.0	[0.2654514735602496, -0.785501293731316, 0.37321150863630664]	-0.04894610384491991	-0.3563549816608429
287	Lulu Arfin' Nanny, Kelly's recurring parody of Little Orphan Annie).	Lulu Arfin 'Nanny, Kellys wiederkehrende Parodie auf Little Orphan Annie).	[88, 83, 100]	90.33333333333333	[0.6756935494242516, 0.7990540222688698, 0.2654514735602496]	0.5800663484177904	-0.14989417791366574
290	On March 14, 1871, Barton County, Missouri filed a lawsuit against him and his sureties.	Am 14. März 1871 reichte Barton County, Missouri, eine Klage gegen ihn und seine Bürgschaften ein.	[100, 70, 100]	90.0	[0.2654514735602496, -1.2608678885313718, 0.37321150863630664]	-0.20740163544493853	-0.20070905983448029
291	In 2014, Sarasota hosted the modern pentathlon World Cup Final.	2014 war Sarasota Gastgeber des modernen Pentathlon-Weltcup-Finales.	[100, 92, 82]	91.33333333333333	[0.2654514735602496, 0.1346385006840237, 0.6405984906688512]	0.3468961549710415	-0.4363519251346588
292	Cunningham and Rawnsley flew out to Rangoon via Malta, Cairo, Baghdad and Karachi.	Cunningham und Rawnsley flogen über Malta, Kairo, Bagdad und Karachi nach Rangun.	[85, 93, 100]	92.66666666666667	[0.35378059459537986, 2.3836093382690557, 0.2654514735602496]	1.0009471354748951	-0.12150363624095915
297	On April 11, 1912, the Highlanders debuted their pinstripes in a game against Boston, by then known as the Red Sox.	Am 11. April 1912 debütierten die Highlanders in einem Spiel gegen Boston, das damals als Red Sox bekannt war, mit ihren Nadelstreifen.	[100, 81, 100]	93.66666666666667	[0.2654514735602496, 0.4821429590688326, 0.8505318100501577]	0.5327087475597466	-0.2578764259815216
