index	original	translation	scores	mean	z_scores	z_mean	model_scores
57	"), idea a avut de acum un caracter mai pronunțat cultural."	"), the idea has now had a more pronounced cultural character."	"[100, 100, 100]"	100	"[1.126291054430693, 1.4417542798998286, 1.2524864452490692]"	1.273510593	-0.350737929
65	"La Savannah, capitală Georgiei, organizația revoluționară a preluat conducerea orașului."	"In Savannah, the capital of Georgia, the revolutionary organization took over the city."	"[95, 93, 100]"	96	"[1.0663526297015562, 1.0798029793660062, 0.9609931851748625]"	1.035716265	-0.12792246
72	Cele 12 regiuni statistice nu au nicio funcție administrativă și sunt împărțite în două macroregiuni în scopul politicii regionale a Uniunii Europene.	The 12 statistical regions have no administrative function and are divided into two macro-regions for the purpose of the European Union's regional policy.	"[100, 100, 100]"	100	"[1.0255927455802585, 0.9845341654844935, 0.8333627005754242]"	0.947829871	-0.188300818
82	"În unele zone, apele de coastă sunt poluate, mai ales în preajma complexului industrial de la Sillamäe."	"In some areas, coastal waters are polluted, especially near the Sillamäe industrial complex."	"[98, 100, 95]"	97.66666667	"[1.170162799704217, 0.8333627005754242, 1.162461307948656]"	1.055328936	-0.24756816
83	"La fel precum campania din sud, și expediția de la Narvik a trebuit să facă față la numeroase obstacole."	"Like the southern campaign, the Narvik expedition had to face many obstacles."	"[97, 99, 100]"	98.66666667	"[1.13555940970333, 1.0767197754986022, 0.8333627005754242]"	1.015213962	-0.353737354
88	"Mortimore din Royal Navy a condus un tanc Mark I în timpul Bătăliei de pe Somme, pe 15 septembrie 1916."	"Mortimore of the Royal Navy led a Mark I tank during the Battle of the Somme on September 15, 1916."	"[100, 100, 100]"	100	"[1.119444292482282, 1.2524864452490692, 1.0690255985932648]"	1.146985445	-0.178724572
93	"După 1945 are loc decolonizarea, iar Europa este divizată între sferele SUA și URSS."	"After 1945, decolonization took place, and Europe was divided between the spheres of the USA and the USSR."	"[100, 100, 100]"	100	"[1.0690255985932648, 1.031651381875285, 1.4417542798998286]"	1.18081042	-0.214012384
101	În perioada dintre cele două războaie mondiale sportivii români au obținut primele victorii în concursurile internaționale.	"In the period between the two world wars, the Romanian athletes obtained the first victories in the international competitions."	"[100, 94, 94]"	96	"[1.031651381875285, 0.8405805183050125, 1.1211321436573312]"	0.997788015	-0.292839587
104	Această schimbare masivă a făcut ca acumularea și schimbul de experiență să fie imposibile.	This massive change has made accumulation and exchange of experience impossible.	"[94, 100, 100]"	98	"[0.9734478618669625, 1.031651381875285, 0.8333627005754242]"	0.946153981	-0.21853888
105	Magnitudinea decesului statistic depinde de numărul persoanelor afectate de contramăsură.	The magnitude of the statistical death depends on the number of people affected by the countermeasure.	"[87, 100, 100]"	95.66666667	"[0.7895255096944607, 0.8333627005754242, 0.9609931851748625]"	0.861293798	-0.242257431
109	Populația Maltei era în iulie 2011 estimată la 408.000 de locuitori.	"Malta's population in July 2011 was estimated at 408,000 inhabitants."	"[100, 98, 100]"	99.33333333	"[0.8333627005754242, 1.286448800822631, 0.9204040350903382]"	1.013405179	-0.19780758
113	III./JG 1 a pierdut de asemenea cel puțin două Fw 190 din același motiv.	III./JG 1 also lost at least two Fw 190s for the same reason.	"[94, 100, 92]"	95.33333333	"[0.8468798301311734, 1.031651381875285, 1.1553353577991297]"	1.011288857	-0.119969167
123	Evenimentul a atras șase milioane de vizitatori în cinci luni.	The event attracted six million visitors in five months.	"[95, 93, 100]"	96	"[1.1545772176263942, 1.0798029793660062, 1.2393695797059907]"	1.157916592	-0.272300363
125	Riscurile și oportunitățile folosirii pașnice a energiei nucleare au fost discutate și au provocat controverse.	The risks and opportunities of the peaceful use of nuclear energy were discussed and provoked controversy.	"[100, 99, 99]"	99.33333333	"[1.0259160246377157, 1.032001303849583, 1.3277779651139558]"	1.128565098	-0.194324449
138	Nu se cunoaște originea legăturii dintre Zola și Alexandrine Meley.	The origin of the connection between Zola and Alexandrine Meley is not known.	"[91, 98, 100]"	96.33333333	"[0.9279390696980083, 0.9818115198176353, 0.9424550146868682]"	0.950735201	-0.096601978
139	El a sugerat că Gamelin era prea sigur că planul german ar fi presupus ca principalele bătălii să fie date în Olanda și Belgia.	He suggested that Gamelin was too sure that the German plan would have meant that the main battles would be fought in the Netherlands and Belgium.	"[95, 90, 100]"	95	"[1.0127572718646964, 0.6987826511564457, 0.8333627005754242]"	0.848300875	-0.29303354
142	"Islamul are o puternică tradiție în regiunile sudice ale Serbiei, mai ales în sudul Raškăi."	"Islam has a strong tradition in the southern regions of Serbia, especially in southern Raška."	"[96, 100, 100]"	98.66666667	"[1.100956019702443, 0.8333627005754242, 0.9609931851748625]"	0.965103968	-0.287396222
148	"Planul era ambițios și cu reale șanse de reușită, în cazul în care Hitler ar fi fost ucis."	The plan was ambitious and had a real chance of success if Hitler were killed.	"[97, 100, 100]"	99	"[1.245119636531306, 1.031651381875285, 1.0690255985932648]"	1.115265539	-0.264000446
150	O încercare reușită a fost făcută de pe Vladislav I cel Scurt.	A successful attempt was made by Vladislav I the Short.	"[100, 100, 100]"	100	"[1.2393695797059907, 0.9609931851748625, 0.8333627005754242]"	1.011241822	-0.231888875
152	Individualitatea patronatului britanic îi lipsea dinamismul economic.	The individuality of the British employers lacked economic dynamism.	"[92, 100, 96]"	96	"[0.5333528742709245, 0.8333627005754242, 1.1107878861856137]"	0.825834487	-0.830098927
163	Croația a dat lumii inventatori și laureați ai Premiilor Nobel.	Croatia has given the world inventors and Nobel Prize winners.	"[96, 100, 100]"	98.66666667	"[1.203790472239981, 1.0690255985932648, 1.031651381875285]"	1.101489151	-0.196417063
169	"După două ore de bombardament, centrul orașului a fost transformat în ruine, iar 41 de oameni au fost uciși."	"After two hours of bombing, the city center was turned into ruins, and 41 people were killed."	"[99, 100, 100]"	99.66666667	"[1.2047661897051039, 0.8799919452809679, 1.119444292482282]"	1.068067476	-0.20818159
171	"Încetarea migrațiilor și stabilirea sistemului feudal, precum și absența epidemiilor au contribuit la o creștere a populației."	"The cessation of migrations and the establishment of the feudal system, as well as the absence of epidemics contributed to an increase in population."	"[100, 100, 96]"	98.66666667	"[1.119444292482282, 0.8333627005754242, 1.298544818849479]"	1.083783937	-0.249726787
175	Limitele orașului au fost mutate spre exterior în anul 2006 cu aproape 6 km.	The city limits were moved abroad in 2006 by almost 6 km.	"[100, 100, 100]"	100	"[1.031651381875285, 0.9609931851748625, 0.8333627005754242]"	0.942002423	-0.268136293
188	Unii se întreabă dacă acest tip de control ar putea rămâne funcțional.	Some wonder if this type of control could remain functional.	"[93, 94, 100]"	95.66666667	"[0.9971458496997823, 1.1166577564713134, 1.2524864452490692]"	1.122096684	-0.434696555
191	Irakul era important pentru britanici datorită poziției pe care o ocupa pe drumul spre India cât și datorită marilor rezerve de petrol.	Iraq was important to the British because of its position on the road to India and because of its large oil reserves.	"[100, 87, 100]"	95.66666667	"[1.0690255985932648, 0.7919661282928393, 1.031651381875285]"	0.96421437	-0.294882774
196	Instituția este frecvent clasată pe primul loc în rândul universităților din Europa continentală.	The institution is often ranked first among universities in continental Europe.	"[100, 94, 100]"	98	"[1.2393695797059907, 1.1166577564713134, 0.8333627005754242]"	1.063130012	-0.375299007
197	"Urma termică a turbinei cu gaz este mai mare decât a motorului diesel, în principal datorită jetului continuu de gaze din țeava de eșapament."	"The thermal footprint of the gas turbine is higher than that of the diesel engine, mainly due to the continuous jet of gas from the exhaust pipe."	"[100, 100, 100]"	100	"[1.3441745234017974, 0.8333627005754242, 1.0259160246377157]"	1.06781775	-0.365869105
201	Informatiile provenite dinspre front erau atent monitorizate.	Information from the front was closely monitored.	"[100, 100, 95]"	98.33333333	"[1.031651381875285, 0.8333627005754242, 0.9384215336201124]"	0.934478539	-0.352520615
202	"În 1402, în Bătălia de la Ankara, Baiazid I este învins și capturat de oastele mongole ale lui Timur Lenk."	"In 1402, at the Battle of Ankara, Baiazid I was defeated and captured by the Mongol troops of Timur Lenk."	"[100, 100, 100]"	100	"[1.4417542798998286, 0.783766770321848, 0.8333627005754242]"	1.019627917	-0.255921066
204	Forțele britanice nu au putut pătrunde căci forturile turcești din interior erau prea departe pentru a fi bombardate de navale de război aliate.	British forces could not penetrate because the Turkish forts inside were too far away to be bombed by Allied navies.	"[100, 92, 96]"	96	"[0.8333627005754242, 0.7728312406438095, 1.100956019702443]"	0.90238332	-0.388149679
206	"Australia și insulele polineziene se aflau încă în izolare, dar aveau să fie explorate de europeni."	"Australia and the Polynesian islands were still in isolation, but were to be explored by Europeans."	"[94, 100, 100]"	98	"[1.0317492397006691, 0.9609931851748625, 0.8333627005754242]"	0.942035042	-0.302648604
213	Dezvoltarea simțitoare a educației în Târgu Mureș a avut loc după reforma protestantă.	The significant development of education in Târgu Mureș took place after the Protestant Reformation.	"[96, 100, 100]"	98.66666667	"[0.691800237893618, 0.8333627005754242, 1.2524864452490692]"	0.925883128	-0.277481258
221	Un mic număr de evrei a hotărât să rămână în Portugalia.	A small number of Jews decided to stay in Portugal.	"[100, 100, 100]"	100	"[1.031651381875285, 1.0690255985932648, 0.8333627005754242]"	0.978013227	-0.151610732
222	"Au fost finalizate catedralele din Köln, Ulm și Berna."	"The cathedrals of Cologne, Ulm and Bern have been completed."	"[100, 100, 100]"	100	"[1.2393695797059907, 0.8333627005754242, 0.9609931851748625]"	1.011241822	-0.182033867
228	O alta solutie convenabila poate fi aeroportul Reus afla in partea sudica a coastei.	Another convenient solution may be Reus Airport on the southern coast.	"[93, 100, 95]"	96	"[0.9341384518692285, 1.2393695797059907, 0.8839041248748553]"	1.019137385	-0.261212677
235	"Ele au formă octogonală, au o greutate nominală de 6,22 grame fiecare, cu o rază a monedei de 11.75 mm."	"They have an octagonal shape, have a nominal weight of 6.22 grams each, with a coin radius of 11.75 mm."	"[100, 100, 100]"	100	"[1.4417542798998286, 0.783766770321848, 0.8333627005754242]"	1.019627917	-0.304561049
236	Tabelul 11.6 Specificațiile suporturilor de stocare ale dischetelor	Table 11.6 Floppy disk media specifications	"[100, 100, 100]"	100	"[1.4417542798998286, 0.783766770321848, 0.8333627005754242]"	1.019627917	-0.43206653
239	"Din acest motiv, frontiera între Estonia și Rusia nu este definită nici astăzi."	"For this reason, the border between Estonia and Russia is still not defined today."	"[97, 100, 100]"	99	"[1.13555940970333, 0.9204040350903382, 0.8333627005754242]"	0.963108715	-0.272053808
242	"Proiectul a eșuat, iar compania a falimentat datorită proastei abordări."	The project failed and the company went bankrupt due to a bad approach.	"[93, 97, 95]"	95	"[0.5729647151765979, 0.7380181458457922, 1.07536324641975]"	0.795448702	-0.339416742
243	"Mare majoritate a acestora, 174.000 au sosit între 1933 și 1936, după care britanicii au crescut restrucțiile pentru imigrația evreiască."	"The vast majority of them, 174,000, arrived between 1933 and 1936, after which the British increased restrictions on Jewish immigration."	"[90, 95, 100]"	95	"[0.643831132503396, 0.8839041248748553, 0.8333627005754242]"	0.787032653	-0.269218087
260	"Germania ceda teritorii Franței, Belgiei , Danemarcei și Poloniei, locuite de 8 milioane de oameni."	"Germany ceded the territories of France, Belgium, Denmark and Poland, inhabited by 8 million people."	"[100, 100, 100]"	100	"[1.031651381875285, 1.3691071294052808, 0.8333627005754242]"	1.078040404	-0.187192798
264	Vergennes a convenit cu Spania să ofere câte un milion de livre pentru a furniza muniție și armament americanilor.	Vergennes agreed with Spain to offer one million pounds each to supply ammunition and weapons to the Americans.	"[100, 100, 100]"	100	"[1.2093043218533666, 1.031651381875285, 0.8333627005754242]"	1.024772801	-0.283933073
266	Italia a jucat încă de la începutul conflictului un rol important.	Italy has played an important role since the beginning of the conflict.	"[96, 100, 97]"	97.66666667	"[1.100956019702443, 1.031651381875285, 1.245119636531306]"	1.125909013	-0.23911722
279	"După patru ani, Franța avea să înceapă dezarmarea și Germania se putea reînarmă."	"After four years, France would begin disarmament and Germany could rearm."	"[89, 100, 100]"	96.33333333	"[0.8587322896962345, 0.9609931851748625, 0.8333627005754242]"	0.884362725	-0.380121768
282	"Copii și tineri sub 16 ani însă, nu apar niciodată."	"Children and young people under 16, however, never show up."	"[100, 98, 100]"	99.33333333	"[1.0255927455802585, 0.9241173542736337, 0.8333627005754242]"	0.927690933	-0.236000061
285	"Finlanda dispune, ca resurse, de cantități mari de lemn și câteva resurse minerale și de apă."	Finland has large quantities of timber and several mineral and water resources as resources.	"[96, 100, 100]"	98.66666667	"[1.1924966787814748, 0.8333627005754242, 1.0259160246377157]"	1.017258468	-0.300829619
298	Producerea și procesarea agricolă generează aproximativ 50% din veniturile provenite din export.	Agricultural production and processing generate about 50% of export earnings.	"[100, 100, 95]"	98.33333333	"[1.031651381875285, 0.8333627005754242, 0.9384215336201124]"	0.934478539	-0.242276266
299	"Până la sfârșitul anilor '20 , radiourile au devenit omniprezente.Aparate de radio a jucat un rol important în al doilea război mondial."	"By the end of the 1920s, radios had become ubiquitous. Radios played an important role in World War II."	"[92, 100, 100]"	97.33333333	"[0.9625424596988953, 1.1112943359682248, 0.8333627005754242]"	0.969066499	-0.328225523
307	Până în aprilie regimul dictatorial al lui Saddam Hussein a fost înlăturat.	"By April, Saddam Hussein's dictatorial regime had been overthrown."	"[100, 100, 100]"	100	"[1.0255927455802585, 0.9845341654844935, 0.8333627005754242]"	0.947829871	-0.239502013
316	Familiile care încalcă politica adesea mint la recensăminte.	Families who break the policy often lie in censuses.	"[92, 100, 96]"	96	"[0.9625424596988953, 0.8333627005754242, 1.298544818849479]"	1.031483326	-0.253454626
320	"Alt avantaj față de motoarele pe benzină este mica inflamabilitate a combustibilului, cea ce este un avantaj important în cazul unui impact."	"Another advantage over gasoline engines is the low flammability of the fuel, which is an important advantage in the event of an impact."	"[97, 100, 93]"	96.66666667	"[1.3343471841120664, 1.0690255985932648, 0.8703549878449353]"	1.09124259	-0.300732344
324	"În faza incipientă, dezvoltarea agriculturii a fost un proces lent și ciclic."	"In the early stages, the development of agriculture was a slow and cyclical process."	"[100, 100, 95]"	98.33333333	"[1.2393695797059907, 1.2524864452490692, 0.9384215336201124]"	1.143425853	-0.346755803
325	"instalare și configurare a sistemului, în special în activitatea de depanare."	"system installation and configuration, especially in troubleshooting."	"[100, 98, 100]"	99.33333333	"[1.4417542798998286, 0.9641375225268146, 1.0690255985932648]"	1.1583058	-0.438130468
340	"Spunea că înainte luptase întotdeauna pentru victorie, dar în Munda a luptat pentru viața sa."	"He said that before he had always fought for victory, but in Munda he fought for his life."	"[100, 97, 98]"	98.33333333	"[0.8333627005754242, 0.9579527143622191, 1.170162799704217]"	0.987159405	-0.140380159
343	Frontul din Belgia era mult mai îngust și ar fi permis respingerea atacului german.	The Belgian front was much narrower and would have repelled the German attack.	"[93, 100, 100]"	97.66666667	"[0.9971458496997823, 0.8333627005754242, 0.9609931851748625]"	0.930500578	-0.165283903
344	"Parte a celui mai mare grup mondial din industria de profil, combinatul asigură jumătate din"	"Part of the world's largest group in the industry, the plant provides half of"	"[100, 100, 100]"	100	"[1.2393695797059907, 1.0484593129562183, 0.9424550146868682]"	1.076761302	-0.326989561
349	"Zona din jurul orașului este formată din câmpie, păduri și ierburi."	"The area around the city consists of plains, forests and grasses."	"[100, 100, 100]"	100	"[1.4417542798998286, 1.0259160246377157, 1.0690255985932648]"	1.178898634	-0.374188304
360	"Lucien Van Impe în 1971, 1972, 1975, 1977, 1981, 1983."	"Lucien Van Impe in 1971, 1972, 1975, 1977, 1981, 1983."	"[98, 100, 91]"	96.33333333	"[1.286448800822631, 0.8333627005754242, 1.0028993730060716]"	1.040903625	-0.058943629
378	Unele femei folosesc pentru anumite practici magice aceste grăunțe.	Some women use these grains for certain magical practices.	"[100, 100, 100]"	100	"[1.0690255985932648, 1.031651381875285, 1.4417542798998286]"	1.18081042	-0.274978131
382	Aproape două treimi din greci trăiesc în zone urbane.	Almost two-thirds of Greeks live in urban areas.	"[100, 100, 95]"	98.33333333	"[1.2393695797059907, 1.0690255985932648, 1.162461307948656]"	1.156952162	-0.101631038
384	"Bodhi îi conduce pe toți spre planeta Eadu, unde se află Galen."	"Bodhi leads them all to the planet Eadu, where Galen is."	"[94, 100, 100]"	98	"[1.0317492397006691, 0.8333627005754242, 0.9609931851748625]"	0.942035042	-0.22707814
385	"Germania se angaja să acorde dreptul de tranzit pe teritoriul sau persoanelor, mărfurilor, navelor, vagoanelor și serviciilor poștale."	"Germany undertakes to grant the right of transit through its territory to persons, goods, ships, wagons and postal services."	"[97, 93, 100]"	96.66666667	"[0.9153053070637184, 0.8098555353874914, 0.783766770321848]"	0.836309204	-0.209473342
388	Liga Națiunilor a fost creată cu scopul de a împiedica repetarea unui astfel de conflict.	The League of Nations was created in order to prevent the recurrence of such a conflict.	"[100, 100, 90]"	96.66666667	"[0.9424550146868682, 0.8333627005754242, 0.620963095241634]"	0.798926937	-0.306947917
391	Au rezultat astfel de construcții mai rezistente și mai ușoare.	Such stronger and lighter constructions have resulted.	"[100, 100, 87]"	95.66666667	"[0.8333627005754242, 1.0259160246377157, 0.6568498695843524]"	0.838709532	-0.439338088
392	"Elefanții au ucis aproximativ 300 de persoane între 2000 și 2004 în Jharkhand, în timp ce în Assam, 239 de persoane au fost ucise între 2001 și 2006."	"Elephants killed about 300 people between 2000 and 2004 in Jharkhand, while in Assam, 239 people were killed between 2001 and 2006."	"[100, 100, 92]"	97.33333333	"[0.8333627005754242, 0.783766770321848, 1.1553353577991297]"	0.924154943	-0.173721641
393	Între timp scriitorul a luat o decizie importantă.	"Meanwhile, the writer made an important decision."	"[95, 100, 98]"	97.66666667	"[1.0663526297015562, 1.3691071294052808, 0.994977009105901]"	1.143478923	-0.235402331
399	"Situația economică din Roma însăși, însă, era încă problematică."	"The economic situation in Rome itself, however, was still problematic."	"[100, 100, 100]"	100	"[1.031651381875285, 0.8333627005754242, 1.1112943359682248]"	0.992102806	-0.144780919
401	a dus la acceptarea Convenției Europene a Drepturilor Omului.	led to the acceptance of the European Convention on Human Rights.	"[94, 100, 100]"	98	"[1.1211321436573312, 1.031651381875285, 1.0690255985932648]"	1.073936375	-0.182051226
402	Războiul a dus la contestarea credinței și bisericii.	The war challenged the faith and the church.	"[100, 99, 100]"	99.66666667	"[1.0259160246377157, 1.032001303849583, 0.9204040350903382]"	0.992773788	-0.30059129
422	"Primarul orașului este Nicolai Grigorișin, care ocupă această funcție din 2015."	"The mayor of the city is Nicolai Grigorișin, who has held this position since 2015."	"[100, 96, 100]"	98.66666667	"[1.031651381875285, 1.203790472239981, 1.1112943359682248]"	1.11557873	-0.343905121
426	"Economia este dominată de servicii care reprezintă 60,8% din PIB, urmată de industrie cu 31,3% din PIB, iar agricultura cu 7,9% din PIB."	"The economy is dominated by services, which account for 60.8% of GDP, followed by industry with 31.3% of GDP, and agriculture with 7.9% of GDP."	"[100, 100, 100]"	100	"[1.0690255985932648, 1.0255927455802585, 1.4417542798998286]"	1.178790875	-0.166815266
428	"Berlinul devenise o adevărată capitală culturală a Europei, alături de Viena și Paris."	"Berlin had become a true cultural capital of Europe, along with Vienna and Paris."	"[91, 97, 100]"	96	"[0.9971446507833563, 0.9579527143622191, 1.031651381875285]"	0.995582916	-0.196996689
435	Spionajul nu era una dintre activitățile importante ale grupului.	Espionage was not one of the group's important activities.	"[99, 98, 96]"	97.66666667	"[1.2047661897051039, 1.286448800822631, 0.9209284196185372]"	1.137381137	-0.509591937
442	După Al Doilea Război Mondial în Polonia a fost consemnată o creștere demografică incredibilă.	"After World War II, Poland saw an incredible increase in population."	"[100, 92, 100]"	97.33333333	"[1.031651381875285, 1.0384738150746813, 1.1112943359682248]"	1.060473178	-0.163520306
455	"Cert este că pentru următorii doi ani de după înfrângerea Franței, ei nu au inițiat nicio acțiune practică de rezistență."	"What is certain is that for the next two years after the defeat of France, they did not initiate any practical action of resistance."	"[95, 100, 90]"	95	"[1.0663526297015562, 1.2524864452490692, 0.765548731272]"	1.028129269	-0.341729999
465	"Ultimele lucrări din cariera scurtă, dar plină de evenimente, a lui Juvarra au fost palatele regale de la Aranjuez și La Granja."	The last works in Juvarra's short but eventful career were the royal palaces of Aranjuez and La Granja.	"[99, 91, 95]"	95	"[0.9950267735822652, 0.7358069459001276, 1.162461307948656]"	0.964431676	-0.350900769
469	"În 1879, cantitatea de mărfuri tanzitate ajunsese la 89.000 de tone."	"By 1879, the amount of cargo had reached 89,000 tons."	"[95, 90, 100]"	95	"[1.0663526297015562, 0.6201952995495169, 0.8333627005754242]"	0.83997021	-0.263486028
474	Parlamentul britanci era singurul depozitar al suveranității naționale.	The British Parliament was the sole depository of national sovereignty.	"[100, 100, 100]"	100	"[1.031651381875285, 0.9609931851748625, 1.0690255985932648]"	1.020556722	-0.166658044
481	"Alteori, în unul din colțuri este plasat pe lângă aceste obiecte străine și un obiect de storyline, care odată obținut garantează victoria."	"Sometimes, in one of the corners is placed next to these foreign objects and a storyline object, which once obtained guarantees victory."	"[97, 93, 100]"	96.66666667	"[1.0913760918601645, 0.8098555353874914, 0.8333627005754242]"	0.911531443	-0.296585947
496	"Aici se găsesc marile lacuri ale țării, ca și cele mai mari orașe elvețiene."	"Here are the great lakes of the country, as well as the largest Swiss cities."	"[93, 100, 95]"	96	"[0.7601772073149627, 0.9609931851748625, 0.8839041248748553]"	0.868358172	-0.293231726
510	Comandantul Rudolf Höss a spus la procesul său că a ucis 400.000 de evrei din Ungaria în trei luni.	"Commander Rudolf Höss said at his trial that he had killed 400,000 Jews in Hungary in three months."	"[100, 95, 100]"	98.33333333	"[1.0259160246377157, 0.8839041248748553, 0.9204040350903382]"	0.943408062	-0.155970544
511	"Acolo vulnerabilitatea tancurilor este evidentă, pentru că au fost proiectate special pentru al lupta contra altor tancuri."	"There the vulnerability of the tanks is obvious, because they were specially designed to fight it against other tanks."	"[100, 96, 98]"	98	"[1.0259160246377157, 0.9209284196185372, 1.286448800822631]"	1.077764415	-0.330944508
531	În secolul XVI se tipăresc între 150 și 200 de milioane de cărți.	Between 150 and 200 million books were printed in the 16th century.	"[100, 99, 100]"	99.66666667	"[1.031651381875285, 1.3277779651139558, 0.8333627005754242]"	1.064264016	-0.204001889
535	"Cu toate acestea, pierderile irakiene au fost și ele extrem de ridicate."	"However, Iraqi casualties were also extremely high."	"[100, 97, 99]"	98.66666667	"[0.8333627005754242, 0.9579527143622191, 1.2047661897051039]"	0.998693868	-0.232972845
540	"Din 1923, MacDonald a fost numit premier, iar apartenența premierului la Camera Comunelor a devenit o tradiție obligatorie."	"From 1923, MacDonald was appointed prime minister, and the prime minister's membership in the House of Commons became a mandatory tradition."	"[100, 100, 100]"	100	"[1.2393695797059907, 0.9204040350903382, 0.8333627005754242]"	0.997712105	-0.176387534
558	Libertatea presei și libertatea de exprimare sunt garantate de Constituția Serbiei.	Freedom of the press and freedom of expression are guaranteed by the Serbian Constitution.	"[95, 100, 98]"	97.66666667	"[1.0663526297015562, 1.0690255985932648, 1.268335601091636]"	1.134571276	-0.232765555
573	"thumb[[Anna DostoievskaiaAnna Grigorievna Dostoievskaia, a doua soție a lui Feodor Dostoievski"	"thumb [[Anna DostoevskyiaAnna Grigorievna Dostoevsky, Feodor Dostoevsky's second wife"	"[95, 97, 93]"	95	"[0.6744551093593708, 0.9579527143622191, 0.9971458496997823]"	0.876517891	-0.205030486
575	"Pământul este arat pentru boii de povară, crește secara, orz, ovăz, in, cânepă, linte, cartof obișnuit."	"The land is plowed for oxen, grow rye, barley, oats, flax, hemp, lentils, ordinary potatoes."	"[99, 100, 98]"	99	"[0.9094909841008922, 0.8333627005754242, 0.9122497989368811]"	0.885034495	-0.233748615
579	Planul a fost adoptat la Conferință de la Haga pe 31 august 1929.	"The plan was adopted at the Hague Conference on August 31, 1929."	"[93, 96, 100]"	96.33333333	"[0.9971458496997823, 0.7818364753398955, 0.8333627005754242]"	0.870781675	-0.147869378
587	"Kitchener a sosit 2 săptămâni mai târziu și a consimțit, sugerând retragerea celor 150 000 de soldați."	"Kitchener arrived 2 weeks later and agreed, suggesting the withdrawal of the 150,000 soldiers."	"[100, 100, 100]"	100	"[1.4417542798998286, 0.8333627005754242, 1.2393695797059907]"	1.17149552	-0.130686402
590	Politica sanitară și finanțarea ei este responsabilitatea din cadrul Guvernului Scoției.	Health policy and funding is the responsibility of the Scottish Government.	"[100, 97, 100]"	99	"[1.119444292482282, 1.1462125259514777, 1.0690255985932648]"	1.111560806	-0.163182527
591	"Majoritatea prizonierilor de război au fost eliberați în 1990, alții însă au rămas în captivitate până în 2003."	"Most of the prisoners of war were released in 1990, but others remained in captivity until 2003."	"[94, 100, 100]"	98	"[1.0317492397006691, 1.031651381875285, 1.0690255985932648]"	1.044142073	-0.231005877
