index	original	translation	scores	mean	z_scores	z_mean	model_scores
123	Evenimentul a atras șase milioane de vizitatori în cinci luni.	The event attracted six million visitors in five months.	[95, 93, 100]	96.0	[1.1545772176263942, 1.0798029793660062, 1.2393695797059907]	1.1579165922327972	-0.2723003625869751
125	Riscurile și oportunitățile folosirii pașnice a energiei nucleare au fost discutate și au provocat controverse.	The risks and opportunities of the peaceful use of nuclear energy were discussed and provoked controversy.	[100, 99, 99]	99.33333333333331	[1.0259160246377157, 1.032001303849583, 1.3277779651139558]	1.128565097867085	-0.19432444870471954
126	Moralul civililor germani nu era un obiectiv principal pentru planificatorii USAAF.	The morale of German civilians was not a major goal for USAAF planners.	[93, 88, 91]	90.66666666666669	[0.8098555353874914, 0.6718851340860572, 1.1195329925365423]	0.8670912206700304	-0.3297586441040039
130	Au căzut mai mulți morți și răniți, membrii prefecturii încercînd să apere, cu armele, sediul prefecturii dar au fost nevoiți să fugă.	Several people were killed and wounded, members of the prefecture trying to defend the prefecture's headquarters with their weapons, but they were forced to flee.	[100, 100, 70]	90.0	[0.9424550146868682, 0.8333627005754242, -0.10725366399648376]	0.5561880170886029	-0.3878794014453888
134	Începând din acest moment critic, afacerea a urmat două căi paralele.	From this critical moment, the business followed two parallel paths.	[92, 90, 100]	94.0	[0.7728312406438095, 0.8982400475904309, 1.031651381875285]	0.9009075567031752	-0.3110941052436829
138	Nu se cunoaște originea legăturii dintre Zola și Alexandrine Meley.	The origin of the connection between Zola and Alexandrine Meley is not known.	[91, 98, 100]	96.33333333333331	[0.9279390696980083, 0.9818115198176353, 0.9424550146868682]	0.9507352014008372	-0.09660197794437407
139	El a sugerat că Gamelin era prea sigur că planul german ar fi presupus ca principalele bătălii să fie date în Olanda și Belgia.	He suggested that Gamelin was too sure that the German plan would have meant that the main battles would be fought in the Netherlands and Belgium.	[95, 90, 100]	95.0	[1.0127572718646964, 0.6987826511564457, 0.8333627005754242]	0.8483008745321888	-0.29303354024887085
142	Islamul are o puternică tradiție în regiunile sudice ale Serbiei, mai ales în sudul Raškăi.	Islam has a strong tradition in the southern regions of Serbia, especially in southern Raška.	[96, 100, 100]	98.66666666666669	[1.100956019702443, 0.8333627005754242, 0.9609931851748625]	0.9651039684842434	-0.2873962223529816
144	Când se vorbește despre toleranța otomană, se iau în considerație structurile care cuprindeau diversele perspective.	When we talk about Ottoman tolerance, we take into account the structures that included the various perspectives.	[100, 100, 82]	94.0	[1.0690255985932648, 1.031651381875285, 0.797311705173256]	0.9659962285472686	-0.28959453105926514
147	O componentă importantă a sectorului industriei prelucrătoare al Republicii Moldova este industria ușoară.	An important component of the manufacturing industry of the Republic of Moldova is light industry.	[87, 100, 94]	93.66666666666669	[0.6568498695843524, 0.8333627005754242, 0.7565144537996552]	0.7489090079864772	-0.26843443512916565
148	Planul era ambițios și cu reale șanse de reușită, în cazul în care Hitler ar fi fost ucis.	The plan was ambitious and had a real chance of success if Hitler were killed.	[97, 100, 100]	99.0	[1.245119636531306, 1.031651381875285, 1.0690255985932648]	1.1152655389999522	-0.26400044560432434
150	O încercare reușită a fost făcută de pe Vladislav I cel Scurt.	A successful attempt was made by Vladislav I the Short.	[100, 100, 100]	100.0	[1.2393695797059907, 0.9609931851748625, 0.8333627005754242]	1.011241821818759	-0.2318888753652573
151	Această stare de spirit a continuat și în 1941, deși greutățile economice au produs anumite nemulțumiri personale.	This state of mind continued in 1941, although economic difficulties caused some personal discontent.	[84, 89, 98]	90.33333333333331	[0.8689164356984308, 0.9270604506959101, 0.994977009105901]	0.9303179651667474	-0.3166271150112152
152	Individualitatea patronatului britanic îi lipsea dinamismul economic.	The individuality of the British employers lacked economic dynamism.	[92, 100, 96]	96.0	[0.5333528742709245, 0.8333627005754242, 1.1107878861856137]	0.8258344870106541	-0.8300989270210266
155	Tinerii au fost descoperiți și arestați foarte repede.	The young people were discovered and arrested very quickly.	[89, 100, 95]	94.66666666666669	[0.8587322896962345, 1.031651381875285, 0.8839041248748553]	0.9247625988154584	-0.22324275970458984
160	Există multe excepții de la regulă, și beneficii suplimentare.	There are many exceptions to the rule, and additional benefits.	[85, 96, 93]	91.33333333333331	[0.6196631718873564, 1.100956019702443, 0.8098555353874914]	0.8434915756590969	-0.190704345703125
162	Serviciul clienți este esențial din mai multe motive.	Customer service is essential for several reasons.	[88, 97, 94]	93.0	[0.8241288996953475, 0.9579527143622191, 1.1211321436573312]	0.9677379192382992	-0.34489306807518005
163	Croația a dat lumii inventatori și laureați ai Premiilor Nobel.	Croatia has given the world inventors and Nobel Prize winners.	[96, 100, 100]	98.66666666666669	[1.203790472239981, 1.0690255985932648, 1.031651381875285]	1.1014891509028435	-0.19641706347465515
165	Rakia sub diverse forme se regăsește însă în întreaga Peninsulă Balcanică, în special în Bulgaria, Croația, Slovenia, Muntenegru, Ungaria și Turcia.	Rakia in various forms is found throughout the Balkan Peninsula, especially in Bulgaria, Croatia, Slovenia, Montenegro, Hungary and Turkey.	[83, 100, 100]	94.33333333333331	[0.6511119496909129, 0.8333627005754242, 1.119444292482282]	0.8679729809162063	-0.3702557384967804
169	După două ore de bombardament, centrul orașului a fost transformat în ruine, iar 41 de oameni au fost uciși.	After two hours of bombing, the city center was turned into ruins, and 41 people were killed.	[99, 100, 100]	99.66666666666669	[1.2047661897051039, 0.8799919452809679, 1.119444292482282]	1.0680674758227846	-0.20818158984184265
171	Încetarea migrațiilor și stabilirea sistemului feudal, precum și absența epidemiilor au contribuit la o creștere a populației.	The cessation of migrations and the establishment of the feudal system, as well as the absence of epidemics contributed to an increase in population.	[100, 100, 96]	98.66666666666669	[1.119444292482282, 0.8333627005754242, 1.298544818849479]	1.083783937302395	-0.2497267872095108
172	Turismul a devenit un factor important al îmbunătățirii competitivității internaționale a țării.	Tourism has become an important factor in improving the country's international competitiveness.	[100, 82, 100]	94.0	[1.126291054430693, 0.797311705173256, 1.2524864452490692]	1.0586964016176728	-0.12819217145442965
175	Limitele orașului au fost mutate spre exterior în anul 2006 cu aproape 6 km.	The city limits were moved abroad in 2006 by almost 6 km.	[100, 100, 100]	100.0	[1.031651381875285, 0.9609931851748625, 0.8333627005754242]	0.9420024225418572	-0.26813629269599915
183	Victoria de la Manzikert a pus bazele a ceea ce, mai târziu, va fi Imperiul Otoman.	The victory at Manzikert laid the groundwork for what would later become the Ottoman Empire.	[92, 92, 99]	94.33333333333331	[0.8347708014681714, 0.6937847711654458, 1.032001303849583]	0.8535189588277334	-0.219458281993866
187	Mai multe companii de telecomunicații din China, mai ales Huawei și ZTE, au fost acuzate de spionaj în favoarea armatei chineze.	Several Chinese telecommunications companies, especially Huawei and ZTE, have been accused of espionage in favor of the Chinese military.	[90, 94, 97]	93.66666666666669	[0.8933356796971215, 1.1166577564713134, 1.245119636531306]	1.0850376908999138	-0.208966463804245
188	Unii se întreabă dacă acest tip de control ar putea rămâne funcțional.	Some wonder if this type of control could remain functional.	[93, 94, 100]	95.66666666666669	[0.9971458496997823, 1.1166577564713134, 1.2524864452490692]	1.1220966838067217	-0.4346965551376343
191	Irakul era important pentru britanici datorită poziției pe care o ocupa pe drumul spre India cât și datorită marilor rezerve de petrol.	Iraq was important to the British because of its position on the road to India and because of its large oil reserves.	[100, 87, 100]	95.66666666666669	[1.0690255985932648, 0.7919661282928393, 1.031651381875285]	0.9642143695871296	-0.2948827743530273
193	Deși armata germană a avut mult succes la început, atacul lor a fost oprit în bătălia de la Moscova.	Although the German army was very successful at first, their attack was stopped in the battle of Moscow.	[100, 89, 93]	94.0	[1.0259160246377157, 0.6617583564127637, 1.0798029793660062]	0.9224924534721618	-0.2532317042350769
195	Dioclețian a desființat instituțiile Principatului.	Diocletian abolished the institutions of the Principality.	[88, 100, 92]	93.33333333333331	[0.8241288996953475, 0.8333627005754242, 0.7728312406438095]	0.8101076136381936	-0.27839604020118713
196	Instituția este frecvent clasată pe primul loc în rândul universităților din Europa continentală.	The institution is often ranked first among universities in continental Europe.	[100, 94, 100]	98.0	[1.2393695797059907, 1.1166577564713134, 0.8333627005754242]	1.0631300122509093	-0.37529900670051575
197	Urma termică a turbinei cu gaz este mai mare decât a motorului diesel, în principal datorită jetului continuu de gaze din țeava de eșapament.	The thermal footprint of the gas turbine is higher than that of the diesel engine, mainly due to the continuous jet of gas from the exhaust pipe.	[100, 100, 100]	100.0	[1.3441745234017974, 0.8333627005754242, 1.0259160246377157]	1.0678177495383123	-0.3658691048622131
201	Informatiile provenite dinspre front erau atent monitorizate.	Information from the front was closely monitored.	[100, 100, 95]	98.33333333333331	[1.031651381875285, 0.8333627005754242, 0.9384215336201124]	0.9344785386902741	-0.352520614862442
202	În 1402, în Bătălia de la Ankara, Baiazid I este învins și capturat de oastele mongole ale lui Timur Lenk.	In 1402, at the Battle of Ankara, Baiazid I was defeated and captured by the Mongol troops of Timur Lenk.	[100, 100, 100]	100.0	[1.4417542798998286, 0.783766770321848, 0.8333627005754242]	1.019627916932367	-0.2559210658073425
204	Forțele britanice nu au putut pătrunde căci forturile turcești din interior erau prea departe pentru a fi bombardate de navale de război aliate.	British forces could not penetrate because the Turkish forts inside were too far away to be bombed by Allied navies.	[100, 92, 96]	96.0	[0.8333627005754242, 0.7728312406438095, 1.100956019702443]	0.9023833203072256	-0.3881496787071228
205	Dar conflictele politice continuau între diverse facțiuni apărute după revoluție.	But political conflicts continued between various factions that emerged after the revolution.	[72, 100, 99]	90.33333333333331	[0.2704746596811566, 0.8333627005754242, 1.032001303849583]	0.7119462213687212	-0.35855337977409363
206	Australia și insulele polineziene se aflau încă în izolare, dar aveau să fie explorate de europeni.	Australia and the Polynesian islands were still in isolation, but were to be explored by Europeans.	[94, 100, 100]	98.0	[1.0317492397006691, 0.9609931851748625, 0.8333627005754242]	0.9420350418169852	-0.3026486039161682
211	Industria alimentară este bine cunoscută atât la nivel regional, cât și la nivel internațional și este unul dintre punctele forte ale economiei.	The food industry is well known both regionally and internationally and is one of the strengths of the economy.	[91, 100, 89]	93.33333333333331	[0.9279390696980083, 1.031651381875285, 0.9144863222007066]	0.958025591258	-0.2605992257595062
213	Dezvoltarea simțitoare a educației în Târgu Mureș a avut loc după reforma protestantă.	The significant development of education in Târgu Mureș took place after the Protestant Reformation.	[96, 100, 100]	98.66666666666669	[0.691800237893618, 0.8333627005754242, 1.2524864452490692]	0.9258831279060372	-0.2774812579154968
218	În această perioadă, comercianții cu amănuntul au conceput și elaborat practicile moderne de marketing din domeniu.	During this period, retailers designed and developed modern marketing practices in the field.	[88, 100, 89]	92.33333333333331	[0.37490551064823097, 0.8333627005754242, 0.862815407824567]	0.6903612063494075	-0.32528865337371826
221	Un mic număr de evrei a hotărât să rămână în Portugalia.	A small number of Jews decided to stay in Portugal.	[100, 100, 100]	100.0	[1.031651381875285, 1.0690255985932648, 0.8333627005754242]	0.978013227014658	-0.15161073207855225
222	Au fost finalizate catedralele din Köln, Ulm și Berna.	The cathedrals of Cologne, Ulm and Bern have been completed.	[100, 100, 100]	100.0	[1.2393695797059907, 0.8333627005754242, 0.9609931851748625]	1.011241821818759	-0.18203386664390564
228	O alta solutie convenabila poate fi aeroportul Reus afla in partea sudica a coastei.	Another convenient solution may be Reus Airport on the southern coast.	[93, 100, 95]	96.0	[0.9341384518692285, 1.2393695797059907, 0.8839041248748553]	1.0191373854833579	-0.2612126767635345
231	Elefanții asiatici erau întotdeauna mai frecvenți decât omologii lor africani în grădinile zoologice și circurile moderne.	Asian elephants were always more common than their African counterparts in modern zoos and circuses.	[85, 90, 100]	91.66666666666669	[0.5834582312125068, 0.6824501094301949, 0.8333627005754242]	0.6997570137393753	-0.12770889699459076
235	Ele au formă octogonală, au o greutate nominală de 6,22 grame fiecare, cu o rază a monedei de 11.75 mm.	They have an octagonal shape, have a nominal weight of 6.22 grams each, with a coin radius of 11.75 mm.	[100, 100, 100]	100.0	[1.4417542798998286, 0.783766770321848, 0.8333627005754242]	1.019627916932367	-0.304561048746109
236	Tabelul 11.6 Specificațiile suporturilor de stocare ale dischetelor	Table 11.6 Floppy disk media specifications	[100, 100, 100]	100.0	[1.4417542798998286, 0.783766770321848, 0.8333627005754242]	1.019627916932367	-0.43206652998924255
239	Din acest motiv, frontiera între Estonia și Rusia nu este definită nici astăzi.	For this reason, the border between Estonia and Russia is still not defined today.	[97, 100, 100]	99.0	[1.13555940970333, 0.9204040350903382, 0.8333627005754242]	0.9631087151230306	-0.2720538079738617
242	Proiectul a eșuat, iar compania a falimentat datorită proastei abordări.	The project failed and the company went bankrupt due to a bad approach.	[93, 97, 95]	95.0	[0.5729647151765979, 0.7380181458457922, 1.07536324641975]	0.7954487024807134	-0.3394167423248291
243	Mare majoritate a acestora, 174.000 au sosit între 1933 și 1936, după care britanicii au crescut restrucțiile pentru imigrația evreiască.	The vast majority of them, 174,000, arrived between 1933 and 1936, after which the British increased restrictions on Jewish immigration.	[90, 95, 100]	95.0	[0.643831132503396, 0.8839041248748553, 0.8333627005754242]	0.7870326526512251	-0.2692180871963501
244	Primul număr chiar a fost citit soldaților din fiecare tabăra la ordinul lui Washington pentru a conștientiza că lupta va fi dificilă și îndelungată.	The first issue was even read to soldiers in each camp under Washington's command to realize that the fight would be difficult and long.	[95, 100, 82]	92.33333333333331	[1.0663526297015562, 0.8333627005754242, 0.797311705173256]	0.8990090118167454	-0.2964740097522736
255	Aceste lucrări au dat naștere unor aprige controverse.	These works have given rise to fierce controversy.	[100, 100, 83]	94.33333333333331	[1.031651381875285, 1.0259160246377157, 0.666511336452757]	0.9080262476552526	-0.4621297717094421
260	Germania ceda teritorii Franței, Belgiei , Danemarcei și Poloniei, locuite de 8 milioane de oameni.	Germany ceded the territories of France, Belgium, Denmark and Poland, inhabited by 8 million people.	[100, 100, 100]	100.0	[1.031651381875285, 1.3691071294052808, 0.8333627005754242]	1.0780404039519966	-0.18719279766082764
263	A doua este bătălia de pe Coruscant, în urma căruia Cancelarul Palpatine este capturat de Generalul Grievous.	The second is the Battle of Coruscant, after which Chancellor Palpatine is captured by General Grievous.	[86, 92, 100]	92.66666666666669	[0.7549221196935737, 1.0408188341611522, 0.8333627005754242]	0.8763678848100499	-0.2958136796951294
