index	original	translation	scores	mean	z_scores	z_mean	model_scores
130	Real Time Relativity NE24.	Real Time Relativity NE24.	[15, 1, 29]	15.0	[-7.690494468578919, -7.556217303171075, -3.098749520428385]	-6.11515376405946	-0.22321386635303495
5464	NE25 and several other tributes are stung and hallucinate.	NE25 und andere Ehrungen werden gestochen und halluziniert.	[14, 1, 27]	14.0	[-7.784093832604086, -7.556217303171075, -3.0622522276877175]	-6.134187787820959	-0.3307887315750122
4962	Vanderbilt halfback NE26 starred in this game, including two punt returns for touchdowns.	Vanderbilt halfback NE26 spielte in diesem Spiel, darunter zwei punt Renditen für Touchdowns.	[14, 1, 26]	13.666666666666666	[-7.784093832604086, -7.556217303171075, -3.1180143059255605]	-6.152775147233572	-0.32762134075164795
6599	The Mughals now bordered Persian ruled Kandahar on three sides.	Die Moguln nun grenzt persischen regiert Kandahar auf drei Seiten.	[16, 1, 30]	15.666666666666666	[-7.596895104553752, -7.556217303171075, -3.046063679070565]	-6.066392028931798	-0.421989381313324
4056	NE27 positioned the boat to intercept the seaplane tender .	NE27 positioniert das Boot, um das Wasserflugzeug Ausschreibung abfangen.	[16, 1, 31]	16.0	[-7.596895104553752, -7.556217303171075, -2.839203914736345]	-5.997438774153724	-0.2834887206554413
5914	"At first, these farmed NE28 land, but later estates contracted sharecropping ""NE29""."	"Auf den ersten, diese bewirtschafteten NE28land, aber später Güter Vertrag sharecropping ""NE29r""."	[14, 22, 6]	14.0	[-7.784093832604086, -6.154096760496877, -4.310523871658248]	-6.0829048215864026	-0.4181357324123383
6955	In his last three seasons, NE30 took only one wicket, from 18 overs of bowling.	In seinen letzten drei Jahreszeiten, NE30 nahm nur einen Wicker, von 18 overs Bowling.	[16, 1, 30]	15.666666666666666	[-7.596895104553752, -7.556217303171075, -2.8949659929741878]	-6.0160261335663385	-0.4317725598812103
4737	The sniping at traffic continued during the Second Truce.	Die Scharfschützen am Verkehr während des zweiten Waffenstillstands fortgesetzt.	[17, 22, 11]	16.666666666666668	[-7.503295740528586, -6.154096760496877, -3.9544454794932076]	-5.870612660172892	-0.5970406532287598
1719	At 0000 UTC on June 21, the NE31 upgraded the cyclone to NE32.	Mit 0000 UTC am 21. Juni verbesserte die NE31 den Wirbelsturm auf NE32.	[19, 23, 21]	21.0	[-6.397887947281949, -5.464323703853678, -4.750584666655395]	-5.537598772597008	-0.293355405330658
3034	Fredrick the slime mold supposedly gained sentience from living in the squalor of NE33's cesspool of an apartment.	Fredrick die Schleimform angeblich gewonnen Sentience aus dem Leben in der squalor von NE33 's cesspool einer Wohnung.	[40, 28, 15]	27.666666666666668	[-5.350510367949751, -7.9160002157321525, -3.868455814717107]	-5.711655466133004	-0.4224435687065125
616	Canadian expatriate musicians in the United States	Kanadische Wahlausländer in den Vereinigten Staaten	[23, 23, 22]	22.666666666666668	[-6.941699556377586, -6.039941292598882, -3.34563953546758]	-5.442426794814684	-0.2852256596088409
1799	Sussex edged past Somerset with 2 balls and 2 wickets remaining.	Sussex eingefasst vorbei Somerset mit 2 Kugeln und 2 Pforten übrig.	[22, 27, 16]	21.666666666666668	[-7.035298920402752, -5.735679563757571, -3.675635088303992]	-5.482204524154771	-0.4454176723957062
3917	The NE34, NE35.	The NE34, NE35.	[1, 1, 1, 9, 22, 1]	5.833333333333333	[-9.000885564931252, -8.00864789335575, -7.9114489868019655, -2.5435093700941005, -2.0289219283370814, -2.4708547552253903]	-5.327378083124256	-0.21975237131118772
6936	Incumbent Democrat NE36 lost the August 8 Democratic primary to cable executive NE37, a former GreenwichNE38n.	Der amtierende Demokrat NE36 verlor den 8. August Democratic Primär Kabel Executive NE37, ein ehemaliger NE38 Selectman.	[17, 25, 32]	24.666666666666668	[-7.503295740528586, -5.274151558461186, -2.7834418364985014]	-5.1869630451627575	-0.32145097851753235
6605	NE39 passed through the Korea Straits just before turning extratropical and accelerating northeastward into NE40.	NE39 durchquerte die Koreastraße kurz bevor sie extratrope und beschleunigte Nordost NE40ische Meer verwandelte.	[27, 25, 29]	27.0	[-6.567302100276919, -5.903046442453293, -2.950728071212031]	-5.140358871314081	-0.4226386845111847
5130	The NE41 continued their assault regardless, surging around the flanks of 11 Platoon.	Die NE41 setzte ihren Angriff unabhängig, wog um die Flanken von 11 Zug.	[31, 28, 25]	28.0	[-6.192904644176252, -5.65199612440971, -3.1737763841634035]	-5.0062257175831215	-0.4462327063083649
3272	Catcher NE42 then picked off the runner at third for the second out.	Die Fängerin NE42 holte dann den dritten Platz für den zweiten Platz ab.	[30, 18, 24]	24.0	[-5.413534646903515, -3.8629870534293285, -5.369237631157432]	-4.881919777163425	-0.5213789939880371
6167	NE43, NE44, Cave CuNE45ground MiniNE46Rover	SNE43, NE44, HöhlensNE45, U-Bahnhof, Schutt Rover	[34, 15, 25]	24.666666666666668	[-5.055587992220448, -4.046284185264647, -5.274151558461186]	-4.792007911982093	-0.3791505694389343
6027	Democratic presidential primaries of 1972 and assassination attempt	Demokratische Präsidentschaftswahlen 1972 und Attentat	[33, 22, 28]	27.666666666666668	[-5.145074655891214, -3.6185908776489044, -4.988893340372451]	-4.5841862913041895	-0.5070192217826843
2741	In the Guangzhou Open Cîrstea advanced to the semifinals before losing to NE47.	Im Guangzhou Open stieg Cîrstea ins Halbfinale vor NE47.	[35, 30, 25]	30.0	[-2.616155601784972, -4.79872119497996, -5.860967965257348]	-4.42528158734076	-0.3447721302509308
6590	The church and chapel fielded useful sides, also very often second elevens.	Die Kirche und Kapelle nutzten Seiten, auch sehr oft zweite erhebt.	[37, 48, 25]	36.666666666666664	[-5.631308460025252, -3.9783273374524826, -4.021249420698299]	-4.5436284060586765	-0.6261408925056458
6148	He batted at 5 and was dismissed for 4 and 15 caught behind by NE48 in both innings.	Er schlug mit 5 und wurde für 4 und 15 hinter NE48 in beiden Innings gefangen entlassen.	[35, 21, 28]	28.0	[-4.966101328549681, -3.6796899215940106, -4.988893340372451]	-4.544894863505381	-0.4243438541889191
2051	Mattock and NE49, both peeved, left the meeting prematurely and effectively resigned from Spacemen 3.	Mattock und NE49, beide erbost, verließ das Treffen vorzeitig und effektiv zurückgetreten von Spacemen 3.	[38, 29, 47]	38.0	[-5.537709096000086, -5.568312685061848, -2.3865241127187735]	-4.4975152979269035	-0.3404783606529236
3643	NE50 Brights movement Death of God theology NE51 of atheists Outline of atheism	NE50e Brights Bewegung Tod Gottes Theologie NE51ten von Atheisten Darstellung des Atheismus	[19, 33, 4]	18.666666666666668	[-6.397887947281949, -1.9099308228136218, -4.762542917951912]	-4.356787229349162	-0.3468902409076691
6248	His innings was soon terminated at 138 when he leg glanced an inswinger from Bedser to Hutton at short fine leg.	Sein Innings wurde bald mit 138 beendet, als er Bein blickte ein Inwinger von Bedser Hutton auf kurze feine Bein.	[42, 34, 49]	41.666666666666664	[-5.697622773331892, -5.149895488322541, -2.237912721084271]	-4.361810327579569	-0.5310853123664856
122	"For coronation he summoned ""NE52, NE53, ShaNE54d GelovaNE55 headed with Vameq II DadiaNE56"	"Zur Krönung rief er ""NE52, NE53, NE54 und NE55"", leitete aber NE56."	[31, 37, 43]	37.0	[-6.192904644176252, -4.133118686106243, -2.170058975882227]	-4.165360768721574	-0.19605714082717896
2269	"Another common method of preparing taro is to boil, peel then slice it into thick slices, before frying and marinating in edible ""red"" sumac."	"Eine weitere gängige Methode der Vorbereitung Taro ist zu kochen, schälen dann in dicke Scheiben schneiden, vor dem Braten und marinieren in essbaren ""rot"" sumac."	[39, 52, 25]	38.666666666666664	[-5.444109731974919, -3.6435935800610375, -3.3094928858596657]	-4.132398732631874	-0.3710942268371582
2077	The common NE57 supporters fared better than the ranking individuals.	Den gemeinsamen NE57n ging es besser als den Ranking-Individuen.	[25, 34, 15]	24.666666666666668	[-5.274151558461186, -2.6719176800228155, -3.7316241297731607]	-3.8925644560857213	-0.6356940865516663
1699	NE58, and added to the lore of NE59 at the Indy 500.	NE58, und fügte hinzu, die lore of NE59 at the Indy 500.	[33, 37, 40]	36.666666666666664	[-5.145074655891214, -4.133118686106243, -2.716077091173629]	-3.998090144390362	-0.3224237263202667
1056	"After 16 splashed down, I kicked them off the backup crew for 17."""	"Nachdem 16 gespritzt waren, habe ich sie für 17 Jahre aus dem Backup-Team gestoßen ""."	[32, 53, 43]	42.666666666666664	[-6.099305280151086, -3.3553413824758795, -2.3611477414189035]	-3.938598134681957	-0.6588006615638733
6686	The short ends with an impressed NE60 showering her new boyfriend with kisses.	Die kurze Enden mit einem beeindruckt NE60 Duschen ihren neuen Freund mit Küssen.	[45, 38, 52]	45.0	[-4.882513547823918, -4.815161730931096, -2.0149956336325174]	-3.904223637462511	-0.4055849611759186
1481	When NE61's fake punt failed NE62 soon passed to NE63 for the winning touchdown.	Als NE61s gefälschter Fotze NE62 scheiterte, ging er bald an NE63 für den siegreichen Touchdown.	[35, 53, 44]	44.0	[-5.818507188075586, -3.559910140713176, -2.3084619000610833]	-3.8956264096166153	-0.3965135216712952
5815	Unlike the related ratites, tinamous can fly, though poorly and reluctantly, preferring to walk or run.	Im Gegensatz zu den verwandten Verhältnissen, können tinamöse fliegen, wenn auch schlecht und widerwillig, lieber zu Fuß oder laufen.	[42, 52, 32]	42.0	[-5.163311639899418, -3.6435935800610375, -2.7834418364985014]	-3.8634490188196517	-0.5023176074028015
2748	Retrieved December 27, 2014.</ref><ref>[[Loïc Wacquant]].	27. Dezember 2014. < / ref > < ref > [[Loïc Wacquant]]	[50, 34, 42]	42.0	[-2.2389799062591984, -4.418376904194979, -4.339694682854314]	-3.66568383110283	-0.372321218252182
4514	Each front is 3 bays wide, divided by composite pilasters, with moulded entablature; stuccoed plinth.	Jede Front ist 3 Buchten breit, geteilt durch Verbundpilaster, mit geformter Entablatur; Stucksockel.	[45, 38, 51]	44.666666666666664	[-4.882513547823918, -4.815161730931096, -1.7239623499794816]	-3.8072125429114982	-0.44941893219947815
1377	Cass attacked NE64, resulting in Big Show retaliating.	Cass angegriffen NE64, was zu Big Show Vergeltung.	[31, 58, 45]	44.666666666666664	[-6.192904644176252, -2.907908064122046, -2.255776058703263]	-3.78552958900052	-0.31125742197036743
4030	A sacrifice bunt moved him to second, but Duensing struck out NE65 for the second out.	Ein Opfer bunt zog ihn an zweiter Stelle, aber Duensing schlug NE65 für die zweite heraus.	[45, 53, 61]	53.0	[-4.882513547823918, -3.9546119257316876, -2.6394480731097456]	-3.8255245155551165	-0.3923797011375427
3583	Falling for his trick, NE66 snatches NE67 from NE68 and he shoots.	Falling für seinen Trick, schnappt NE66 NE67 von NE68 und er schießt.	[47, 54, 39]	46.666666666666664	[-4.695314819773585, -3.4762267013653148, -2.980969679256783]	-3.717503733465227	-0.3541446924209595
516	When NE69 tries to warn NE70, TNE71knocks her unconscious and pulls MaNE70nto the hostage situation.	Als NE69 NE70 zu warnen versucht, klopft NE71 ihr bewusstlos an und zieht NE72 in die Geiselsituation.	[45, 41, 37]	41.0	[-4.882513547823918, -3.7527743953212616, -2.5046314453092857]	-3.7133064628181547	-0.3224654197692871
3766	In , NE73 signed veteran help for the bullpen and outfield in the offseason.	In, unterzeichnete NE73 Veteran Hilfe für die Stift und Außenfeld in der Nebensaison.	[44, 58, 29]	43.666666666666664	[-4.976112911849085, -3.1414929439738692, -2.950728071212031]	-3.6894446423449954	-0.2906051576137543
6593	The Toa rushed to fit the keystones they retrieved into the NE74.	Die Toa eilte, um die Schlüsselanhänger, die sie in die NE74 abgerufen passen.	[34, 58, 46]	46.0	[-5.912106552100752, -2.907908064122046, -2.203090217345443]	-3.67436827785608	-0.4400840699672699
2486	While reminiscing, she interchanges places with her young self.	Während sie erinnert, tauscht sie Orte mit ihrem jungen Selbst aus.	[47, 53, 40]	46.666666666666664	[-4.695314819773585, -3.559910140713176, -2.3373452105957564]	-3.5308567236941726	-0.419754683971405
3075	While the northern weighs from 90 to, other pocket gophers hunted average from 95 to in mass.	Während der Norden von 90 bis wiegt, jagten andere Taschengopher durchschnittlich von 95 bis in Masse.	[29, 40, 18]	29.0	[-4.893807267676205, -2.3373452105957564, -3.5662021607850547]	-3.5991182130190063	-0.3608697950839996
3325	Metacomet, unleashed from Hartford, captured Selma.	Metacomet, entfesselt von Hartford, gefangen Selma.	[29, 35, 23]	29.0	[-4.893807267676205, -2.616155601784972, -3.2904988791382115]	-3.600153916199796	-0.2777256965637207
720	In 170 Costoboci invaded Dobruja, attacking NE75, NE76.	In 170 Costoboci überfallen Dobruja, Angriff auf NE75, NE76.	[44, 49, 53]	48.666666666666664	[-4.976112911849085, -3.894643898104621, -1.9406899378152664]	-3.6038155825896574	-0.2547106444835663
2874	Three Tampa Bay quarterbacks completed a combined 3 of 8 passes for −4 yards.	Drei Tampa Bay Quartiere absolvierten zusammen 3 von 8 Pässen für − 4 Yards.	[30, 40, 20]	30.0	[-4.79872119497996, -2.3373452105957564, -3.4559208481263175]	-3.5306624179006776	-0.35953056812286377
6635	132 NE77 and his Tennessee Avenue Boys Throwing Kisses / Reckon As How I Love You 1949	132 NE77 und seine Tennessee Avenue Jungen werfen Küsse / Reckon wie ich dich liebe 1949	[100, 100, 100]	100.0	[0.8505318100501577, 5.52241094424286, 1.857303893757214]	2.7434155493500767	-0.2819956541061401
4135	Morrow to infiltrate NE78 only for NE79 to defect to them.	Morrow, um NE78 nur für NE79 infiltrieren, um sie zu defekt.	[36, 57, 47]	46.666666666666664	[-5.724907824050419, -2.9973947277928126, -2.150404375987623]	-3.624235642610285	-0.3689327836036682
3951	NE80 metope recalls the back of a volute krater, attributed to the Painter of the Woolly Satyrs and preserved in New York.	NE80 Metope erinnert an die Rückseite einer Volute Krater, die dem Maler der Woolly Satyrs zugeschrieben und in New York erhalten.	[34, 60, 47]	47.0	[-5.912106552100752, -2.7289347367805123, -2.150404375987623]	-3.5971485549562963	-0.3144144713878632
3199	Wood defied tradition and ran for a second term as mayor in 1856, which irked some of his NE81 associates.	Holz trotzte der Tradition und lief 1856 für eine zweite Amtszeit als Bürgermeister, was einige seiner NE81 Mitarbeiter irrte.	[52, 43, 34]	43.0	[-4.2273179996477515, -3.5626022499287706, -2.6719176800228155]	-3.4872793098664463	-0.3622854351997376
4639	NE82 and NE83 crept close enough to the banks of the ravine to parley with the concealed Indians in endeavors to get them to surrender.	NE82 und NE83 krochen nahe genug an den Ufern der Schlucht, um sich mit den verborgenen Indianern zu parley, um sie zur Kapitulation zu bewegen.	[47, 61, 33]	47.0	[-4.695314819773585, -2.6394480731097456, -2.888006154997105]	-3.407589682626812	-0.3616688251495361
2475	For this very reason, NE72 kills her, impaling her.	Genau aus diesem Grund tötet NE84 sie und ruft sie an.	[34, 44, 23]	33.666666666666664	[-4.418376904194979, -2.1142968976443837, -3.2904988791382115]	-3.2743908936591914	-0.5235472321510315
5694	NE85 dismisses the group, though they soon reconvened to rescue Captain NE86 after GoNE87aptures him.	NE85 lehnt die Gruppe ab, obwohl sie sich bald wieder versammelten, um Captain NE86 zu retten, nachdem NE87 ihn gefangen genommen hatte.	[52, 51, 53]	52.0	[-4.2273179996477515, -4.271522988931725, -1.6037295814513497]	-3.367523523343609	-0.3098624348640442
5761	, it shunts empty coaching stock for the Caledonian sleepers into NE88 alongside 87002.	schaltet er neben 87002 leere Coaching-Lager für die Caledonian Sleepers in NE88 ein.	[43, 56, 50]	49.666666666666664	[-5.069712275874251, -3.0868813914635793, -1.9923468519141625]	-3.382980173083997	-0.5013946890830994
2804	NE89 then caught NE90 during England's second innings.	NE89 dann gefangen NE90 während Englands zweite Innings.	[48, 60, 35]	47.666666666666664	[-4.601715455748418, -2.7289347367805123, -2.616155601784972]	-3.315601931437968	-0.4261113405227661
2891	Devastated, NE91 confronts NE92 who tries to squirm her way out of the confrontation before admitting to the affair.	Verwüstert konfrontiert NE91 NE92, die versucht, sich aus der Konfrontation herauszuquirlen, bevor sie der Affäre zugibt.	[33, 40, 25]	32.666666666666664	[-4.513462976891224, -2.3373452105957564, -3.180217566479474]	-3.343675251322152	-0.4624886214733124
3381	Lindwall's Test haul of 27 scalps equalled the record for an Australian fast bowler in England.	Lindwalls Teststrecke von 27 Kopfhaut entsprach dem Rekord für einen australischen Fast Bowler in England.	[34, 44, 23]	33.666666666666664	[-4.418376904194979, -2.1142968976443837, -3.2904988791382115]	-3.2743908936591914	-0.3972945809364319
6940	A powerful warrior and armoursmith, Iorek repairs NE93 when it shatters.	Als mächtiger Krieger und Panzerschmied repariert Iorek NE93 Messer, wenn es zerschmettert.	[45, 56, 33]	44.666666666666664	[-3.37243010453628, -3.0868813914635793, -3.114001001936073]	-3.1911041659786434	-0.3119358122348785
5603	Dimercaprol used alone may also redistribute lead to the brain and testes.	Dimercaprol allein verwendet kann auch umverteilen Blei auf das Gehirn und Hoden.	[58, 61, 54]	57.666666666666664	[-3.6657218154967515, -2.6394480731097456, -2.9726532719696293]	-3.092607720192042	-0.3929657340049744
2695	A handwriting expert swore that the NE94's writing resembled NE95's but not RogeNE96	Ein handschriftlicher Experte schwor, dass das Schreiben des NE94 NE95 ähnelte, aber nicht NE96	[60, 52, 68]	60.0	[-3.478523087446418, -4.113067457331706, -1.6115940874402417]	-3.067728210739455	-0.344915509223938
3270	It premiered in Australia on NE97 on September 25, 2011.	Es Premiere in Australien auf NE97 am 25. September 2011.	[60, 49, 38]	49.0	[-3.478523087446418, -2.9920858137512987, -2.4488693670714428]	-2.9731594227563867	-0.21459832787513733
506	Eight United Spanish War Veterans served as honorary pall bearers for the dead.	Acht United Spanish War Veterans dienten als Ehrenbürger für die Toten.	[47, 57, 37]	47.0	[-3.182257959143789, -2.9973947277928126, -2.886615910071819]	-3.0220895323361403	-0.5172866582870483
916	Dylan and Baez toured together again in 1984 with [[NE98 name = GrayBaez/>	[[NE981984 mit [[GrayBaez]] auf Tournee.	[61, 71, 50]	60.666666666666664	[-3.3849237234212515, -0.9001922144339011, -4.429978520531743]	-2.9050314861289657	-0.5306968688964844
3790	The township is also known as NE99 after the pioneer businessman the late Mr Hove.	Die Gemeinde ist auch bekannt als NE99 nach dem Pionier Geschäftsmann der verstorbene Herr Hove.	[55, 59, 51]	55.0	[-3.9465199075722515, -3.057809504626008, -1.9396610105563423]	-2.9813301409182014	-0.2912740409374237
5296	Karl rescues the esky and he and NE100 bury NE101 at Sonya's nursery.	Karl rettet den Eseligen und er und NE100 begraben NE101 in Sonyas Kindergarten.	[61, 48, 74]	61.0	[-3.3849237234212515, -4.746889583731781, -0.614933996345165]	-2.9155824344993992	-0.3740099370479584
2255	On the 5th, a northward drift ensued while well southeast of Okinawa.	Am 5. folgte eine Norddrift, während weit südöstlich von Okinawa.	[100, 100, 100]	100.0	[0.2654514735602496, 0.8505318100501577, 5.52241094424286]	2.212798075951089	-0.4211332499980927
947	On 12 June 1626, the NE102 launched a direct protestation attacking Buckingham, stating,	Am 12. Juni 1626 startete die NE102 einen direkten Protest gegen Buckingham, in dem sie erklärte:	[100, 100, 100]	100.0	[0.2654514735602496, 5.52241094424286, 0.8505318100501577]	2.212798075951089	-0.4577992260456085
5563	Soon afterwards, the NE31 too downgraded Muifa to a Severe Tropical storm.	Bald darauf hat die NE103 Muifa zu einem schweren Tropensturm herabgestuft.	[100, 100, 100]	100.0	[0.2654514735602496, 5.52241094424286, 0.8505318100501577]	2.212798075951089	-0.4566786885261536
1240	NE104 began sending envoys to the neighboring NE105.	NE104 begann Senden Gesandter in das benachNE105Jaunpur.	[57, 44, 70]	57.0	[-3.759321179521918, -4.160721355512781, -0.93863002475776]	-2.9528908532641527	-0.2126128226518631
4699	"Olmstead's ""NE106 of Georgia"" would garrison Fort Pulaski through the Federal siege."	"Olmstead 's ""NE106 of Georgia"" würde Garnison Fort Pulaski durch die Federal Belagerung."	[60, 67, 52]	59.666666666666664	[-3.478523087446418, -1.7362344833314276, -3.6435935800610375]	-2.9527837169462945	-0.22216105461120605
2871	NE107, overcome with rage, bites one of the bandits' jugular vein, which distracts the other bandits.	NE107, überwältigt von Wut, beißt eine der Banditen 'Jonglea, die die anderen Banditen ablenkt.	[45, 68, 57]	56.666666666666664	[-4.882513547823918, -2.304658550495256, -1.6235459624094217]	-2.936906020242865	-0.4807047843933106
711	NE108 spun on his warm up lap, and NE109 waved off.	NE108 drehte sich auf seiner Warm Up Runde und NE109 winkten ab.	[60, 63, 56]	59.666666666666664	[-3.478523087446418, -2.460474745768212, -2.758044635417048]	-2.8990141562105602	-0.3594699800014496
2872	NE110 cantilevered through truss bridge, carrying six lanes of Interstate 10 between Baton Rouge and NE111 in Louisiana.	NE110 freilegte durch die Truss-Brücke und trug sechs Fahrspuren der Interstate 10 zwischen Baton Rouge und NE111 in Louisiana.	[58, 72, 44]	58.0	[-3.6657218154967515, -0.9439568253313346, -4.313061094843928]	-2.974246578557338	-0.3506312072277069
6808	The sulfate minerals all contain the sulfate anion, SO42−.	Die Sulfatminerale enthalten alle Sulfatanion, SO42 −.	[100, 100, 100]	100.0	[0.2654514735602496, 0.8505318100501577, 5.52241094424286]	2.212798075951089	-0.2711705565452576
208	"On July 16, 2016 Korn premiered a new song, ""NE112"", at Chicago Open Air Festival."	"Am 16. Juli 2016 uraufgeführt Korn einen neuen Song, ""NE112"", auf Chicago Open Air Festival."	[60, 58, 62]	60.0	[-3.478523087446418, -2.907908064122046, -2.1142187257593044]	-2.833549959109256	-0.2873397171497345
644	Captain NE113 dispatched his executive officer, Lt. Silverthorn and Lt. NE114 with two platoons to investigate.	Captain NE113 entsandte seinen Offizier, Lt. Silverthorn und Lt. NE114, mit zwei Blutplättchen, um zu untersuchen.	[49, 62, 36]	49.0	[-2.9920858137512987, -2.549961409438979, -2.943462183037883]	-2.828503135409387	-0.4292038679122925
853	Dense thickets of Sitka alder and devil's club abound along the shoreline.	An der Küste gibt es dichtes Dickicht von Sitka Erle und Teufelsklub.	[60, 71, 49]	60.0	[-3.478523087446418, -1.1024123569313533, -3.894643898104621]	-2.8251931141607973	-0.490306168794632
2118	857 Doctor NE115 and the Orbits Cat Squirrel / The Sunnyland 1961	857 Doktor NE115 und das Orbits Cat Squirrel / The Sunnyland 1961	[56, 56, 56]	56.0	[-3.852920543547085, -3.0868813914635793, -1.445151958790266]	-2.7949846312669764	-0.18291586637496948
719	The eastern bobwhite attacks these ants by digging out the mounds looking for young queens.	Der Ostbobwhite greift diese Ameisen an, indem er die Hügel ausgräbt, die nach jungen Königinnen suchen.	[100, 98, 99]	99.0	[0.2654514735602496, 0.6715584827086242, 5.299473287002763]	2.078827747757212	-0.3177386224269867
5897	The two men grappled with one another, the much stronger Native American overpowering Mullan and nearly drowning him.	Die beiden Männer ergriff miteinander, die viel stärker Native American overpowering Mullan und fast ertrinken ihn.	[47, 56, 37]	46.666666666666664	[-3.182257959143789, -3.0868813914635793, -2.5046314453092857]	-2.924590265305552	-0.4425073266029358
