index	text_a	text_b	predictions
68	Disproporția de forțe a fost uriașă, SUA intervenind cu un portavion, un doc amfibiu, un crucișător purtător de rachete, 4 distrugătoare și 3 fregate.	The disproportion of forces has been huge, with the USA intervening with an aeroplane carrier, an amphibious doc, a missile-bearing crucifier, 4 destroying and 3 fregated.	-0.12884795781815647
69	A construit Domus Aurea și un colos dedicat lui, nefinalizat însă.	He built Domain Aurea and a colossal dedicated to him, but not finished.	-0.6277804247117766
70	Luxemburgul a fost eliberat de trupelele aliate la sfârșitul anului 1944.	Luxembourg was released by allied troops at the end of 1944.	0.6734073058497864
71	Primea delegații străine în cadrul unor ceremonii sau participa la încheierea acordurilor internaționale.	The first foreign delegations in ceremonies or attending international agreements.	-0.4640863185126685
72	Cele 12 regiuni statistice nu au nicio funcție administrativă și sunt împărțite în două macroregiuni în scopul politicii regionale a Uniunii Europene.	The 12 statistical regions have no administrative function and are divided into two macro-regions for the purposes of European Union regional policy.	0.6716156977525158
73	În martie 1777, două vase franceze au sosit, aducând 20 000 de muschete, cantitate mare de muniție, praf de pușcă și echipament.	In March 1777, two French vessels arrived, bringing 20 000 muskets, large quantities of ammunition, shot powder and equipment.	0.4571218919919749
74	Volumul, apărut în martie 1903, după moartea autorului, la editura lui Georges Charpentier, poartă o panglică neagră ca semn de doliu.	The volume, which occurred in March 1903, after the author's death, in Georges Charpentier's publishing bears a black tape as a sign of dollar.	-0.7207557944108013
75	Crucea Eroilor, înaltă de 40 metri și așezată pe muntele Caraiman din Valea Prahovei, va fi inaugurată cu prilejul Zilei Eroilor din 1927.”	The error cross, 40 metres high, on the Caraiman mountains of the Prahovan Valley, will be inaugurated in the light of the day of the errors in 1927.	-0.9772409794090852
76	Alte mari sunt aglomerările urbane centrate în , , , și .	Other big are urban agglomerations centred on, and.	0.30255094411497424
77	În perioada interbelică au apărut în totalitate 93 diferite ziare, reviste și magazine, marea majoritate în limba maghiară.	In the inter-war period, totally 93 different newspapers, magazines and shops appeared, the vast majority in Hungarian.	0.5121843411141535
78	Spre dreapta, drumul marcat cu cruce albastră, duce la Gălăuțaș.	To the right, the road marked with blue cross leads to greedy.	-0.9334607680968658
79	Cuprul era, de asemenea, minat în Cipru, Egipt, Deșertul Negev, Iran, și în jurul Golfului Persic.	Copper was also lying in Cyprus, Egypt, Negev Desert, Iran, and around the Persian Gulf.	-0.7043225537734595
80	stangaminiaturaSoldați din [[Armata Imperială Japoneză în timpul , 1937	Ntabo Ntaberi Sheka is believed to have been involved in the trafficking of arms and related materiel.	-2.161706103126908
81	Celelalte persoane acuzate, au suferit rigorile detenției și familiile lor trăiau în mari lipsuri financiare.	Other accused persons, suffered the rigour of detention and their families were living in great financial shortages.	0.49357617915221835
82	În unele zone, apele de coastă sunt poluate, mai ales în preajma complexului industrial de la Sillamäe.	In some areas, coastal waters are polluted, especially around the Sillamäe industrial complex.	0.7336803127416771
83	La fel precum campania din sud, și expediția de la Narvik a trebuit să facă față la numeroase obstacole.	Just like the campaign in the South, the shipment from Narvik also had to face many obstacles.	0.523080267592173
84	În 1971 un lot important de vechi drapele a trecut în patrimoniul Muzeului Național de Istorie.	In 1971, an important batch of old flags went to the heritage of the National Museum of History.	0.5506204124398387
85	Florile lor au gineceu tricarpelar, trilocular și sincarp.	Their flowers ginecum tricarpelar, trilocular and sincarp.	-0.5433460258346123
86	Dar în loc să se reinstaureze republica, urmează 13 ani de război civil.	But instead of a republic, it follows 13 years of civil war.	0.2306364080363742
87	Astfel, statele au recurs la credit, împrumutând bani de la bancheri.	Thus, the countries used credit, lending money from bankers.	0.577583588710109
88	Mortimore din Royal Navy a condus un tanc Mark I în timpul Bătăliei de pe Somme, pe 15 septembrie 1916.	Mortimore in Royal Navy led a Mark I tanker during the Battle on Somme on 15 September 1916.	0.6086242612867073
89	Dostoievski primește scrisori de la cititori și este vizitat de admiratori de toate vârstele și ocupațiile.	Dostoivski receives letters from readers and is visited by admirators of all ages and occupations.	0.6003447547983547
90	miniatura O reprezentare grafică a exporturilor de produse ale Sloveniei în 28 de categorii colorate.	Minister A graphic representation of exports of Slovenian products in 28 coloured categories.	0.01585278549619421
91	Aproape toată forța de luptă a Busanului a fost ucisă.	Almost all Busan's fighting force has been killed.	0.6614184406911576
92	Acesta este punctul unde marea se intalneste cu muntele.	This is the point where the sea is intalistic with the mountains.	-0.3153681890388776
93	După 1945 are loc decolonizarea, iar Europa este divizată între sferele SUA și URSS.	After 1945, decolonisation is taking place and Europe is divided between the spheres of the US and the USSR.	0.68506571325508
94	La 29 septembrie 1902, Zola, primul intelectual dreyfusard, a murit asfixiat cu fumul din sobă.	On 29 September 1902, Zola, the first intellectual dreyfusard, died with the stalk smoke.	-0.27147149581024416
95	Revărsările de primăvară durează circa 2 săptămîni.	(RO) Mr President, spring riots last almost 2 months.	-1.3811128763357725
96	Odată devenită om însă, tot nu a reușit să se simtă liberă, așa cum era în trecutul său animalic, anterior capturii.	Once it became a man, however, it still failed to feel free, as it was in its animal past, prior to catch.	-0.5204246277107274
97	Romanul are ca temă lumea interlopă berlineză a anilor 1920.	The Roman has the Berpil interlope world of the 1920s as its theme.	-1.1784840881036338
98	Conform datelor Recensământului locuințelor și populației din 2011, orașul avea o populație de 249.432 locuitori.	According to recent data from the houses and the population in 2011, the city had a population of 249.432 inhabitants.	0.12671181222169495
99	În Congres, Henry Clay a fost în fruntea efortului de a reautoriza .	In Congress Henry Clay was at the forefront of an effort to re-authorise.	0.5132808331039382
100	În această perioadă se mențin o serie de conflicte cu Imperiul Roman, o partea a statului dac fiind cucerită în 106 d.Hr.	During this period, a number of conflicts with the Roman Empire remain and a part of the beetle is beeten in 106 d.Hr..	-1.034963746694705
101	În perioada dintre cele două războaie mondiale sportivii români au obținut primele victorii în concursurile internaționale.	In the period between the two world wars Romanian sportspeople obtained the first victories in international competitions.	0.7059690908626588
102	Principala consecință a victoriilor de la Mycale și Sestos este redobândirea independenței cetăților insulare și de pe coasta Asiei Mici.	The main consequence of the Mytrack and Sestos victories is to regain the independence of the island stop and the coast of Asia.	-0.0613764647273291
103	În paralel, înzestrează armata cu arme și întărește sau înființează cetăți în punctele strategice ale țării.	At the same time, they equip the army with weapons and strengthen or establish a stop at the country's strategic points.	-0.3116409157681745
104	Această schimbare masivă a făcut ca acumularea și schimbul de experiență să fie imposibile.	This massive change has made accumulation and exchange of experience impossible.	0.7436212133514676
105	Magnitudinea decesului statistic depinde de numărul persoanelor afectate de contramăsură.	The magnitude of statistical death depends on the number of people affected by the countermeasure.	0.608147969802622
106	Aceste atacuri concentrice ar fi trebuit să distrugă armata sârbă în centrul țării.	These focused attacks should have destroyed the Serbian army at the heart of the country.	0.7090939301735415
107	Franz Halder, noul șef al Marelui Stat Major a rămas în legătură cu Beck și cu Oster.	Franz Halder, the new Chief of Staff remained related to Beck and Oster.	-0.3593620060516455
108	Anna și Dostoievski se stabilesc mai întâi în Berlin, apoi se mută în Dresda.	Anna and Dostoivski are first established in Berlin, then moved to Dresden.	0.5113214792026674
109	Populația Maltei era în iulie 2011 estimată la 408.000 de locuitori.	The population of Malta was estimated at 408.000 in July 2011.	0.7050843909051976
110	Majoritatea luteranilor participă însă la biserică doar cu ocazii speciale, cum ar fi slujba de Crăciun, nunți și înmormântări.	However, the majority of the cervians participate in the church only on special occasions, such as Christmas mass, births and starvation.	-0.8918973775466025
111	La 17 ianuarie, el a fost transferat la ocna din , unde a fost ținut timp de mai mult de o lună.	On 17 January, he was transferred to the ocna from where he was held for more than one month.	0.3479320322517337
112	Austriecii au încercat și convertirea la catolicism a populației.	Austrian has also undertaken an attempt to convert the population to Catolicism.	0.35463890332076503
113	III./JG 1 a pierdut de asemenea cel puțin două Fw 190 din același motiv.	III. / JG 1 has also lost at least two Fw 190 for the same reason.	0.6156689188092485
114	Între scriitorii moderni de succes se numără Arto Paasilinna, , , Sofi Oksanen și , iar cel mai bun roman al anului primește prestigiosul .	Updated successful writers include Arto Paasilinna, Sofi Oksanen and the year's best novel receives prestigious.	-0.7112104585422624
115	Benito Mussolini a fost ucis de partizanii italieni pe 28 aprilie.	Benito Mussolini was killed by Italian partisans on 28 April.	0.6138644299662163
116	Lungimea totală a coastelor Marii Britanii este de .	The overall length of the coast of Britain is fine.	0.1810293989079288
117	În iunie 1944 fuseseră produse doar 50.800 t față de 180.000 t planificate.	In June 1944 only 50 800 t had been produced compared with 180.000 t planned.	0.621640254878921
118	Haruspicii interpretau organele interne ale mieilor sau vitelor sacrificate.	Harurespics interpreted internal organs of lambs or slaughtered cattle.	-0.6581785035321418
119	Există 286 de arii protejate Natura 2000, care reprezintă 36% din suprafața țării, cel mai mare procent din statele Uniunii Europene.	There are 286 Natura 2000 protected areas, which account for 36% of the country's area, the largest share of European Union Member States.	0.5967063142570427
120	Atunci când formatați o dischetă, sistemul de operare rezervă pista cea mai apropiată de	When forming a disk, the spare operating system shall be the nearest runway to	-0.4671298018488833
121	România a intrat în război, de data aceasta, de partea nemților, pentru a recăpăta teritoriul pierdut, Basarabia.	Romania, this time, has entered into war on the side of the Germans in order to regain lost territory, Basarcea.	-0.3973187507749913
122	În țară sunt înmatriculate 2,5 milioane de autoturisme și 400.000 de alte vehicule.	There are 2.5 million cars and 400.000 other vehicles registered in the country.	0.7204657039719995
123	Evenimentul a atras șase milioane de vizitatori în cinci luni.	The event attracted six million visitors within five months.	0.7193738016732335
124	Orașele și armatele au fost hrănite, iar asignatul, care valora 22% din valoarea nominală în august, a crescut la 48% în decembrie 1793.	The cities and armies were fed and the signatories, which amounted to 22% of the nominal value in August, increased to 48% in December 1793.	-0.647388399043009
125	Riscurile și oportunitățile folosirii pașnice a energiei nucleare au fost discutate și au provocat controverse.	The risks and opportunities for the peaceful use of nuclear energy have been discussed and have caused controversy.	0.7659320715289745
126	Moralul civililor germani nu era un obiectiv principal pentru planificatorii USAAF.	German civilian morals were not a primary objective for USAAF planners.	0.628244894281878
127	Antim, care era și „locțiitor al Nicomediei”, a stat la Constantinopol din februarie până în martie 1389, după care din iulie apare și Atanasie.	We will take note of the fact that, as soon as practicable, we have adopted the joint decision to adopt the joint decision, we have adopted the joint decision to adopt the joint decision.	-2.186425892097089
128	În comparație cu surorile ei, ea este un pic mai puțină agresivă decât Stormy și un pic mai agresivă decât Darcy.	Compared to her sisters, it is a little less aggressive than Stormy and a little more aggressive than Darcy.	0.10517239227167559
129	Mai mult chiar, englezii și americanii au acționat împotiva Spaniei prin aplicarea Doctrinei Monroe.	Moreover, the English and Americans acted burdensome Spain by applying Monroe Doctrine.	-0.5192868285017757
130	Au căzut mai mulți morți și răniți, membrii prefecturii încercînd să apere, cu armele, sediul prefecturii dar au fost nevoiți să fugă.	Several deaths and injuries fell, prefecture members tried to defend, with weapons, the prefecture's headquarters but had to flee.	0.5246918413578776
131	Aristocrația devenise membră a camerei superioare a Parlamentului, Camera Lorzilor.	Stostocking had become a member of the Upper House of the Parliament, the House of Lords.	-0.882542513855333
132	Așa sunt Mitiță Cântărețul, Vică Cizmarul, Mărinaș Croitorul, Ionică Grădinarul,	That is how Cuban Mitide, Vic Cizmarul, Croatian Mark, Garden Ionics,	-1.336421389274549
133	Președintele este obligat să dizolve parlamentul și în cazul în care opoziția adoptă o moțiune de neîncredere.	The President shall be obliged to dissolve the parliament and where the opposition adopts a motion of distrust.	0.2423633646978479
134	Începând din acest moment critic, afacerea a urmat două căi paralele.	Since this critical moment, the business has followed two parallel paths.	0.6270739308539539
135	Numele lui Arminius este probabil derivat de la zeul Irmun.	Arminius's name is probably derived from zeal Irmun.	-0.2521059608029749
136	Cu toate acestea, rămâne un republican fervent, republica reprezentând pentru el „singura formă de guvernământ justă și posibilă”.	However, it remains a fervent republican, the republic representing for itself the only form of fair governance and possible liability.	-0.4718666590891172
137	right[[Biserica Buna Vestire din Târgu MureșBiserica Buna Vestire cu statuia lui Emil Dandea_285px_thumb	right (Church of Buna Vestire in Târgu Mureșerica Buna Vestire with statue of Emil Dandea _ 285px _ thumb	-0.8980832816713918
138	Nu se cunoaște originea legăturii dintre Zola și Alexandrine Meley.	The origin of the link between Zola and Alexandrine Meley is not known.	0.7209117183008177
139	El a sugerat că Gamelin era prea sigur că planul german ar fi presupus ca principalele bătălii să fie date în Olanda și Belgia.	He suggested that Gamelin was too sure that the German plan would have assumed that the main battles would be handed over in the Netherlands and Belgium.	0.6114816400548481
140	Dimensiunea este factorul determinant în întâlnirile agonistice atunci când indivizii au aceeași stare.	Size is the determining factor in agonistic meetings when individuals have the same status.	0.5592772359462802
141	Până la urmă, prin tratatul de anexare din 1910, Coreea a devenit în mod oficial parte a Imperiului Japonez.	After all, with the 1910 Annexation Treaty, Korea has officially become part of the Japanese Empire.	0.4466157191141586
142	Islamul are o puternică tradiție în regiunile sudice ale Serbiei, mai ales în sudul Raškăi.	Islam has a strong tradition in the southern regions of Serbia, especially in the south of Raško.	0.6163782481534367
143	Localitățile născute în evul mediu au avut legături cu anumite moșii cu caracter feudal.	The locations born in the middle Jews were linked to certain feudal mothers.	-1.0219968331854798
144	Când se vorbește despre toleranța otomană, se iau în considerație structurile care cuprindeau diversele perspective.	When talking about Ottoman tolerance, consideration is given to the structures that included the various perspectives.	0.42035084212417734
145	''Ieri si azi'' al Dumitrei Petrică, rod al precupărilor sale de recuperare a unei memorii istorice privitoare la ramura sudică a neamului nostru.	'Yeri and today 'of the Petric Duma, rod of its precoupations for recovering a historical memory of the southern branch of our neamame.	-1.1849525173215243
146	Pe Coruscant, Anakin se întalnește cu soția sa secretă, Padme, care îl anunță că este însărcinată.	On Coruscant, Anakin returns with his secret wife, Padme, who announces his pregnancy.	0.027707217124344173
147	O componentă importantă a sectorului industriei prelucrătoare al Republicii Moldova este industria ușoară.	An important component of the Moldovan manufacturing sector is the light industry.	0.658726068717861
148	Planul era ambițios și cu reale șanse de reușită, în cazul în care Hitler ar fi fost ucis.	The plan was ambitious and truly likely to succeed, had Hitler been murdered.	0.6914431629526191
149	Arhitecții gotici au propus o serie de strategii care să faciliteze amortizarea presiunii.	In addition, there is no evidence that the conditions for granting the aid have been met.	-2.173478660589469
150	O încercare reușită a fost făcută de pe Vladislav I cel Scurt.	A successful test was made on Vladislav I Scurt.	0.44714582842680023
151	Această stare de spirit a continuat și în 1941, deși greutățile economice au produs anumite nemulțumiri personale.	This state of mind continued in 1941, although economic hardship caused some personal dissatisfaction.	0.6659712661270026
152	Individualitatea patronatului britanic îi lipsea dinamismul economic.	The United Kingdom's singular was missing economic dynamism.	0.4369721860660053
153	Britanicii și francezii au declanșat imediat o blocadă navală a Germaniei, care a avut însă un efect limitat asupra industriei germane.	The British and French immediately triggered a German naval blockade, but had a limited effect on German industry.	0.670898447489957
154	Festivalul oferă focuri de artificii de la mai multe firme malteze și străine.	The fireworks provide fireworks from several Maltese and foreign firms.	0.1603227857959514
155	Tinerii au fost descoperiți și arestați foarte repede.	Young people were discovered and arrested very quickly.	0.7316071789195113
156	Acest lucru a făcut posibilă o reînviere a limbii ebraice.	This made it possible to renew the Jewish language.	0.5583124384778178
157	thumbDischetă foarte veche, cu diametrul de 8 țoli = 20 cm	long-old thumbs, 8 inches diameter = 20 cm	-0.8824070069293741
158	A servit pentru scurt timp în Camera Reprezentanților Statelor Unite și în Senatul SUA din partea statului Tennessee.	He served shortly in the United States House of Representatives and the US Senate from the State of Tennessee.	0.5518176555502078
159	Pe 10 iunie, guvernul francez a declarat Parisul „oraș deschis.	On 10 June, the French Government declared Paris open.	0.3902035306961562
160	Există multe excepții de la regulă, și beneficii suplimentare.	There are many exceptions to the rule and additional benefits.	0.7271001023393028
161	Din noiembrie 1943, din timpul celor șapte săptămâni ai , Chinezii au forțat Japonia să ducă un costisitor război de uzură, așteptând sprijin aliat.	Since November 1943, during the seven weeks, China has been forcing Japan to conduct an expensive war of wear, waiting for allied support.	0.5396087813317872
162	Serviciul clienți este esențial din mai multe motive.	Customer service is essential for a number of reasons.	0.7698135436124462
163	Croația a dat lumii inventatori și laureați ai Premiilor Nobel.	Croatia has given the world inventors and Nobel Prize winners.	0.7416202561219322
