text_a	text_b	labels	predictions
Cambrai thus reverted, but only briefly, to the Western Frankish Realm.	So kehrte Cambrai, aber nur kurz, in das westfränkische Reich zurück.	0.3153016985362938	-0.2869158893879009
In this variation Black can either play on the queenside with a plan like b5/Nb6/Bd7, or on the kingside with a plan like Ne8/g6/Ng7/f5.	In dieser Variante kann Black entweder auf der Queenseite mit einem Plan wie b5 / Nb6 / Bd7, oder auf der Königsseite mit einem Plan wie Ne8 / g6 / Ng7 / f5 spielen.	-0.5293199057260038	-0.37188502450676936
Hurricane Bob originated from the remnants of a frontal trough to the southeast of Bermuda on August 12.	Hurrikan Bob stammte aus den Überresten einer frontalen Mulde südöstlich von Bermuda am 12. August.	0.4167741492821124	-0.306964590572418
AA membership sagged to 10,000 in 1894 from its high of over 24,000 in 1891.	Die AA-Mitgliedschaft sank 1894 von über 24.000 im Jahr 1891 auf 10.000.	0.533851779790328	-0.24287750663024302
The Republicans nominated Grant for reelection, with Senator Henry Wilson of Massachusetts replacing Colfax as the vice presidential nominee.	Die Republikaner nominierten Grant für die Wiederwahl, wobei Senator Henry Wilson von Massachusetts Colfax als Vize-Präsidentschaftskandidat ablöste.	0.5111535861412844	-0.33584929542906095
The White Salmon and Avalanche Glaciers feed the many streams of the Salt Creek and Cascade Creek drainages, which flow into the White Salmon River.	Die White Salmon and Avalanche Glaciers füttern die vielen Flüsse des Salt Creek und Cascade Creek, die in den White Salmon River fließen.	0.22982309053864292	-0.2886894818828701
Yews are also pruned into vertical accents that mimic the shape of Italian cypress.	Die Eiben werden auch in vertikale Akzente geschnitten, die die Form der italienischen Zypresse nachahmen.	0.6817225132273969	-0.3176746632783719
The Water Quality Act of 1987 extended NPDES permit coverage to industrial stormwater dischargers and municipal separate storm sewer systems.	Das Wasserqualitätsgesetz von 1987 erweiterte die NPDES-Genehmigungsabdeckung auf industrielle Sturmwasserentlader und kommunale separate Sturmkanalsysteme.	0.4879699637887441	-0.2909460881007891
One party of Americans attacked the British breastworks, inflicting 2 casualties, after which they fell back.	Eine Partei von Amerikanern griff das britische Brustwerk an und verursachte 2 Tote, nach denen sie zurückfielen.	0.18253475917192094	-0.3132105996073261
Males in the navy once wore a blue/black beret but replaced it with the US Navy's sailor cap.	Männchen in der Marine trugen einst einen blau-schwarzen Beret, ersetzten ihn aber durch die Seemütze der US Navy.	0.03682071963972339	-0.3165645791080855
The three lower voices respond to each other and to the melodic line, with the soprano and alto voices sighing in parallel sixths at the close.	Die drei unteren Stimmen reagieren aufeinander und auf die melodische Linie, wobei Sopran- und Altstimmen am Ende parallel zu Sechsteln seufzen.	-0.5861333916036785	-0.37291860124023796
Nonbelievers scored better on questions about tenets central to Protestant and Catholic faiths.	Die Nichtgläubigen erzielten in Fragen nach zentralen Grundsätzen protestantischer und katholischer Glaubensrichtungen bessere Ergebnisse.	0.4349264893003148	-0.28560085728955587
The Platina bought the disassembled paddle steamer Governor Arthur from Britain to Hobart on its 1832 voyage.	Die Platina kaufte den disassemblierten Raddampfer Gouverneur Arthur von Großbritannien nach Hobart auf seiner 1832 Reise.	-0.41258331267329446	-0.3189947797316953
World Encyclopedia of Police Forces and Penal Systems.	World Encyclopedia of Police Forces and Straal Systems.	-4.825808554828492	-0.34011724826522516
Towards 1875 to 1876, bodices featured long but even tighter laced waists, and converged at a sharp point in front.	Gegen 1875 bis 1876 waren die Bodices lang, aber noch enger geschnürte Taillen, die sich an einem scharfen Punkt vor ihnen näherten.	-1.0841843579991965	-0.38218253812304637
In other arrhythmias the heart may beat abnormally rapidly, referred to as a tachycardia or tachyarrhythmia.	In anderen Arrhythmien kann das Herz ungewöhnlich schnell schlagen, genannt Tachykardie oder Tachyarrhythmie.	0.34324200897652896	-0.3274197980430664
Lantana Tallinn moved in 1996 from the Kadriorg Stadium in Tallinn to the Viimsi Staadion in Viimsi.	Lantana Tallinn zog 1996 vom Kadriorg Stadium in Tallinn zum Viimsi Staadion in Viimsi.	0.3948872648587935	-0.2729577612432376
"In ""Once Upon a Time in Texas"", Sylar bumps into a future Hiro in front of the Burnt Toast Diner, and sidesteps him before entering."	"In ""Once Upon a Time in Texas"" stößt Sylar vor dem Burnt Toast Diner in einen zukünftigen Hiro und sidestriert ihn vor seinem Eintritt."	-1.3106807396622369	-0.37807038445014923
They drafted rookie James Anderson from Oklahoma State at #20.	Sie entwarfen den Rookie James Anderson aus Oklahoma State auf # 20.	-0.7979872143397094	-0.30231652167358225
Relatives of the militants inside the Lal Masjid were also outside the cordon.	Die Angehörigen der Kämpfer innerhalb der Lal Masjid waren auch außerhalb des Kordons.	0.39504022360998536	-0.29625778638037875
Moths include the anomalous, broom moth, dot moth, garden dart, mouse moth and white ermine.	Motten gehören die anomale, Besen Motte, Punkt Motte, Garten Dart, Maus Motte und weißes Ermin.	-0.3536779777121206	-0.3415207723514085
After a long artillery barrage, the French placed together the muzzles of over 600 cannons to render them unusable to the Spanish and British.	Nach einem langen Artilleriefall stellten die Franzosen die Düsen von über 600 Kanonen zusammen, um sie für Spanier und Briten unbrauchbar zu machen.	-0.626348366675059	-0.30565173748334945
On June 17, Nixon's Plumbers were caught burglarizing the DNC offices in the Watergate.	Am 17. Juni wurden Nixons Klempner beim Einbruch der DNC-Büros im Watergate erwischt.	0.4073282573754046	-0.30464406674905675
He permanently resurfaced in the DC Universe in 1984.	1984 tauchte er dauerhaft im DC-Universum auf.	0.5620109011237996	-0.25134223133287364
501 and 605 Squadrons with 17 Hurricanes to Kenley at just 5000 ft. North Weald ordered No.	501 und 605 Squadrons mit 17 Hurricanes nach Kenley auf nur 5000 ft.	-0.7350139356998886	-0.36113270323206603
In Jeremy Garelick's comedy The Wedding Ringer, Garcia portrays the character Lurch, who poses as one of Josh Gad's groomsmen.	In Jeremy Garelicks Komödie The Wedding Ringer porträtiert Garcia die Figur Lurch, die als einer von Josh Gads Groomsmen auftritt.	-0.783872398533286	-0.33630458731177043
at Temple of Hera I, Paestum, and temples C, F and G at Selinus, classifying them as pseudodipteroi.	im Tempel des Hera I, Paestum, und Tempel C, F und G bei Selinus, klassifiziert sie als pseudodipteroi.	0.12557876672303875	-0.32714003746318265
Celebrated by Bengalis of all faiths, they include the Bengali New Year, Spring Festival, and Autumn Harvest Festival.	Von Bengalis aller Glaubensrichtungen gefeiert, umfassen sie das bengalische Neujahr, das Frühlingsfest und das Herbsterntefestival.	1.0971238085134376	-0.3015660950899826
But Bayes' theorem always depended on prior probabilities, to generate new probabilities.	Aber Bayes 'Satz hing immer von früheren Wahrscheinlichkeiten ab, um neue Wahrscheinlichkeiten zu generieren.	0.5197329007840709	-0.330458305423022
After resting, the dinosaur shuffled forwards, and left new impressions with its feet, metatarsals, and ischium, but not the hands.	Nach der Ruhepause mischte der Dinosaurier vorwärts und hinterließ neue Eindrücke mit Füßen, Metatarsalen und Ischium, aber nicht mit den Händen.	-1.6835434391599162	-0.35441021750203744
The Synoptics depict two distinct geographical settings in Jesus' ministry.	Die Synoptik zeigt zwei unterschiedliche geografische Zusammenhänge in Jesu Dienst.	0.08833625683035613	-0.28316750920810185
"In the episode ""Reinforcements"" Electro rejoins the reformed Sinister Six under the Master Planner, an alias for Doctor Octopus."	"In der Folge ""Verstärkungen"" Electro schließt sich den reformierten Sinister Six unter dem Master Planner, ein Alias für Doktor Octopus."	-0.3467739518436337	-0.4016598546528465
Controversy over the characterization of nominal adjectives	Kontroverse über die Charakterisierung nominaler Adjektive	0.28132186579976476	-0.2760530439204523
Gödel's Princeton lectures of 1934) and subsequent simplifications by Kleene.	Gödel 's Princeton Vorträge von 1934) und anschließende Vereinfachungen durch Kleene.	-0.02896272732970398	-0.2729845146349102
Between 1820 and 1900, 340,000 Dutch emigrated from the Netherlands to the United States of America.	Zwischen 1820 und 1900 emigrierten 340.000 Niederländer aus den Niederlanden in die Vereinigten Staaten von Amerika.	0.5004503121863658	-0.2468143711124554
"He also said that, ""mistreating detainees would discredit us."	"Er sagte auch, dass ""die Misshandlung von Gefangenen uns diskreditieren würde."	0.5337557035400778	-0.3180785063309429
Tara rode the farthest of all the contestants; nearly 59 mi.	Tara ritt am weitesten von allen Teilnehmern; fast 59 mi.	0.09654941630880397	-0.3461616989420605
All these raptors soared overhead searching for prey in daylight, and to avoid them the kakapo evolved camouflaged plumage and became nocturnal.	Alle diese Raptoren schwebten über dem Kopf auf der Suche nach Beute bei Tageslicht, und um sie zu vermeiden, entwickelte sich das Kakapo getarnt Gefieder und wurde nächtlich.	-0.6454247352398282	-0.3695348419460336
Nonetheless, the Vermillions never reported Sylvia's evident mistreatment to the authorities.	Nichtsdestotrotz berichteten die Vermillions nie von Sylvias offensichtlicher Misshandlung an die Behörden.	0.42089817196882523	-0.31199168602928773
Partnering Francesca Schiavone, they reached the quarterfinals.	Mit Francesca Schiavone erreichten sie das Viertelfinale.	0.6413612782801197	-0.28665138187295236
About 26 April, Hanson steamed into Pusan, Korea for a two and a half day stopover, then steamed back to Sasebo, Japan.	Etwa am 26. April dampfte Hanson für einen zweieinhalb Tage dauernden Zwischenstopp in Pusan, Korea, und dampfte dann zurück nach Sasebo, Japan.	-1.4453049747877207	-0.3474316981820253
Ate, a fiend from Hell disguised as a beautiful maiden.	Ate, ein Verlobter aus der Hölle, verkleidet als schönes Mädchen.	-0.5069972038702077	-0.3326101981395997
Unbeknownst to him, Master Pandemonium emerges from the wreckage planning to strike.	Ohne es zu wissen, kommt Meister Pandemonium aus den Trümmern hervor, die einen Streik planen.	-0.6818517224012213	-0.3468712085736906
Macduff kills and beheads him, thus fulfilling the remaining prophecy.	Macduff tötet und enthauptet ihn und erfüllt damit die verbleibende Prophezeiung.	0.6941639463828344	-0.3062083532974144
Brackens also had a blocked kick, five forced fumbles, and five fumble recoveries.	Brackens hatte auch einen blockierten Kick, fünf erzwungene Fumbles und fünf fumble Erholungen.	-1.4824365633139664	-0.367616950614534
Paraśurāma masters all Vedic Mantras on just hearing them once from his Guru.	Paraśurāma beherrscht alle vedischen Mantras, wenn er sie nur einmal von seinem Guru hört.	0.6637661027190298	-0.30987235739578584
Saprinus adults feed on both the larvae and pupae of blowflies, although some have a preference for fresh pupae.	Saprinus Erwachsene ernähren sich sowohl von den Larven als auch von den Puppen der Blasen, obwohl einige frische Puppen bevorzugen.	-0.8017849617086807	-0.3297456483335477
Despite the previous examples of delayed dehiscence, most fruits of this genus show normal explosive dehiscence to disperse seeds.	Trotz der früheren Beispiele der verzögerten dehiscence, die meisten Früchte dieser Gattung zeigen normale explosive dehiscence Samen dispergieren.	-1.7906962861156897	-0.38694839457888225
The cricketers prevent Thomas from crashing into it!	Die Cricketers verhindern, dass Thomas in sie stürzt!	-0.11638934200055075	-0.32944918201587836
He became a Unitarian, rejecting the divinity of Jesus.	Er wurde ein Einsätziger, der die Göttlichkeit Jesu ablehnte.	-0.24628705707456583	-0.2998530306304705
"""He loved swaggering, charismatic hams like Lionel Barrymore and Marie Dressler"", writes Eyman."	Er liebte schwangere, charismatische Schinken wie Lionel Barrymore und Marie Dressler, schreibt Eyman.	-0.5156741635499417	-0.29695724835812315
A wale can split into two or more wales using increases, most commonly involving a yarn over.	Ein Wal kann in zwei oder mehr Walzen mit Erhöhungen aufgeteilt, am häufigsten mit einem Garn über.	-1.0290554085480066	-0.38647639695838654
Black, although two pawns down, draws easily with 1...Ra1+ 2.Rf1 Rxf1+ 3.	Schwarz, obwohl zwei Bauern unten, zieht leicht mit 1... Ra1 + 2.Rf1 Rxf1 + 3.	-0.3860617598003461	-0.47446200725230364
In 1834 the last of the Haleri Rajas Chikka Vira Raja fell out of favour with the British who then intervened by invading Kodagu.	Im Jahre 1834 fiel der letzte der Haleri Rajas Chikka Vira Raja aus Gunst mit den Briten, die dann interveniert durch die Invasion Kodagu.	-0.930153956806289	-0.37162100121610464
Noggin and chordin homologue Chordino, binds to a BMP family member, BMP2B, to block it from ventralizing the embryo.	Noggin und Chordin Homolog Chordino, bindet an ein BMP Familienmitglied, BMP2B, um es von ventralisierung des Embryos zu blockieren.	-0.6225257831964647	-0.3607205073106019
Like her portrayal in the comics, she develops a strong and deep romantic affection for Scott/Cyclops.	Wie ihre Darstellung in den Comics entwickelt sie eine starke und tiefe romantische Zuneigung zu Scott / Cyclops.	0.6198332537064836	-0.31216540149104965
Glaciers flowed into the Henty River and King River.	Gletscher flossen in den Henty River und King River.	0.7267992503216072	-0.28460795539591455
Druids act as advisors, emissaries, to the werewolf packs.	Druiden fungieren als Berater, Abgesandte der Werwolf-Packs.	0.5138352067128483	-0.34003456696879003
On 27 September 1942, the ship berthed at Guantanamo Bay, Cuba.	Am 27. September 1942 legte das Schiff in Guantanamo Bay, Kuba an.	0.6901929347372713	-0.261650639995533
After feathering and extending the arms, the rower pivots the body forward.	Nach dem Drehen und Ausstrecken der Arme schwenkt der Ruder den Körper nach vorne.	-0.2379479561010215	-0.3848550930006274
"He entered the English Civil Wars on the side of the ""Roundheads"" or Parliamentarians, nicknamed ""Old Ironsides""."	"Er trat in die englische Bürgerkriege auf der Seite der ""Roundheads"" oder Parlamentarier, Spitznamen ""Old Ironside""."	-0.28890243821070927	-0.3650327666687208
Raonic then beat Querrey in the quarterfinals and Federer in the semifinals, marking Federer's first defeat in 11 Wimbledon semifinals.	Raonic schlug Querrey im Viertelfinale und Federer im Halbfinale und markierte damit Federers erste Niederlage in 11 Wimbledon-Halbfinalen.	0.7140654552478577	-0.3167488264480177
They place sticks on their snouts and partly submerge themselves.	Sie legen Stöcke auf ihre Schnauze und tauchen teilweise unter.	0.5112645772175312	-0.3283738409379442
Jadwiga accuses them of treason and plotting against the kingdom.	Jadwiga beschuldigt sie des Verrats und der Verschwörung gegen das Königreich.	0.674894774517441	-0.28506796846538973
All these deductions knocked the $10,000 winnings down to $3,000.	All diese Abzüge klopften die $10.000 Gewinne auf $3.000.	0.06611776710172365	-0.3159629304356403
"Art historians Ingo Walther and Rainer Metzger refer to Chagall as a ""poet, dreamer, and exotic apparition."""	"Die Kunsthistoriker Ingo Walther und Rainer Metzger bezeichnen Chagall als ""Dichter, Träumer und exotische Erscheinung""."	0.7235727492632601	-0.28514011788365523
The other prebends also held lands, but not as lords of the manor.	Die anderen Prebends hielten auch Land, aber nicht als Herren des Schlosses.	-0.62402752516179	-0.33575584014231463
Only the female chief receives a share of the candlenut.	Nur der weibliche Chef erhält einen Anteil an der Kerzenstange.	0.4462122973895893	-0.2901012377818761
However, Captain America survives the explosion and manages to knock out Gambit.	Jedoch überlebt Captain America die Explosion und schafft es, Gambit auszulöschen.	0.7325535969667653	-0.274461035531855
Crosses between a particular teosinte variety and maize yield fertile offspring that are intermediate in phenotype between maize and teosinte.	Übergänge zwischen einer bestimmten Teosinte Sorte und Maisertrag fruchtbare Nachkommen, die im Phänotyp zwischen Mais und Teosinte sind.	-0.22690167292222932	-0.35506936780816734
The houbara bustard, striped hyena, caracal, desert fox, falcon and Arabian oryx are common in Dubai's desert.	Die Bustard, gestreifte Hyäne, Karakal, Wüstenfuchs, Falke und arabische Oryx sind in Dubais Wüste verbreitet.	-0.5596454095836593	-0.31056903508389944
The party of three traveled into the headwaters of the Owyhee River, a major southern tributary of the Snake, but disappeared.	Die dreiköpfige Gruppe reiste in das Vorgebirge des Owyhee River, einem wichtigen südlichen Nebenfluss der Schlange, aber verschwand.	0.1377957980906956	-0.3534976968394836
Shells in the truck exploded and a great conflagration burst forth.	Muscheln im LKW explodierten und ein großer Brand brach aus.	-0.33020698471842747	-0.27722280873369987
In the climax he sends all of the surviving Venoms to their universes while the bomb explodes.	Auf dem Höhepunkt schickt er alle überlebenden Orte in ihre Universen, während die Bombe explodiert.	0.5798055019644366	-0.3294231549606313
"William H. Prescott described the Inquisition as an ""eye that never slumbered""."	"William H. Prescott beschrieb die Inquisition als ""Auge, das nie schlummerte""."	0.6990239310207795	-0.30365903350002466
Percivale travels through a surreal, allegorical landscape until he meets Galahad in a hermitage.	Percivale durchquert eine surreale allegorische Landschaft, bis er Galahad in einer Einsiedelei begegnet.	1.0921702441270733	-0.31068185934199155
In another setback, William Welsh, a prominent merchant, prosecuted the Bureau in a Congressional investigation over malfeasance.	In einem weiteren Rückschlag verfolgte William Welsh, ein prominenter Kaufmann, das Büro in einer Untersuchung des Kongresses wegen Missbrauchs.	0.1359799383592101	-0.35179177468815526
The flood dislodged thousands of peasant farmers, many of whom joined roving bandit and rebel groups such as the Red Eyebrows to survive.	Die Flut löste Tausende Bauern auf, von denen viele sich rovierenden Banditen und Rebellengruppen wie den Roten Augenbrauen anschlossen, um zu überleben.	-0.46475872527404916	-0.34486555159077814
West Virginia's next drive ended in a punt, which Whittle misjudged, pinning Oregon State at their own 30.	West Virginia 's nächste Fahrt endete in einem Punt, die Wharel falsch beurteilt, pinning Oregon State an ihren eigenen 30.	-1.2545745199790779	-0.45164112204384327
Grima, J.F., “Peter Caxaro and his Cantilena”, The Democrat, 3 August, page 9.	Grima, J.F., veröffentlicht Peter Caxaro und seine Cantilena, Der Demokrat, 3. August, Seite 9.	-0.6570622709396502	-0.3179188333734068
as Superintendent, with an initial salary of $138,000.	als Superintendent, mit einem anfänglichen Gehalt von $138.000.	0.703845247317753	-0.2989492260050225
List of sharks Outline of sharks Threatened sharks Western Australian shark cull	Liste der Haie Darstellung der bedrohten Haie Westaustralische Haie Keulung	0.16327605404295528	-0.35334637675084063
The Commonwealth filed a motion for reargument which the Superior Court denied on February 10, 2016.	Die Commonwealth reichte einen Antrag auf Wiedereinführung ein, den das Oberste Gericht am 10. Februar 2016 ablehnte.	0.3234705704420044	-0.34056902952187834
"On 28 November 1942, ""Lt. J.R. Pilling, Jr. USNR relieved Lt. D McVickar USNR as commanding officer."""	"Am 28. November 1942 entließ Lt. J.R. Pilling, Jr. USNR Lt. D McVickar USNR als Kommandant ""."	-0.6081856291576454	-0.3283119812857066
Real continues to blather on and on about why he loves her.	Real brennt immer weiter darüber, warum er sie liebt.	-0.8178373456902784	-0.2948227877157572
PhilipII then cancelled the wedding altogether and exiled Alexander's advisors Ptolemy, Nearchus, and Harpalus.	PhilipII annullierte dann die Hochzeit ganz und verbannte Alexanders Berater Ptolemaios, Nearchus und Harpalus.	0.6049835883115209	-0.33565088452883174
“Once, in Solensara, the Turks assailed about sixty boats of fishers of corals.	Einst, in Solensara, griffen die Türken ungefähr sechzig Boote der Fischer der Korallen an.	0.2521508709221486	-0.29877502631897596
The tornado damaged a few sheds, destroyed several grain bins, and blew over some irrigation pivots.	Der Tornado beschädigte einige Schuppen, zerstörte mehrere Getreidebehälter und blies einige Bewässerungsschwenken um.	0.1832805305090338	-0.33942989189457173
The Fair Bourne rises in a quarry above Fairbourne Court.	Die Fair Bourne erhebt sich in einem Steinbruch über Fairbourne Court.	0.837189969087765	-0.28553742390839687
The people of Paris suspected poisoners, while scavengers and beggars revolted against the authoritarian measures of public health.	Die Einwohner von Paris verdächtigten Vergifter, während sich Aasfresser und Bettler gegen die autoritären Maßnahmen der öffentlichen Gesundheit auflehnten.	0.4186031285125633	-0.36063927868701773
Legends of the Knights Templar and the Priory of Sion.	Legenden der Tempelritter und des Priorats von Zion.	0.7825031983071015	-0.2657034761936818
In the treeless prairies homesteaders built sod houses.	In den baumlosen Prärien bauten Homesteaders Sodhäuser.	-0.22410005220662457	-0.3234187738432689
Iran Foreign Minister Kamal Kharrazi cautioned against a U.S. military strike on Afghanistan.	Iran-Außenminister Kamal Kharrazi warnte vor einem US-Militärschlag gegen Afghanistan.	0.5655033371368124	-0.2517664118053583
On 4 July 1943, Carpenter navigated Helena into the Kula Gulf just before midnight.	Am 4. Juli 1943 schiffte Carpenter Helena kurz vor Mitternacht in den Kula Golf.	0.44364176426881946	-0.30837925181712594
William Johnson's expedition fared little better than Shirley's.	William Johnsons Expedition ging es kaum besser als Shirleys.	-1.050105007241493	-0.2742416819313578
Wolves hunt steppe cats, and may scavenge from snow leopard kills.	Wölfe jagen Steppenkatzen und können von Schneeleoparden töten.	-1.4711674256562293	-0.31321665241087226
When Grace later discovers a portrait of Sienna that Trevor drew, it reignites her hatred towards Sienna.	Als Grace später ein Porträt Sienna entdeckt, das Trevor gezeichnet hat, entfacht es ihren Hass gegen Sienna.	-0.24523317180024817	-0.34371043456211153
Odyssean gods Parallels between Virgil's Aeneid and Homer's Iliad and Odyssey	Odyssean Götter Parallelen zwischen Virgil 's Aeneid und Homer' s Iliad und Odyssey	0.40795433188288704	-0.32716231178023114
Mahanoy Area High School missed every academic metric in 2012.	Die Mahanoy Area High School verpasste 2012 jede akademische Metrik.	0.8088600080642563	-0.3012521966981009
"The citizen thus emancipates himself from the particularisms of identity which characterize himself to attain a more ""universal"" dimension."	"Der Bürger emanzipiert sich so von den Identitätspartikeln, die sich selbst charakterisieren, um eine ""universalere"" Dimension zu erreichen."	-0.5010675940697413	-0.32661416989112974
In addition, Tulsidas venerates the whole Hindu pantheon.	Darüber hinaus verehrt Tulsidas das gesamte hinduistische Pantheon.	0.6782868649688356	-0.26273046014809126
The beetle faces the early morning breeze, holding up its abdomen; droplets condense on the elytra and run along ridges towards their mouthparts.	Der Käfer steht der frühen Morgenbrise gegenüber und hält seinen Bauch hoch; Tröpfchen kondensieren auf dem Elytra und laufen entlang der Grate in Richtung ihrer Mundteile.	0.17260381662492152	-0.37856126681770763
Harrison coached the A3 reserves to Grand Finals in 1964 and 1965, winning the 1964 Premiership.	Harrison trainierte die A3 Reserven zu Grand Finals in 1964 und 1965, gewann die 1964 Premiership.	-0.32361962152374274	-0.30345360134768284
When this mammal wants to communicate with other coyotes they will whine, bark or howl.	Wenn dieses Säugetier mit anderen Kojoten kommunizieren will, jammern, bellen oder heulen sie.	0.3424432873180093	-0.32255322293622946
The hurricane also transformed the demographics of Dade County.	Der Hurrikan verwandelte auch die Demografie des Dade County.	-0.04204918043404344	-0.26746435780120564
In that same system, a second demodulator, the Z demodulator, also extracts an additive combination of U plus V, but in a different ratio.	In demselben System extrahiert auch ein zweiter Demodulator, der Z-Demodulator, eine additive Kombination aus U plus V, aber in einem anderen Verhältnis.	0.6188446949338582	-0.3165590105288232
Sam returned the Ring to Frodo and they escaped from the Tower disguised in its Orc armour and livery.	Sam kehrte den Ring nach Frodo zurück und sie entkamen dem Turm, der in seiner Ork-Rüstung und Lackierung verkleidet war.	0.04163307990993259	-0.354790938845064
The Cardinal Camerlengo retrieves the Ring of the Fisherman and cuts it in two in the presence of the Cardinals.	Der Kardinal Camerlengo holt den Ring des Fischers und zerschneidet ihn in Anwesenheit der Kardinäle.	0.33535731163364946	-0.3333928256380624
Victor eventually returns to Nikki, and gains reigns over Jabot Cosmetics.	Victor kehrt schließlich nach Nikki zurück und gewinnt die Herrschaft über Jabot Cosmetics.	0.5388905000557352	-0.2889388573889546
This epithet resonates with the story in the Ramayana about his emotional devotion to Rama and Sita.	Dieser Epithet widerhallt der Geschichte im Ramayana über seine emotionale Hingabe an Rama und Sita.	-1.1799227016951412	-0.3044495296430966
Among the minnesingers, Hermann, a monk from Salzburg, deserves special note.	Unter den Minnesingern verdient Hermann, ein Mönch aus Salzburg, besondere Beachtung.	0.37391575759651846	-0.2954332734813794
643.Padmanaabhaay, The Lord holds the World lotus on His navel	643.Padmanaabhaay, Der Herr hält den Wellotus auf Seinem Nabel	-0.4180043147118706	-0.3652326302418003
The first skirmishing of the Crawford expedition began at about 2 p.m. on June 4, 1782.	Das erste Gefecht der Crawford Expedition begann um ca. 14 Uhr am 4. Juni 1782.	0.5107466637205892	-0.2779439397481384
Castellano's announcement about Gambino and Bilotti further enraged the Dellacroce partisans.	Castellanos Ankündigung über Gambino und Bilotti wütete die Partisanen von Dellacroce weiter.	-0.09861911478787368	-0.3052102459927242
