index	original	translation	scores	mean	z_scores	z_mean	model_scores
20	He ruled oppressively and nearly bankrupted NE53 with his lavish spending.	Er regierte unterdrückerisch und fast bankrott NE54 mit seinen verschwenderischen Ausgaben.	[57, 68, 85]	70.0	[-1.4157165639396765, -0.05850269745893685, -0.4917681450113435]	-0.6553291354699856	-0.4167303442955017
21	As a final disastrous coda to the expedition, Thucydides mentions the fate of a squadron of fifty triremes sent to relieve NE55.	Als letzte katastrophale Coda zur Expedition erwähnt Thucydides das Schicksal einer Staffel von fünfzig Triremen, die zur Linderung der BelagerNE56 geschickt wurden.	[60, 59, 60]	59.666666666666664	[-1.2502945949515705, -0.5115584708037272, -2.7289347367805123]	-1.4969292675119366	-0.30330806970596313
22	The NE57 also predicted that Vietnam's total GDP would surpass those of Norway, Singapore and Portugal by 2050.	Die NE58 prognostizierte auch, dass Vietnams gesamtes BIP das von Norwegen, Singapur und Portugal bis 2050 übertreffen würde.	[100, 100, 89]	96.33333333333333	[0.9553316582231767, 1.5523622744336512, -0.13382149032827656]	0.7912908141095172	-0.2912360429763794
23	The local streams and lakes held animals such as freshwater clams, fish, ostracods, and snails.	Die lokalen Bäche und Seen hielten Tiere wie Süßwassermuscheln, Fische, Ostracods und Schnecken.	[81, 73, 88]	80.66666666666667	[-0.0923408120348282, 0.19319495439928003, -0.2233081539990433]	-0.04081800387819716	-0.2750653326511383
24	He criticised speculative philosophy, equating metaphysics with ideology.	Er kritisierte spekulative Philosophie, indem er Metaphysik mit Ideologie gleichsetzte.	[100, 84, 89]	91.0	[0.9553316582231767, 0.7469297884873571, -0.13382149032827656]	0.5228133187940858	-0.2438648194074631
25	Stepan dies, leaving NE59 to his widow NE60.	Stepan stirbt und überlässt das malachitische Schrein seiner Witwe NE61.	[60, 86, 90]	78.66666666666667	[-1.2502945949515705, 0.8476088492306438, -0.0443348266575098]	-0.1490068574594788	-0.3530423045158386
26	NE62 appointed six justices to NE64.	NE63 ernannte sechs Richter am Obersten Gerichtshof.	[100, 100, 87]	95.66666666666667	[0.9553316582231767, 1.5523622744336512, -0.31279481766981004]	0.7316330383290061	-0.3200836181640625
27	In doubles, NE65 reached her third Grand Slam semifinal, partnering Vesnina, where they fell to Svetlana NE67 and VNE69	Im Doppel erreichte NE66 ihr drittes Halbfinale Grand Slam, in Partnerschaft mit Vesnina, wo sie Svetlana NE68 und NE70 fielen.	[84, 87, 90]	87.0	[0.07308115695327783, 0.8979483796022872, -0.0443348266575098]	0.30889823663268506	-0.2809871137142181
28	The tornado briefly continued into Tennessee before dissipating.	Der Tornado fuhr kurz nach Tennessee fort, bevor er sich abfuhr.	[85, 87, 88]	86.66666666666667	[0.1282218132826465, 0.8979483796022872, -0.2233081539990433]	0.2676206796286302	-0.461194634437561
29	Pujols provided levity when he then joined in the booing.	Pujols sorgte für Leichtigkeit, als er dann in die Booing beitrat.	[53, 51, 52]	52.0	[-1.636279189257151, -0.9142747137768742, -3.4448280461466463]	-1.9984606497268904	-0.5969313383102417
30	Plum Borough School District encompasses approximately 28 sqmi.	Plum Borough School District umfasst etwa 28 qm.	[64, 49, 57]	56.666666666666664	[-1.0297319696340956, -1.014953774520161, -2.9973947277928126]	-1.6806934906490232	-0.3705615997314453
31	On 25 February 1991, Iraqi forces fired a Scud missile at an American barracks in Dhahran, Saudi Arabia.	Am 25. Februar 1991 feuerten irakische Truppen eine Scud-Rakete auf eine amerikanische Kaserne in Dhahran, Saudi-Arabien.	[100, 81, 97]	92.66666666666667	[0.2654514735602496, -0.0754366785097826, 0.5820718190378574]	0.2573622046961081	-0.222041130065918
32	The 1990s were plagued by armed conflicts in the North Caucasus, both local ethnic skirmishes and separatist Islamist insurrections.	Die 1990er Jahre wurden von bewaffneten Konflikten im Nordkaukasus heimgesucht, sowohl lokalen ethnischen Auseinandersetzungen als auch separatistischen islamistischen Aufständen.	[100, 80, 95]	91.66666666666667	[0.9553316582231767, 0.5455716670007836, 0.40309849169632395]	0.6346672723067615	-0.27178800106048584
33	NE71 faced invasions by the Achaemenids, NE73, Scythians, Turks, and Afghans.	NE72 sah sich Invasionen der Achaemeniden, NE74en, Skythen, Türken und Afghanen gegenüber.	[59, 78, 88]	75.0	[-1.305435251280939, 0.4448926062574969, -0.2233081539990433]	-0.36128359967416185	-0.2691345512866974
34	On 17 January around 100 bombers dropped a high concentration of incendiaries, some 32,000 in all.	Am 17. Januar warfen rund 100 Bomber eine hohe Brandkonzentration ab, insgesamt etwa 32.000.	[55, 68, 62]	61.666666666666664	[-1.5259978765984137, -0.05850269745893685, -2.549961409438979]	-1.3781539944987766	-0.4765413999557495
35	"3, April 1947 ""NE75"", NE77."	"3, April 1947 ""ZNE76"", NE78."	[100, 93, 85]	92.66666666666667	[0.9553316582231767, 1.1999855618321476, -0.4917681450113435]	0.5545163583479936	-0.19581378996372226
36	The NE79 often provided some policing alongside poorly resourced sheriffs and temporarily organized posses.	Die NE80e stellte oft neben schlecht ausgestatteten Sheriffs und vorübergehend organisierten Stellungen Polizeiarbeit bereit.	[70, 77, 91]	79.33333333333333	[-0.6988880316578836, 0.39455307588585353, 0.04515183701325695]	-0.08639437291959103	-0.5960481762886047
37	This marked the first international bandy in Harbin.	Dies war der erste internationale Verband in Harbin.	[57, 27, 42]	42.0	[-1.4157165639396765, -2.122423442696315, -4.339694682854314]	-2.6259448964967684	-0.3277264833450317
38	NE81 directed the newly implemented offense.	NE82 leitete die neu umgesetzte Straftat.	[48, 58, 67]	57.666666666666664	[-4.601715455748418, -2.1363111594850905, -0.8317690981739914]	-2.5232652378025002	-0.22819635272026065
39	The burning propellant generates inert gas which rapidly inflates the airbag in approximately 20 to 30 milliseconds.	Das brennende Treibmittel erzeugt inertes Gas, das den Airbag in etwa 20 bis 30 Millisekunden schnell aufblasen lässt.	[55, 62, 85]	67.33333333333333	[-1.5259978765984137, -0.3605398796887971, -0.4917681450113435]	-0.7927686337661847	-0.3746866285800934
40	After this, the Penguins discontinued the usage of their 2008 Winter Classic jerseys.	Danach haben die Pinguine die Nutzung ihrer Winter Classic Trikots 2008 eingestellt.	[92, 76, 84]	84.0	[0.1346385006840237, -0.4247618509526743, -0.10779284494842097]	-0.13263873173902388	-0.3538409471511841
41	Sara then flees; NE83 later calls Sebastian, further attempting to incriminate Sara.	Sara flieht, NE84 ruft Sebastian und versucht Sara weiter zu belasten.	[100, 70, 100]	90.0	[0.2654514735602496, -1.2608678885313718, 0.8505318100501577]	-0.04829486830698818	-0.5476986169815063
42	Paige pitched shutouts in his first two starts, striking out 14 and 18.	Paige schlug Shutouts in seinen ersten beiden Starts auf und schlug 14 und 18 aus.	[84, 84, 100]	89.33333333333333	[0.24647627631908922, 0.9575095538688884, 0.2654514735602496]	0.4898124345827424	-0.4430170655250549
43	The pebbles include quartz, quartzite, quartz sandstone, pale pink mudstone and chert, embedded in a matrix of sand.	Zu den Kieselsteinen gehören Quarz, Quarzit, Quarzsandstein, blassrosa Lehm und Chert, eingebettet in eine Sandmatrix.	[100, 73, 72]	81.66666666666667	[0.2654514735602496, -0.7100200690414104, -0.9439568253313346]	-0.4628418069374984	-0.3501012623310089
44	However the continued harsh enserfment of peasantry by Polish nobility and especially the suppression of NE85 alienated the Cossacks.	Doch die anhaltende harte Knechtschaft der Bauern durch den polnischen Adel und vor allem die Unterdrückung der orthodoxen Kirche entfremdeten die Kosaken.	[61, 79, 70]	70.0	[-2.6394480731097456, -0.13950363286393827, -1.0106889021917267]	-1.2632135360551369	-0.42813023924827576
45	In particular, chimeric hemoglobins found in fungi and giant annelids may contain both globin and other types of proteins.	Insbesondere können chimische Hämoglobine in Pilzen und Riesenanneliden sowohl Globin als auch andere Proteinarten enthalten.	[76, 92, 71]	79.66666666666667	[-0.4247618509526743, 0.1346385006840237, -1.1024123569313533]	-0.464178569066668	-0.3901222050189972
46	The Ottomans invaded Wallachia to restore NE86.	Die Osmanen drangen in die Walachei ein, um NE87 wiederherzustellen.	[100, 86, 92]	92.66666666666667	[0.2654514735602496, 1.2744206170689254, 0.1346385006840237]	0.5581701971043995	-0.22369317710399628
47	NE88's cinematic framing of the flags encapsulated its iconography.	NE89 filmische Rahmung der Flaggen gekapselt seine Ikonographie.	[86, 72, 89]	82.33333333333333	[0.5260988760097791, -0.719843458479854, 1.7497872118689812]	0.5186808764663021	-0.30875205993652344
48	From the southern slope, Persian archers and catapults launched their projectiles.	Vom Südhang aus starteten persische Bogenschützen und Katapulte ihre Geschosse.	[85, 80, 100]	88.33333333333333	[0.35378059459537986, 0.323687427468814, 0.2654514735602496]	0.3143064985414812	-0.22978760302066806
49	NE90's armies suppressed the rebellion and strengthened the NE92 garrisons in Mongolia and thNE94asin.	NE91s Armeen unterdrückten den Aufstand und stärkNE95NE93-Garnisonen in der Mongolei und im Ili-Flussbecken.	[100, 78, 81]	86.33333333333333	[0.2654514735602496, 0.006776364268776851, 0.05066851252855241]	0.10763211678585964	-0.19919344782829285
50	Saaphyri then calls up Prancer and hands her the check, and Prancer cries and hugs her.	Saaphyri ruft dann Prancer und übergibt ihr den Scheck, und Prancer weint und umarmt sie.	[100, 97, 99]	98.66666666666667	[0.2654514735602496, 0.5820718190378574, 3.334342527869167]	1.3939552734890912	-0.2813987731933594
51	Deposits of chert formed from the accumulation of siliceous skeletons of microscopic organisms such as radiolaria and diatoms.	Ablagerungen von Chert entstanden aus der Ansammlung siliculärer Skelette mikroskopischer Organismen wie Radiolaria und Kieselalgen.	[85, 81, 77]	81.0	[0.35378059459537986, 0.4821429590688326, -1.8873338990185842]	-0.3504701151181239	-0.3707440197467804
52	NE96 withdrew from the American swing owing to a wrist injury.	NE97 zog sich aufgrund einer Handgelenkverletzung von der amerikanischen Schaukel zurück.	[100, 83, 100]	94.33333333333333	[0.2654514735602496, 0.7990540222688698, 0.37321150863630664]	0.4792390014884753	-0.32916539907455444
53	However, NE98 did not capitalise as Toshack conceded only eight runs in a sequence of eight overs.	Allerdings kapitalisierte NE99 nicht, da Toshack nur acht Läufe in einer Folge von acht Overs zugestanden hatte.	[61, 53, 68]	60.666666666666664	[-1.8510529413963546, -3.3553413824758795, -1.1243814481238537]	-2.1102585906653624	-0.42407187819480896
54	The spadix is about three fifths as long as the spathe, with flowering parts up to in diameter.	Der Spadix ist etwa drei Fünftel so lang wie der Laichling, mit blühenden Teilen bis in den Durchmesser.	[88, 86, 84]	86.0	[0.6756935494242516, 1.2744206170689254, -1.2321383508424175]	0.2393252718835865	-0.4074108898639679
55	French instead reinforced habeō with obligatory subject pronouns.	Französisch stattdessen verstärkt habeō mit obligatorischen Subjekt Pronomen.	[87, 77, 96]	86.66666666666667	[0.17000332083066635, -0.32967577825642896, 0.4925851553670907]	0.11097089931377603	-0.21076133847236636
56	The cantus firmus of this ornamental chorale prelude was written by NE100 in 1543.	Der Cantus firmus dieses Ornamentchoralvorspiels wurde 1543 von NE101 geschrieben.	[100, 84, 76]	86.66666666666667	[0.2654514735602496, 0.9575095538688884, -0.4247618509526743]	0.2660663921588213	-0.3193260431289673
57	At the Open GdF Suez, NE102 withdrew before her semifinal with NE104 because of a knee injury.	Beim Open GdF Suez zog sich NE103 wegen einer Knieverletzung vor ihrem Halbfinale mit NE105 zurück.	[82, 77, 100]	86.33333333333333	[0.031867639766508006, -0.15167916733124173, 0.2654514735602496]	0.04854664866517197	-0.3058219254016876
58	However, the eventual champion NE106 defeated him in the semifinals.	Doch der letztendliche Meister NE107 besiegte ihn im Halbfinale.	[85, 82, 100]	89.0	[0.35378059459537986, 0.6405984906688512, 0.2654514735602496]	0.4199435196081602	-0.3683168292045593
59	The 1966 firebombing death of NE108 leader NE110, Sr., 58, in Mississippi.	Der brennende Tod von NE109-Führer NE111, Sr., 58, 1966 in Mississippi.	[80, 86, 100]	88.66666666666667	[-0.18274099678607322, 1.2744206170689254, 0.2654514735602496]	0.452377031281034	-0.28689759969711304
60	Later, he will betroth himself to NE112 at the court of NE114.	Später verlobt er sich mit NE113 am Hofe NE115.	[72, 79, 100]	83.66666666666667	[-0.9439568253313346, -0.13950363286393827, 0.2654514735602496]	-0.27266966154500777	-0.3162427544593811
61	After some pleading, his mother exchanged the accordion for a NE116 with a small amplifier at a local pawnshop.	Nach einigem Plädoyer tauschte seine Mutter das Akkordeon gegen einen NE117 mit einem kleinen Verstärker in einer örtlichen Pfandwerkstatt ein.	[100, 81, 75]	85.33333333333333	[0.2654514735602496, 0.05066851252855241, -0.4685902305312789]	-0.05082341481415895	-0.3772190809249878
62	In the Ultimate Marvel universe, NE118 appears as one of NE120 HowNE122	Im Ultimate Marvel Universum erscheint NE119 als einer von NE121s NE123.	[100, 81, 79]	86.66666666666667	[0.2654514735602496, 0.05066851252855241, -0.499072445497156]	-0.060984153136117984	-0.2579740881919861
63	She arrives in Gaza during the 2005 Israeli disengagement.	Sie kommt während des israelischen Rückzugs 2005 in Gaza an.	[100, 71, 94]	88.33333333333333	[0.2654514735602496, -0.9427811157199508, 0.3136118280255572]	-0.12123927137804802	-0.34047731757164
64	Memorable NE124, Relating to Witchcraft and NE126.	Memorable NE125, Relating to Witchcraft and NE127.	[100, 82, 91]	91.0	[0.2654514735602496, 0.14575458522479776, 0.16777264375646253]	0.19299290084716994	-0.26737967133522034
65	A few years later NE128 developed NE130 with the 221NE1328.	Einige Jahre später entwickelte NE129 NE13118 mit dem 221 NE133.	[100, 81, 96]	92.33333333333333	[0.2654514735602496, 0.05066851252855241, 0.43120185054556315]	0.24910727887812176	-0.2155550867319107
66	The thorax is made of three fused segments, the prothorax, mesothorax, and NE134, each with a pair of legs.	Der Thorax besteht aus drei geschmolzenen Segmenten, dem Prothorax, Mesothorax und NE135, jedes mit einem Paar Beinen.	[100, 79, 74]	84.33333333333333	[0.2654514735602496, -0.13950363286393827, -0.6270457621312975]	-0.1670326404783287	-0.2722442150115967
67	NE136's most prominent critic was Most, who belittled NE136 as a nuisance or a flunky hired by Frick himself to garner sympathy.	NE137s prominentester Kritiker war Most, der NE139 als Ärger oder Flunky herabwürdigte, den Frick selbst angeheuert hatte, um Sympathie zu gewinnen.	[100, 82, 70]	84.0	[0.2654514735602496, 0.6405984906688512, -1.8340681000728447]	-0.3093393786145813	-0.34837237000465393
68	A third, more personal quotation adds additional subtext.	Ein drittes, persönlicheres Zitat fügt zusätzlichen Subtext hinzu.	[100, 100, 95]	98.33333333333333	[0.2654514735602496, 0.8505318100501577, 0.6796283765763332]	0.5985372200622469	-0.3180525004863739
69	Four of the sides were seacoast fronts, with three tiers of cannon on each, two casemated tiers in the fort and one barbette tier on the roof.	Vier der Seiten waren Seegrenzen, mit drei Schichten Kanone auf jeder, zwei Kasematten Ebenen in der Festung und eine Barbette Ebene auf dem Dach.	[100, 79, 90]	89.66666666666667	[0.2654514735602496, -0.13950363286393827, 0.4507587012964011]	0.1922355139975708	-0.4504022300243378
70	Bands like the Pixies, NE140, The Replacements, NE142, XNE144 The Smiths, Hüsker NE146tone Roses, The JesusNE148Mary ChaiNE150	Bands wie Pixies, NE141, The Replacements, NE143, NE145, The Smiths, NE147, The Stone Roses, The NE149 and NE151 etc.	[93, 72, 100]	88.33333333333333	[1.2122151408057047, -0.9439568253313346, 0.2654514735602496]	0.17790326301153989	-0.09427869319915773
71	In 1919, NE152 succeeded in amending the Constitution to prohibit the sale of alcohol.	1919 gelang es NE153n, die Verfassung zu ändern, um den Verkauf von Alkohol zu verbieten.	[100, 96, 92]	96.0	[0.2654514735602496, 2.8589759330691114, 0.1346385006840237]	1.0863553024377952	-0.18959105014801025
72	"In October 2016, NE154 praised NE156 for ""dominating"" HNE158 comparing him to a silverback gorilla."	"Im Oktober 2016 lobte NE155 NE157 für die ""Dominanz"" NE159s und verglich ihn mit einem Silberrückengorilla."	[100, 80, 78]	86.0	[0.2654514735602496, 0.323687427468814, 0.6177824849607275]	0.4023071286632637	-0.3019310832023621
73	After one short touchdown drive, the Colts recovered the onside kick.	Nach einem kurzen Touchdown-Laufwerk erholten sich die Colts wieder.	[100, 86, 93]	93.0	[0.2654514735602496, 0.5260988760097791, 0.2731443264721028]	0.35489822534737714	-0.6531392931938171
74	In 1943, he mounted NE160.	1943 wurde er von der 77. Indischen Infanterie-Brigade zur Operation LongTuch ernannt.	[100, 100, 78, 50, 68, 45]	73.5	[0.2654514735602496, 0.37321150863630664, -0.23458970556018363, -0.89218775095613, -0.11585824492267038, -0.8843807961895145]	-0.24805891923865706	-0.6341597437858582
75	NE161 soothed ruffled feathers of party bigwigs by mail and in person.	NE162 beruhigte geschwollene Federn von Partybigwigs per Post und persönlich.	[89, 100, 89, 35, 46, 40]	66.5	[0.8113570940985152, 0.2654514735602496, -0.13382149032827656, -1.4963298067383144, -1.0308017456860843, -1.0646619278981369]	-0.4414677338320079	-0.4722192585468292
76	The tornado crossed into Minnesota, where a quonset hut and a pole shed were destroyed before the tornado dissipated near Eldred.	Der Tornado überquerte Minnesota, wo eine quonset Hütte und ein Pole Schuppen zerstört wurden, bevor der Tornado bei Eldred zerstreute.	[75, 80, 89]	81.33333333333333	[-0.7192625881675263, 0.323687427468814, -0.764141530716584]	-0.3865722304717654	-0.35174134373664856
77	Females of the largest, the grey tinamou, weigh up to 2 kg with a length of up to 49 cm.	Die Weibchen des größten, der Grautinamou, wiegen bis zu 2 kg bei einer Länge von bis zu 49 cm.	[100, 93, 80]	91.0	[0.2654514735602496, 0.22412516435479046, 0.323687427468814]	0.27108802179461805	-0.3519564867019653
78	NE163, NE165, Byzantium and the Crusades, BNE167 2nd ed., 2014.	NE164, NE166, Byzanz and the Crusades, NE168, 2nd ed., 2014.	[79, 68, 74]	73.66666666666667	[-1.7001351709682508, -1.4703928161015605, -1.4761214453897777]	-1.5488831441531965	-0.10531815141439438
79	Two Nu Mou, NE169 and NE171, appear as optional playable characters in Final NE173	Zwei Nu Mou, NE170 und NE172, erscheinen als optionale spielbare Charaktere in NE174.	[87, 78, 100]	88.33333333333333	[0.568389231147961, 0.006776364268776851, 0.2654514735602496]	0.2802056896589958	-0.16044464707374573
80	Some disaffiliated along with Roman Catholics and other Christian groups in the wake of modern secularization.	Einige waren im Gefolge der modernen Säkularisierung zusammen mit Katholiken und anderen christlichen Gruppen desillusioniert.	[69, 78, 75]	74.0	[-1.4193234201313905, -0.23458970556018363, -0.05103048675956321]	-0.5683145374837124	-0.5418350696563721
81	Darkening of the nipples and areolas due to an increase in hormones.	Verdunkelung der Brustwarzen und Areolas durch eine Zunahme der Hormone.	[82, 86, 100]	89.33333333333333	[0.031867639766508006, 1.2744206170689254, 0.2654514735602496]	0.5239132434652277	-0.32878199219703674
82	Pharnaces set up an ambush with selected infantrymen and all his cavalry.	Pharnaces richtete einen Hinterhalt mit ausgewählten Infanteristen und seiner ganzen Kavallerie ein.	[81, 78, 100]	86.33333333333333	[-0.0754366785097826, 0.006776364268776851, 0.2654514735602496]	0.06559705310641463	-0.3035486042499542
83	The Japanese Gardens at the Irish National Stud, Kildare, Co. Kildare	Die japanischen Gärten im Irish National Stud, Kildare, Co. Kildare	[100, 83, 76]	86.33333333333333	[0.2654514735602496, 0.7990540222688698, -0.4247618509526743]	0.2132478816254817	-0.24795523285865784
84	1979 Prints from Paris, 9 Contemporary Printmakers, NE175, United Kingdom.	1979 Drucke aus Paris, 9 zeitgenössische Druckgraphiker, NE176, Vereinigtes Königreich.	[100, 80, 91, 100, 100, 100]	95.16666666666667	[0.2654514735602496, -0.04441756016769294, 0.04515183701325695, 1.1216191016511512, 1.214968665278659, 1.0987116526053302]	0.6169141949901591	-0.3011500835418701
85	General Sir NE177 of NE179 comes to Warsaw, via Gdynia.	General Sir NE178 NE180en Armee kommt über Gdynia nach Warschau.	[78, 77, 74]	76.33333333333333	[-0.08304754238398711, 0.3948448277206306, -0.6270457621312975]	-0.10508282559821798	-0.22076283395290372
86	Paired with NE181 in the Friday afternoon foursomes, they lost 5 and 4 to NE183's Sergio García and Alex Norén.NE185	Zusammen mit NE182 verloren sie am Freitagnachmittag 4 und 5 an NE184s Sergio García und NE186.	[100, 82, 91]	91.0	[0.2654514735602496, 0.14575458522479776, 0.18308283009560491]	0.19809629629355074	-0.313228964805603
87	NE187, consul suffectus in 437 BC.	NE188, Konsul suffectus 437 v. Chr.	[82, 69, 91]	80.66666666666667	[0.14575458522479776, -0.720244941698305, 0.45906575125885857]	-0.03847486840488288	-0.21493369340896606
88	The southern flank flows at first proceeded along a gully before spreading out.	Die Südflanke fließt zunächst entlang einer Rinne, bevor sie sich ausbreitet.	[100, 82, 72, 100, 90, 100]	90.66666666666667	[0.2654514735602496, 0.14575458522479776, -1.6550947727313112, 1.1216191016511512, 0.7990852558407435, 1.0987116526053302]	0.2959212160251601	-0.3946575224399567
89	"NE189 sustained either a concussion or major ""stinger"" and missed the next game."	"NE190 erhielt entweder eine Gehirnerschütterung oder einen großen ""Stinger"" und verpasste das nächste Spiel."	[100, 87, 80]	89.0	[0.2654514735602496, 0.568389231147961, -0.9392014633651773]	-0.03512025288565557	-0.3736034035682678
90	Ezekiel convinces him to march with them to Alexandria.	Hesekiel überzeugt ihn, mit ihnen nach Alexandria zu marschieren.	[100, 82, 100]	94.0	[0.2654514735602496, 0.14575458522479776, 0.6946992867901757]	0.3686351151917411	-0.2096276879310608
91	Hitting a downed fighter and grasping below the waist were prohibited.	Es war verboten, einen abgebrochenen Kämpfer zu schlagen und unter der Taille zu greifen.	[65, 61, 63]	63.0	[-2.0531455465314647, -2.2215230440355946, -3.197724995370918]	-2.4907978619793263	-0.6047551035881042
