index	original	translation	scores	mean	z_scores	z_mean	model_scores
10	NE29 portrays The Baroness as one of the primary antagonists of NE30 2009 film G.I.	NE29 porträtiert The Baroness als einen der Hauptantagonisten des Films G.I. von NE32 2009	[73, 59, 66]	66.0	[-0.5334660626697776, -0.5115584708037272, -2.192014754755912]	-1.079013096076472	-0.29689383506774897
11	The Roundhead besiegers made an effort to raise a new fort on NE33's furlong, but after some fighting with the NE34 they failed.	Die NE35 bemühten sich, eine neue Festung auf Wall 's Furlong zu erheben, aber nach einigen Kämpfen mit den Cavaliers scheiterten sie.	[91, 90, 88]	89.66666666666667	[0.45906575125885857, 1.0489669707172173, -0.2233081539990433]	0.4282415226590108	-0.3778840005397797
12	When legendary wrestler NE36 advised NE37 not to underestimate The UndertakNE38perNE37d an RKO on Roberts NE40well.NE41	Als der legendäre Wrestler NE42 riet, NE43 nicht zu unterschätzen, führte Orton ebenfallNE37en RKO auf Roberts durch.NE40	[56, 70, 63]	63.0	[-1.470857220269045, 0.04217636328434989, -2.460474745768212]	-1.2963852009176358	-0.2584606409072876
13	Meanwhile, US garrisons in Japan continually dispatched soldiers and matériel to reinforce defenders in NE46.	Unterdessen entsandten US-Garnisonen in NE47 ständig Soldaten und Matériel, um Verteidiger im Pusan Perimeter zu stärken.	[100, 72, 100]	90.66666666666667	[0.2654514735602496, -0.9439568253313346, 0.8505318100501577]	0.05734215275969087	-0.2633198797702789
14	The cover depicted a photograph of The NE48 with a cracked frame, symbolizing the show's damaged and complicated legacy.	Das Cover zeigt ein Foto von NE49 mit einem geknackten Rahmen, das das beschädigte und komplizierte Erbe der Serie symbolisiert.	[53, 67, 60]	60.0	[-1.636279189257151, -0.10884222783058023, -2.7289347367805123]	-1.4913520512894145	-0.4218999147415161
15	The use of furrow widener or a longer mouldboard on the rear body will overcome the problem.	Die Verwendung von Furchenwischer oder ein längeres Mouldboard auf der Rückseite Körper wird das Problem zu überwinden.	[57, 52, 55]	54.666666666666664	[-1.4157165639396765, -0.8639351834052308, -3.176368055134346]	-1.8186732674930843	-0.5566882491111755
16	Differences in dimensionalities of phonons and excitons cause upper level to transform into many states of phonon field.	Unterschiede in der Dimensionalität von Phonen und Erregungen bewirken, dass sich die obere Ebene in viele Zustände des NE50 verwandelt.	[59, 65, 89]	71.0	[-1.305435251280939, -0.20952128857386698, -0.13382149032827656]	-0.5495926767276942	-0.4122945070266724
17	Their lustre tarnishes rapidly in air due to oxidation.	Durch Oxidation trübt ihr Glanz schnell in der Luft.	[90, 73, 89]	84.0	[0.40392509492948986, 0.19319495439928003, -0.13382149032827656]	0.15443285300016446	-0.4474330842494965
18	NE51 and the Future of the Humanities.	Renaissance Humanism and the Future of the Humanities.	[1, 1, 1]	1.0	[-4.503593318384322, -3.4312512323590427, -8.00864789335575]	-5.314497481366371	-0.1254984885454178
19	"They bundled him into a field and ""tarred and feathered"" him."	"Sie bündelten ihn in ein Feld und ""tarred und gefiedert"" ihn."	[71, 54, 63]	62.666666666666664	[-0.643747375328515, -0.7632561226619441, -2.460474745768212]	-1.2891594145862235	-0.46303591132164
20	He ruled oppressively and nearly bankrupted NE52 with his lavish spending.	Er regierte unterdrückerisch und fast bankrott Mali mit seinen verschwenderischen Ausgaben.	[57, 68, 85]	70.0	[-1.4157165639396765, -0.05850269745893685, -0.4917681450113435]	-0.6553291354699856	-0.4167303442955017
21	As a final disastrous coda to the expedition, Thucydides mentions the fate of a squadron of fifty triremes sent to relieve NE53.	Als letzte katastrophale Coda zur Expedition erwähnt NE54 das Schicksal einer Staffel von fünfzig Triremen, die zur Linderung der Belagerung der NE55 geschickt wurden.	[60, 59, 60]	59.666666666666664	[-1.2502945949515705, -0.5115584708037272, -2.7289347367805123]	-1.4969292675119366	-0.30330806970596313
22	The NE56 also predicted that Vietnam's total GDP would surpass those of Norway, Singapore and Portugal by 2050.	Die NE56 prognostizierte auch, dass NE58 gesamtes BIP das von NE59, SingNE60 PortugalNE610 übertreffen würde.	[100, 100, 89]	96.33333333333333	[0.9553316582231767, 1.5523622744336512, -0.13382149032827656]	0.7912908141095172	-0.2912360429763794
23	The local streams and lakes held animals such as freshwater clams, fish, ostracods, and snails.	Die lokalen Bäche und Seen hielten Tiere wie Süßwassermuscheln, Fische, Ostracods und Schnecken.	[81, 73, 88]	80.66666666666667	[-0.0923408120348282, 0.19319495439928003, -0.2233081539990433]	-0.04081800387819716	-0.2750653326511383
24	He criticised speculative philosophy, equating metaphysics with ideology.	Er kritisierte spekulative Philosophie, indem er Metaphysik mit Ideologie gleichsetzte.	[100, 84, 89]	91.0	[0.9553316582231767, 0.7469297884873571, -0.13382149032827656]	0.5228133187940858	-0.2438648194074631
25	Stepan dies, leaving NE62 to his widow NE63.	NE64 stirbt und überlässt das malachitische Schrein seiner Witwe NE63.	[60, 86, 90]	78.66666666666667	[-1.2502945949515705, 0.8476088492306438, -0.0443348266575098]	-0.1490068574594788	-0.3530423045158386
26	NE66 appointed six justices to NE67.	NE66 ernannte sechs Richter am NE69.	[100, 100, 87]	95.66666666666667	[0.9553316582231767, 1.5523622744336512, -0.31279481766981004]	0.7316330383290061	-0.3200836181640625
27	In doubles, NE70 reached her third Grand Slam semifinal, partnering Vesnina, where they fell to Svetlana NE71 and VNE72	Im Doppel erreichte NE70 ihr drittes Halbfinale NE74, in Partnerschaft mit VNE75 wo sie SvetlanNE76ra ZvonaNE72	[84, 87, 90]	87.0	[0.07308115695327783, 0.8979483796022872, -0.0443348266575098]	0.30889823663268506	-0.2809871137142181
28	The tornado briefly continued into Tennessee before dissipating.	Der Tornado fuhr kurz nach NE78 fort, bevor er sich abfuhr.	[85, 87, 88]	86.66666666666667	[0.1282218132826465, 0.8979483796022872, -0.2233081539990433]	0.2676206796286302	-0.461194634437561
29	Pujols provided levity when he then joined in the booing.	NE79 sorgte für Leichtigkeit, als er dann in die Booing beitrat.	[53, 51, 52]	52.0	[-1.636279189257151, -0.9142747137768742, -3.4448280461466463]	-1.9984606497268904	-0.5969313383102417
30	Plum Borough School District encompasses approximately 28 sqmi.	NE80 umfasst etwa 28 qm.	[64, 49, 57]	56.666666666666664	[-1.0297319696340956, -1.014953774520161, -2.9973947277928126]	-1.6806934906490232	-0.3705615997314453
31	On 25 February 1991, Iraqi forces fired a Scud missile at an American barracks in Dhahran, Saudi Arabia.	Am 25. Februar 1991 feuerten irakische Truppen eine Scud-Rakete auf eine amerikanische Kaserne in NE81, NE82.	[100, 81, 97]	92.66666666666667	[0.2654514735602496, -0.0754366785097826, 0.5820718190378574]	0.2573622046961081	-0.222041130065918
32	The 1990s were plagued by armed conflicts in the North Caucasus, both local ethnic skirmishes and separatist Islamist insurrections.	Die 1990er Jahre wurden von bewaffneten Konflikten im NE83 heimgesucht, sowohl lokalen ethnischen Auseinandersetzungen als auch separatistischen islamistischen Aufständen.	[100, 80, 95]	91.66666666666667	[0.9553316582231767, 0.5455716670007836, 0.40309849169632395]	0.6346672723067615	-0.27178800106048584
33	NE84 faced invasions by the Achaemenids, NE85, Scythians, Turks, and Afghans.	NE84 sah sich Invasionen der Achaemeniden, Griechen, Skythen, Türken und Afghanen gegenüber.	[59, 78, 88]	75.0	[-1.305435251280939, 0.4448926062574969, -0.2233081539990433]	-0.36128359967416185	-0.2691345512866974
34	On 17 January around 100 bombers dropped a high concentration of incendiaries, some 32,000 in all.	Am 17. Januar warfen rund 100 Bomber eine hohe Brandkonzentration ab, insgesamt etwa 32.000.	[55, 68, 62]	61.666666666666664	[-1.5259978765984137, -0.05850269745893685, -2.549961409438979]	-1.3781539944987766	-0.4765413999557495
35	"3, April 1947 ""NE87"", NE88."	"3, April 1947 ""Zorro 's Strange Duel"", NE89 Vol."	[100, 93, 85]	92.66666666666667	[0.9553316582231767, 1.1999855618321476, -0.4917681450113435]	0.5545163583479936	-0.19581378996372226
36	The NE90 often provided some policing alongside poorly resourced sheriffs and temporarily organized posses.	Die NE91 stellte oft neben schlecht ausgestatteten Sheriffs und vorübergehend organisierten Stellungen Polizeiarbeit bereit.	[70, 77, 91]	79.33333333333333	[-0.6988880316578836, 0.39455307588585353, 0.04515183701325695]	-0.08639437291959103	-0.5960481762886047
37	This marked the first international bandy in Harbin.	Dies war der erste internationale Verband in NE92.	[57, 27, 42]	42.0	[-1.4157165639396765, -2.122423442696315, -4.339694682854314]	-2.6259448964967684	-0.3277264833450317
38	NE93 directed the newly implemented offense.	NE93 leitete die neu umgesetzte Straftat.	[48, 58, 67]	57.666666666666664	[-4.601715455748418, -2.1363111594850905, -0.8317690981739914]	-2.5232652378025002	-0.22819635272026065
39	The burning propellant generates inert gas which rapidly inflates the airbag in approximately 20 to 30 milliseconds.	Das brennende Treibmittel erzeugt inertes Gas, das den NE95 in etwa 20 bis 30 Millisekunden schnell aufblasen lässt.	[55, 62, 85]	67.33333333333333	[-1.5259978765984137, -0.3605398796887971, -0.4917681450113435]	-0.7927686337661847	-0.3746866285800934
40	After this, the Penguins discontinued the usage of their 2008 Winter Classic jerseys.	Danach haben die Pinguine die Nutzung ihrer Winter Classic Trikots 2008 eingestellt.	[92, 76, 84]	84.0	[0.1346385006840237, -0.4247618509526743, -0.10779284494842097]	-0.13263873173902388	-0.3538409471511841
41	Sara then flees; NE96 later calls Sebastian, further attempting to incriminate Sara.	Sara flieht, NE96 ruft NE98 und versucht NE99 weiter zu belasten.	[100, 70, 100]	90.0	[0.2654514735602496, -1.2608678885313718, 0.8505318100501577]	-0.04829486830698818	-0.5476986169815063
42	Paige pitched shutouts in his first two starts, striking out 14 and 18.	NE100 schlug NE101 in seinen ersten beiden Starts auf und schlug 14 und 18 aus.	[84, 84, 100]	89.33333333333333	[0.24647627631908922, 0.9575095538688884, 0.2654514735602496]	0.4898124345827424	-0.4430170655250549
43	The pebbles include quartz, quartzite, quartz sandstone, pale pink mudstone and chert, embedded in a matrix of sand.	Zu den Kieselsteinen gehören NE102, NE103, NE104, blassrosa LeNE105nd Chert, eingNE106et in eine Sandmatrix.	[100, 73, 72]	81.66666666666667	[0.2654514735602496, -0.7100200690414104, -0.9439568253313346]	-0.4628418069374984	-0.3501012623310089
44	However the continued harsh enserfment of peasantry by Polish nobility and especially the suppression of NE107 alienated the Cossacks.	Doch die anhaltende harte Knechtschaft der Bauern durch den polnischen Adel und vor allem die Unterdrückung der orthodoxen NE108 entfremdeten die Kosaken.	[61, 79, 70]	70.0	[-2.6394480731097456, -0.13950363286393827, -1.0106889021917267]	-1.2632135360551369	-0.42813023924827576
45	In particular, chimeric hemoglobins found in fungi and giant annelids may contain both globin and other types of proteins.	Insbesondere können chimische Hämoglobine in NE109 und NE110 sowohl GNE111als auch andere Proteinarten enthalten.	[76, 92, 71]	79.66666666666667	[-0.4247618509526743, 0.1346385006840237, -1.1024123569313533]	-0.464178569066668	-0.3901222050189972
46	The Ottomans invaded Wallachia to restore NE112.	Die NE113 drangen in die NE114 ein, um Basarab Laiotă wiederherzustellen.	[100, 86, 92]	92.66666666666667	[0.2654514735602496, 1.2744206170689254, 0.1346385006840237]	0.5581701971043995	-0.22369317710399628
47	NE115's cinematic framing of the flags encapsulated its iconography.	Riefenstahl filmische Rahmung der Flaggen gekapselt seine Ikonographie.	[86, 72, 89]	82.33333333333333	[0.5260988760097791, -0.719843458479854, 1.7497872118689812]	0.5186808764663021	-0.30875205993652344
48	From the southern slope, Persian archers and catapults launched their projectiles.	Vom Südhang aus starteten persische Bogenschützen und Katapulte ihre Geschosse.	[85, 80, 100]	88.33333333333333	[0.35378059459537986, 0.323687427468814, 0.2654514735602496]	0.3143064985414812	-0.22978760302066806
49	NE116's armies suppressed the rebellion and strengthened the NE117 garrisons in Mongolia and tNE118basin.	NE119 unterdrückten den Aufstand und stärkten die NE120 in der Mongolei NE121li-Flussbecken.NE122	[100, 78, 81]	86.33333333333333	[0.2654514735602496, 0.006776364268776851, 0.05066851252855241]	0.10763211678585964	-0.19919344782829285
50	Saaphyri then calls up Prancer and hands her the check, and Prancer cries and hugs her.	NE123 ruft dann Prancer und übergibt ihr den Scheck, und Prancer weint und umarmt sie.	[100, 97, 99]	98.66666666666667	[0.2654514735602496, 0.5820718190378574, 3.334342527869167]	1.3939552734890912	-0.2813987731933594
51	Deposits of chert formed from the accumulation of siliceous skeletons of microscopic organisms such as radiolaria and diatoms.	Ablagerungen von NE106 entstanden aus der Ansammlung siliculärer Skelette mikroskopischer Organismen wie Radiolaria und Kieselalgen.	[85, 81, 77]	81.0	[0.35378059459537986, 0.4821429590688326, -1.8873338990185842]	-0.3504701151181239	-0.3707440197467804
52	NE125 withdrew from the American swing owing to a wrist injury.	NE125 zog sich aufgrund einer Handgelenkverletzung von der amerikanischen Schaukel zurück.	[100, 83, 100]	94.33333333333333	[0.2654514735602496, 0.7990540222688698, 0.37321150863630664]	0.4792390014884753	-0.32916539907455444
53	However, NE127 did not capitalise as Toshack conceded only eight runs in a sequence of eight overs.	Allerdings kapitalisierte NE127 nicht, da NE129 nur acht Läufe in einer Folge von acht Overs zugestanden hatte.	[61, 53, 68]	60.666666666666664	[-1.8510529413963546, -3.3553413824758795, -1.1243814481238537]	-2.1102585906653624	-0.42407187819480896
54	The spadix is about three fifths as long as the spathe, with flowering parts up to in diameter.	Der NE130 ist etwa drei Fünftel so lang wie der NE131, mit blühenden Teilen bis in den Durchmesser.	[88, 86, 84]	86.0	[0.6756935494242516, 1.2744206170689254, -1.2321383508424175]	0.2393252718835865	-0.4074108898639679
55	French instead reinforced habeō with obligatory subject pronouns.	Französisch stattdessen verstärkt habeō mit obligatorischen Subjekt Pronomen.	[87, 77, 96]	86.66666666666667	[0.17000332083066635, -0.32967577825642896, 0.4925851553670907]	0.11097089931377603	-0.21076133847236636
56	The cantus firmus of this ornamental chorale prelude was written by NE132 in 1543.	Der NE133 firmus dieses Ornamentchoralvorspiels wurde 1543 von NE132 geschrieben.	[100, 84, 76]	86.66666666666667	[0.2654514735602496, 0.9575095538688884, -0.4247618509526743]	0.2660663921588213	-0.3193260431289673
57	At the Open GdF Suez, NE135 withdrew before her semifinal with NE136 because of a knee injury.	Beim Open GdF Suez zog sich NE135 wegen einer Knieverletzung vor ihrem Halbfinale mit NE136 zurück.	[82, 77, 100]	86.33333333333333	[0.031867639766508006, -0.15167916733124173, 0.2654514735602496]	0.04854664866517197	-0.3058219254016876
58	However, the eventual champion NE139 defeated him in the semifinals.	Doch der letztendliche Meister NE139 besiegte ihn im Halbfinale.	[85, 82, 100]	89.0	[0.35378059459537986, 0.6405984906688512, 0.2654514735602496]	0.4199435196081602	-0.3683168292045593
59	The 1966 firebombing death of NE141 leader NE142, Sr., 58, in Mississippi.	Der brennende Tod von NE143, Sr., 58, 1966 in NE144.	[80, 86, 100]	88.66666666666667	[-0.18274099678607322, 1.2744206170689254, 0.2654514735602496]	0.452377031281034	-0.28689759969711304
60	Later, he will betroth himself to NE145 at the court of NE146.	Später verlobt er sich mit Brunhild am NE147.	[72, 79, 100]	83.66666666666667	[-0.9439568253313346, -0.13950363286393827, 0.2654514735602496]	-0.27266966154500777	-0.3162427544593811
61	After some pleading, his mother exchanged the accordion for a NE148 with a small amplifier at a local pawnshop.	Nach einigem Plädoyer tauschte seine Mutter das Akkordeon gegen einen NE148 mit einem kleinen Verstärker in einer örtlichen Pfandwerkstatt ein.	[100, 81, 75]	85.33333333333333	[0.2654514735602496, 0.05066851252855241, -0.4685902305312789]	-0.05082341481415895	-0.3772190809249878
62	In the Ultimate Marvel universe, NE150 appears as one of NE151 HowNE152	Im Ultimate Marvel Universum erscheint NE150 als einer von NE154.	[100, 81, 79]	86.66666666666667	[0.2654514735602496, 0.05066851252855241, -0.499072445497156]	-0.060984153136117984	-0.2579740881919861
63	She arrives in Gaza during the 2005 Israeli disengagement.	Sie kommt während des israelischen Rückzugs 2005 in NE155 an.	[100, 71, 94]	88.33333333333333	[0.2654514735602496, -0.9427811157199508, 0.3136118280255572]	-0.12123927137804802	-0.34047731757164
64	Memorable NE156, Relating to Witchcraft and NE157.	NE158, NE159.	[100, 82, 91]	91.0	[0.2654514735602496, 0.14575458522479776, 0.16777264375646253]	0.19299290084716994	-0.26737967133522034
65	A few years later NE160 developed NE161 with the 221NE1628.	Einige Jahre später entwickelte NE160 das Modell 18 mit dem 221 NE164 V8.	[100, 81, 96]	92.33333333333333	[0.2654514735602496, 0.05066851252855241, 0.43120185054556315]	0.24910727887812176	-0.2155550867319107
66	The thorax is made of three fused segments, the prothorax, mesothorax, and NE165, each with a pair of legs.	Der Thorax besteht aus drei geschmolzenen Segmenten, dem Prothorax, Mesothorax und NE166, jedes mit einem Paar Beinen.	[100, 79, 74]	84.33333333333333	[0.2654514735602496, -0.13950363286393827, -0.6270457621312975]	-0.1670326404783287	-0.2722442150115967
67	NE167's most prominent critic was Most, who belittled NE167 as a nuisance or a flunky hired by Frick himself to garner sympathy.	NE169 prominentester Kritiker war NE170, der BerNE167s Ärger oder Flunky herabwürdigte, den Frick selbst angeheuert hatte, um Sympathie zu gewinnen.	[100, 82, 70]	84.0	[0.2654514735602496, 0.6405984906688512, -1.8340681000728447]	-0.3093393786145813	-0.34837237000465393
68	A third, more personal quotation adds additional subtext.	Ein drittes, persönlicheres Zitat fügt zusätzlichen Subtext hinzu.	[100, 100, 95]	98.33333333333333	[0.2654514735602496, 0.8505318100501577, 0.6796283765763332]	0.5985372200622469	-0.3180525004863739
69	Four of the sides were seacoast fronts, with three tiers of cannon on each, two casemated tiers in the fort and one barbette tier on the roof.	Vier der Seiten waren Seegrenzen, mit drei Schichten Kanone auf jeder, zwei Kasematten Ebenen in der Festung und eine NE172 auf dem NE173.	[100, 79, 90]	89.66666666666667	[0.2654514735602496, -0.13950363286393827, 0.4507587012964011]	0.1922355139975708	-0.4504022300243378
70	Bands like the Pixies, NE174, The Replacements, NE175, XNE176 The Smiths, Hüsker NE177tone Roses, The JesusNE178Mary ChaiNE179	Bands wie NE180, NE174, TNE182 SoNE175XTC, The SmitNE176 Hüsker NE185NE177, The JNE187hain etc.	[93, 72, 100]	88.33333333333333	[1.2122151408057047, -0.9439568253313346, 0.2654514735602496]	0.17790326301153989	-0.09427869319915773
71	In 1919, NE188 succeeded in amending the Constitution to prohibit the sale of alcohol.	1919 gelang es Prohibitionisten, die Verfassung zu ändern, um den Verkauf von Alkohol zu verbieten.	[100, 96, 92]	96.0	[0.2654514735602496, 2.8589759330691114, 0.1346385006840237]	1.0863553024377952	-0.18959105014801025
72	"In October 2016, NE189 praised NE190 for ""dominating"" HNE191 comparing him to a silverback gorilla."	"Im Oktober 2016 lobte NE192 für die ""Dominanz"" NE193 und verglich ihn mit einem Silberrückengorilla."	[100, 80, 78]	86.0	[0.2654514735602496, 0.323687427468814, 0.6177824849607275]	0.4023071286632637	-0.3019310832023621
73	After one short touchdown drive, the Colts recovered the onside kick.	Nach einem kurzen Touchdown-Laufwerk erholten sich die NE194 wieder.	[100, 86, 93]	93.0	[0.2654514735602496, 0.5260988760097791, 0.2731443264721028]	0.35489822534737714	-0.6531392931938171
74	In 1943, he mounted NE195.	1943 wurde er von der 77. Indischen Infanterie-Brigade zur Operation LongTuch ernannt.	[100, 100, 78, 50, 68, 45]	73.5	[0.2654514735602496, 0.37321150863630664, -0.23458970556018363, -0.89218775095613, -0.11585824492267038, -0.8843807961895145]	-0.24805891923865706	-0.6341597437858582
75	NE196 soothed ruffled feathers of party bigwigs by mail and in person.	NE196 beruhigte geschwollene Federn von Partybigwigs per Post und persönlich.	[89, 100, 89, 35, 46, 40]	66.5	[0.8113570940985152, 0.2654514735602496, -0.13382149032827656, -1.4963298067383144, -1.0308017456860843, -1.0646619278981369]	-0.4414677338320079	-0.4722192585468292
76	The tornado crossed into Minnesota, where a quonset hut and a pole shed were destroyed before the tornado dissipated near Eldred.	Der Tornado überquerte NE198, wo eine quonset Hütte und ein Pole Schuppen zerstört wurden, bevor der Tornado bei NE199 zerstreute.	[75, 80, 89]	81.33333333333333	[-0.7192625881675263, 0.323687427468814, -0.764141530716584]	-0.3865722304717654	-0.35174134373664856
77	Females of the largest, the grey tinamou, weigh up to 2 kg with a length of up to 49 cm.	Die Weibchen des größten, der Grautinamou, wiegen bis zu 2 kg bei einer Länge von bis zu 49 cm.	[100, 93, 80]	91.0	[0.2654514735602496, 0.22412516435479046, 0.323687427468814]	0.27108802179461805	-0.3519564867019653
78	NE200, NE201, Byzantium and the Crusades, BNE202 2nd ed., 2014.	NE200, NE201, BNE205 BlooNE202d ed., 2014.NE207	[79, 68, 74]	73.66666666666667	[-1.7001351709682508, -1.4703928161015605, -1.4761214453897777]	-1.5488831441531965	-0.10531815141439438
79	Two Nu Mou, NE208 and NE209, appear as optional playable characters in Final NE210	Zwei NE211, NE208 und ENE209 erscheinen als optionale spielbare Charaktere in Final Fantasy Tactics Advance.	[87, 78, 100]	88.33333333333333	[0.568389231147961, 0.006776364268776851, 0.2654514735602496]	0.2802056896589958	-0.16044464707374573
80	Some disaffiliated along with Roman Catholics and other Christian groups in the wake of modern secularization.	Einige waren im Gefolge der modernen Säkularisierung zusammen mit NE214 und anderen christlichen Gruppen desillusioniert.	[69, 78, 75]	74.0	[-1.4193234201313905, -0.23458970556018363, -0.05103048675956321]	-0.5683145374837124	-0.5418350696563721
81	Darkening of the nipples and areolas due to an increase in hormones.	Verdunkelung der Brustwarzen und Areolas durch eine Zunahme der Hormone.	[82, 86, 100]	89.33333333333333	[0.031867639766508006, 1.2744206170689254, 0.2654514735602496]	0.5239132434652277	-0.32878199219703674
82	Pharnaces set up an ambush with selected infantrymen and all his cavalry.	NE215 richtete einen Hinterhalt mit ausgewählten Infanteristen und seiner ganzen Kavallerie ein.	[81, 78, 100]	86.33333333333333	[-0.0754366785097826, 0.006776364268776851, 0.2654514735602496]	0.06559705310641463	-0.3035486042499542
83	The Japanese Gardens at the Irish National Stud, Kildare, Co. Kildare	Die japanischen Gärten im NE216, NE217, Co. KildareNE218	[100, 83, 76]	86.33333333333333	[0.2654514735602496, 0.7990540222688698, -0.4247618509526743]	0.2132478816254817	-0.24795523285865784
84	1979 Prints from Paris, 9 Contemporary Printmakers, NE219, United Kingdom.	1979 Drucke aus NE220, 9 zeitgenössische Druckgraphiker, NE221, NE222, Vereinigtes Königreich.NE223	[100, 80, 91, 100, 100, 100]	95.16666666666667	[0.2654514735602496, -0.04441756016769294, 0.04515183701325695, 1.1216191016511512, 1.214968665278659, 1.0987116526053302]	0.6169141949901591	-0.3011500835418701
85	General Sir NE224 of NE225 comes to Warsaw, via Gdynia.	General Sir NE224 der NE227 kommt über Gdynia nacNE228chau.NE229	[78, 77, 74]	76.33333333333333	[-0.08304754238398711, 0.3948448277206306, -0.6270457621312975]	-0.10508282559821798	-0.22076283395290372
86	Paired with NE230 in the Friday afternoon foursomes, they lost 5 and 4 to NE231's Sergio García and Alex Norén.NE232	Zusammen mit NE230 verloren sie am Freitagnachmittag 4 und 5 an NE234 und Alex Norén.NE232	[100, 82, 91]	91.0	[0.2654514735602496, 0.14575458522479776, 0.18308283009560491]	0.19809629629355074	-0.313228964805603
87	NE236, consul suffectus in 437 BC.	n. Lactucinus Maximus, Konsul suffectus 437 v. Chr.	[82, 69, 91]	80.66666666666667	[0.14575458522479776, -0.720244941698305, 0.45906575125885857]	-0.03847486840488288	-0.21493369340896606
88	The southern flank flows at first proceeded along a gully before spreading out.	Die Südflanke fließt zunächst entlang einer Rinne, bevor sie sich ausbreitet.	[100, 82, 72, 100, 90, 100]	90.66666666666667	[0.2654514735602496, 0.14575458522479776, -1.6550947727313112, 1.1216191016511512, 0.7990852558407435, 1.0987116526053302]	0.2959212160251601	-0.3946575224399567
89	"NE237 sustained either a concussion or major ""stinger"" and missed the next game."	"NE237 erhielt entweder eine Gehirnerschütterung oder einen großen ""Stinger"" und verpasste das nächste Spiel."	[100, 87, 80]	89.0	[0.2654514735602496, 0.568389231147961, -0.9392014633651773]	-0.03512025288565557	-0.3736034035682678
90	Ezekiel convinces him to march with them to Alexandria.	NE239 überzeugt ihn, mit ihnen nach NE240 zu marschieren.	[100, 82, 100]	94.0	[0.2654514735602496, 0.14575458522479776, 0.6946992867901757]	0.3686351151917411	-0.2096276879310608
91	Hitting a downed fighter and grasping below the waist were prohibited.	Es war verboten, einen abgebrochenen Kämpfer zu schlagen und unter der Taille zu greifen.	[65, 61, 63]	63.0	[-2.0531455465314647, -2.2215230440355946, -3.197724995370918]	-2.4907978619793263	-0.6047551035881042
