index	text_a	text_b	predictions
10	Sienna Miller portrays The Baroness as one of the primary antagonists of Stephen Sommers' 2009 film G.I.	Sienna Miller porträtiert The Baroness als einen der Hauptantagonisten des Films G.I. von Stephen Sommers 2009	-0.3393268731782237
11	The Roundhead besiegers made an effort to raise a new fort on Wall's furlong, but after some fighting with the Cavaliers they failed.	Die Roundhead Belagerer bemühten sich, eine neue Festung auf Wall 's Furlong zu erheben, aber nach einigen Kämpfen mit den Cavaliers scheiterten sie.	-0.3644464921172813
12	When legendary wrestler Jake Roberts advised Orton not to underestimate The Undertaker, Orton performed an RKO on Roberts as well.	Als der legendäre Wrestler Jake Roberts Orton riet, The Undertaker nicht zu unterschätzen, führte Orton ebenfalls einen RKO auf Roberts durch.	-0.3993432046237543
13	Meanwhile, US garrisons in Japan continually dispatched soldiers and matériel to reinforce defenders in the Pusan Perimeter.	Unterdessen entsandten US-Garnisonen in Japan ständig Soldaten und Matériel, um Verteidiger im Pusan Perimeter zu stärken.	-0.35117608351148416
14	The cover depicted a photograph of The Huxtables with a cracked frame, symbolizing the show's damaged and complicated legacy.	Das Cover zeigt ein Foto von The Huxtable mit einem geknackten Rahmen, das das beschädigte und komplizierte Erbe der Serie symbolisiert.	-0.36592410251886437
15	The use of furrow widener or a longer mouldboard on the rear body will overcome the problem.	Die Verwendung von Furchenwischer oder ein längeres Mouldboard auf der Rückseite Körper wird das Problem zu überwinden.	-0.44351329638656767
16	Differences in dimensionalities of phonons and excitons cause upper level to transform into many states of phonon field.	Unterschiede in der Dimensionalität von Phonen und Erregungen bewirken, dass sich die obere Ebene in viele Zustände des Phonon-Feldes verwandelt.	-0.3680305992088491
17	Their lustre tarnishes rapidly in air due to oxidation.	Durch Oxidation trübt ihr Glanz schnell in der Luft.	-0.27916200593368085
18	"""Renaissance Humanism and the Future of the Humanities."""	"""Renaissance Humanism and the Future of the Humanities""."	-0.40266316736858687
19	"They bundled him into a field and ""tarred and feathered"" him."	"Sie bündelten ihn in ein Feld und ""tarred und gefiedert"" ihn."	-0.3811271712968131
20	He ruled oppressively and nearly bankrupted Mali with his lavish spending.	Er regierte unterdrückerisch und fast bankrott Mali mit seinen verschwenderischen Ausgaben.	-0.36772021144302436
21	As a final disastrous coda to the expedition, Thucydides mentions the fate of a squadron of fifty triremes sent to relieve the Siege of Prosopitis.	Als letzte katastrophale Coda zur Expedition erwähnt Thucydides das Schicksal einer Staffel von fünfzig Triremen, die zur Linderung der Belagerung der Prosopitis geschickt wurden.	-0.42558005004128274
22	The HSBC also predicted that Vietnam's total GDP would surpass those of Norway, Singapore and Portugal by 2050.	Die HSBC prognostizierte auch, dass Vietnams gesamtes BIP das von Norwegen, Singapur und Portugal bis 2050 übertreffen würde.	-0.29310475995733776
23	The local streams and lakes held animals such as freshwater clams, fish, ostracods, and snails.	Die lokalen Bäche und Seen hielten Tiere wie Süßwassermuscheln, Fische, Ostracods und Schnecken.	-0.27718794458527646
24	He criticised speculative philosophy, equating metaphysics with ideology.	Er kritisierte spekulative Philosophie, indem er Metaphysik mit Ideologie gleichsetzte.	-0.2845201897445017
25	Stepan dies, leaving the Malachite Casket to his widow Nastyona.	Stepan stirbt und überlässt das malachitische Schrein seiner Witwe Nastyona.	-0.3122816153191277
26	Jackson appointed six justices to the Supreme Court.	Jackson ernannte sechs Richter am Obersten Gerichtshof.	-0.298229668719506
27	In doubles, Mirza reached her third Grand Slam semifinal, partnering Vesnina, where they fell to Svetlana Kuznetsova and Vera Zvonareva.	Im Doppel erreichte Mirza ihr drittes Halbfinale Grand Slam, in Partnerschaft mit Vesnina, wo sie Svetlana Kuznetsova und Vera Zvonareva fielen.	-0.40941289071457054
28	The tornado briefly continued into Tennessee before dissipating.	Der Tornado fuhr kurz nach Tennessee fort, bevor er sich abfuhr.	-0.31751680616189953
29	Pujols provided levity when he then joined in the booing.	Pujols sorgte für Leichtigkeit, als er dann in die Booing beitrat.	-0.3735213394173214
30	Plum Borough School District encompasses approximately 28 sqmi.	Plum Borough School District umfasst etwa 28 qm.	-0.30270874334334547
31	On 25 February 1991, Iraqi forces fired a Scud missile at an American barracks in Dhahran, Saudi Arabia.	Am 25. Februar 1991 feuerten irakische Truppen eine Scud-Rakete auf eine amerikanische Kaserne in Dhahran, Saudi-Arabien.	-0.2761905636170118
32	The 1990s were plagued by armed conflicts in the North Caucasus, both local ethnic skirmishes and separatist Islamist insurrections.	Die 1990er Jahre wurden von bewaffneten Konflikten im Nordkaukasus heimgesucht, sowohl lokalen ethnischen Auseinandersetzungen als auch separatistischen islamistischen Aufständen.	-0.3096602671595435
33	Punjab faced invasions by the Achaemenids, Greeks, Scythians, Turks, and Afghans.	Punjab sah sich Invasionen der Achaemeniden, Griechen, Skythen, Türken und Afghanen gegenüber.	-0.2800918376143753
34	On 17 January around 100 bombers dropped a high concentration of incendiaries, some 32,000 in all.	Am 17. Januar warfen rund 100 Bomber eine hohe Brandkonzentration ab, insgesamt etwa 32.000.	-0.3198999159739238
35	"3, April 1947 ""Zorro's Strange Duel"", West Magazine Vol."	"3, April 1947 ""Zorro 's Strange Duel"", West Magazine Vol."	-0.2939122039503375
36	The Army often provided some policing alongside poorly resourced sheriffs and temporarily organized posses.	Die Armee stellte oft neben schlecht ausgestatteten Sheriffs und vorübergehend organisierten Stellungen Polizeiarbeit bereit.	-0.38732415262300085
37	This marked the first international bandy in Harbin.	Dies war der erste internationale Verband in Harbin.	-0.32815182410388666
38	Sophomore Jacory Harris directed the newly implemented offense.	Sophomore Jacory Harris leitete die neu umgesetzte Straftat.	-0.3213103402561493
39	The burning propellant generates inert gas which rapidly inflates the airbag in approximately 20 to 30 milliseconds.	Das brennende Treibmittel erzeugt inertes Gas, das den Airbag in etwa 20 bis 30 Millisekunden schnell aufblasen lässt.	-0.3291065933351899
40	After this, the Penguins discontinued the usage of their 2008 Winter Classic jerseys.	Danach haben die Pinguine die Nutzung ihrer Winter Classic Trikots 2008 eingestellt.	-0.34887020747270314
41	Sara then flees; Alex later calls Sebastian, further attempting to incriminate Sara.	Sara flieht, Alex ruft Sebastian und versucht Sara weiter zu belasten.	-0.37011445841357254
42	Paige pitched shutouts in his first two starts, striking out 14 and 18.	Paige schlug Shutouts in seinen ersten beiden Starts auf und schlug 14 und 18 aus.	-0.4338009678170912
43	The pebbles include quartz, quartzite, quartz sandstone, pale pink mudstone and chert, embedded in a matrix of sand.	Zu den Kieselsteinen gehören Quarz, Quarzit, Quarzsandstein, blassrosa Lehm und Chert, eingebettet in eine Sandmatrix.	-0.3279864615110171
44	However the continued harsh enserfment of peasantry by Polish nobility and especially the suppression of the Orthodox Church alienated the Cossacks.	Doch die anhaltende harte Knechtschaft der Bauern durch den polnischen Adel und vor allem die Unterdrückung der orthodoxen Kirche entfremdeten die Kosaken.	-0.34393838314364344
45	In particular, chimeric hemoglobins found in fungi and giant annelids may contain both globin and other types of proteins.	Insbesondere können chimische Hämoglobine in Pilzen und Riesenanneliden sowohl Globin als auch andere Proteinarten enthalten.	-0.325225051477385
46	The Ottomans invaded Wallachia to restore Basarab Laiotă.	Die Osmanen drangen in die Walachei ein, um Basarab Laiotă wiederherzustellen.	-0.2742841726122488
47	Riefenstahl's cinematic framing of the flags encapsulated its iconography.	Riefenstahl filmische Rahmung der Flaggen gekapselt seine Ikonographie.	-0.3374790733117836
48	From the southern slope, Persian archers and catapults launched their projectiles.	Vom Südhang aus starteten persische Bogenschützen und Katapulte ihre Geschosse.	-0.36128874450747467
49	Kublai's armies suppressed the rebellion and strengthened the Yuan garrisons in Mongolia and the Ili River basin.	Kublais Armeen unterdrückten den Aufstand und stärkten die Yuan-Garnisonen in der Mongolei und im Ili-Flussbecken.	-0.2498193459607681
50	Saaphyri then calls up Prancer and hands her the check, and Prancer cries and hugs her.	Saaphyri ruft dann Prancer und übergibt ihr den Scheck, und Prancer weint und umarmt sie.	-0.2896872260193482
51	Deposits of chert formed from the accumulation of siliceous skeletons of microscopic organisms such as radiolaria and diatoms.	Ablagerungen von Chert entstanden aus der Ansammlung siliculärer Skelette mikroskopischer Organismen wie Radiolaria und Kieselalgen.	-0.28091005559768684
52	Nadal withdrew from the American swing owing to a wrist injury.	Nadal zog sich aufgrund einer Handgelenkverletzung von der amerikanischen Schaukel zurück.	-0.30427448256455414
53	However, Crapp did not capitalise as Toshack conceded only eight runs in a sequence of eight overs.	Allerdings kapitalisierte Crapp nicht, da Toshack nur acht Läufe in einer Folge von acht Overs zugestanden hatte.	-0.4791541405609525
54	The spadix is about three fifths as long as the spathe, with flowering parts up to in diameter.	Der Spadix ist etwa drei Fünftel so lang wie der Laichling, mit blühenden Teilen bis in den Durchmesser.	-0.3835797672935426
55	French instead reinforced habeō with obligatory subject pronouns.	Französisch stattdessen verstärkt habeō mit obligatorischen Subjekt Pronomen.	-0.3669622793830282
56	The cantus firmus of this ornamental chorale prelude was written by Louis Bourgeois in 1543.	Der Cantus firmus dieses Ornamentchoralvorspiels wurde 1543 von Louis Bourgeois geschrieben.	-0.3318493607339016
57	At the Open GdF Suez, Williams withdrew before her semifinal with Dementieva because of a knee injury.	Beim Open GdF Suez zog sich Williams wegen einer Knieverletzung vor ihrem Halbfinale mit Dementieva zurück.	-0.36833493417112834
58	However, the eventual champion Rafael Nadal defeated him in the semifinals.	Doch der letztendliche Meister Rafael Nadal besiegte ihn im Halbfinale.	-0.3148154399394406
59	The 1966 firebombing death of NAACP leader Vernon Dahmer, Sr., 58, in Mississippi.	Der brennende Tod von NAACP-Führer Vernon Dahmer, Sr., 58, 1966 in Mississippi.	-0.3119507690773181
60	Later, he will betroth himself to Brunhild at the court of Heimir.	Später verlobt er sich mit Brunhild am Hofe Heimir.	-0.3533343921998201
61	After some pleading, his mother exchanged the accordion for a Danelectro with a small amplifier at a local pawnshop.	Nach einigem Plädoyer tauschte seine Mutter das Akkordeon gegen einen Danelectro mit einem kleinen Verstärker in einer örtlichen Pfandwerkstatt ein.	-0.38063120457427635
62	In the Ultimate Marvel universe, Hercules appears as one of Nick Fury's Howling Commandos.	Im Ultimate Marvel Universum erscheint Hercules als einer von Nick Fury 's Howling Commandos.	-0.34564684747246105
63	She arrives in Gaza during the 2005 Israeli disengagement.	Sie kommt während des israelischen Rückzugs 2005 in Gaza an.	-0.2872193769576835
64	Memorable Providence, Relating to Witchcraft and Possessions.	Memorable Providence, Relating to Witchcraft and Possessions.	-0.3636487326099545
65	A few years later Ford developed the Model 18 with the 221 CID flathead V8.	Einige Jahre später entwickelte Ford das Modell 18 mit dem 221 CID Flathead V8.	-0.3137197614415928
66	The thorax is made of three fused segments, the prothorax, mesothorax, and metathorax, each with a pair of legs.	Der Thorax besteht aus drei geschmolzenen Segmenten, dem Prothorax, Mesothorax und Metathorax, jedes mit einem Paar Beinen.	-0.3326877950810557
67	Berkman's most prominent critic was Most, who belittled Berkman as a nuisance or a flunky hired by Frick himself to garner sympathy.	Berkmans prominentester Kritiker war Most, der Berkman als Ärger oder Flunky herabwürdigte, den Frick selbst angeheuert hatte, um Sympathie zu gewinnen.	-0.4105264855109139
68	A third, more personal quotation adds additional subtext.	Ein drittes, persönlicheres Zitat fügt zusätzlichen Subtext hinzu.	-0.3074190350626315
69	Four of the sides were seacoast fronts, with three tiers of cannon on each, two casemated tiers in the fort and one barbette tier on the roof.	Vier der Seiten waren Seegrenzen, mit drei Schichten Kanone auf jeder, zwei Kasematten Ebenen in der Festung und eine Barbette Ebene auf dem Dach.	-0.459022758080001
70	Bands like the Pixies, R.E.M., The Replacements, Sonic Youth, XTC, The Smiths, Hüsker Dü, The Stone Roses, The Jesus and Mary Chain etc.	Bands wie Pixies, R.E.M., The Replacements, Sonic Youth, XTC, The Smiths, Hüsker Dü, The Stone Roses, The Jesus and Mary Chain etc.	-0.341011247348929
71	In 1919, Prohibitionists succeeded in amending the Constitution to prohibit the sale of alcohol.	1919 gelang es Prohibitionisten, die Verfassung zu ändern, um den Verkauf von Alkohol zu verbieten.	-0.29520931975018766
72	"In October 2016, Farage praised Trump for ""dominating"" Hillary Clinton, comparing him to a silverback gorilla."	"Im Oktober 2016 lobte Farage Trump für die ""Dominanz"" Hillary Clintons und verglich ihn mit einem Silberrückengorilla."	-0.31085460635518714
73	After one short touchdown drive, the Colts recovered the onside kick.	Nach einem kurzen Touchdown-Laufwerk erholten sich die Colts wieder.	-0.3429023852887567
74	In 1943, he mounted Operation Longcloth by the 77th Indian Infantry Brigade.	1943 wurde er von der 77. Indischen Infanterie-Brigade zur Operation LongTuch ernannt.	-0.3123496488309819
75	McKinley soothed ruffled feathers of party bigwigs by mail and in person.	McKinley beruhigte geschwollene Federn von Partybigwigs per Post und persönlich.	-0.37933638883977383
76	The tornado crossed into Minnesota, where a quonset hut and a pole shed were destroyed before the tornado dissipated near Eldred.	Der Tornado überquerte Minnesota, wo eine quonset Hütte und ein Pole Schuppen zerstört wurden, bevor der Tornado bei Eldred zerstreute.	-0.4507714552303925
77	Females of the largest, the grey tinamou, weigh up to 2 kg with a length of up to 49 cm.	Die Weibchen des größten, der Grautinamou, wiegen bis zu 2 kg bei einer Länge von bis zu 49 cm.	-0.3195763330963692
78	Harris, Jonathan, Byzantium and the Crusades, Bloomsbury, 2nd ed., 2014.	Harris, Jonathan, Byzanz and the Crusades, Bloomsbury, 2nd ed., 2014.	-0.29753226469496696
79	Two Nu Mou, Babus Swain and Ezel Berbier, appear as optional playable characters in Final Fantasy Tactics Advance.	Zwei Nu Mou, Babus Swain und Ezel Berbier, erscheinen als optionale spielbare Charaktere in Final Fantasy Tactics Advance.	-0.38523278794188087
80	Some disaffiliated along with Roman Catholics and other Christian groups in the wake of modern secularization.	Einige waren im Gefolge der modernen Säkularisierung zusammen mit Katholiken und anderen christlichen Gruppen desillusioniert.	-0.36408283968025373
81	Darkening of the nipples and areolas due to an increase in hormones.	Verdunkelung der Brustwarzen und Areolas durch eine Zunahme der Hormone.	-0.26768794836418464
82	Pharnaces set up an ambush with selected infantrymen and all his cavalry.	Pharnaces richtete einen Hinterhalt mit ausgewählten Infanteristen und seiner ganzen Kavallerie ein.	-0.3127421126128867
83	The Japanese Gardens at the Irish National Stud, Kildare, Co. Kildare	Die japanischen Gärten im Irish National Stud, Kildare, Co. Kildare	-0.26826187519639083
84	1979 Prints from Paris, 9 Contemporary Printmakers, The Ruskin School of Drawing and Fine Art, Oxford University, United Kingdom.	1979 Drucke aus Paris, 9 zeitgenössische Druckgraphiker, The Ruskin School of Drawing and Fine Art, Oxford University, Vereinigtes Königreich.	-0.3398604883388153
85	General Sir Edmund Ironside of the British Army comes to Warsaw, via Gdynia.	General Sir Edmund Ironside der Britischen Armee kommt über Gdynia nach Warschau.	-0.2927066065400995
86	Paired with Bryson DeChambeau in the Friday afternoon foursomes, they lost 5 and 4 to Europe's Sergio García and Alex Norén.	Zusammen mit Bryson DeChambeau verloren sie am Freitagnachmittag 4 und 5 an Europas Sergio García und Alex Norén.	-0.39474622138684423
87	n. Lactucinus Maximus, consul suffectus in 437 BC.	n. Lactucinus Maximus, Konsul suffectus 437 v. Chr.	-0.2856221631580366
88	The southern flank flows at first proceeded along a gully before spreading out.	Die Südflanke fließt zunächst entlang einer Rinne, bevor sie sich ausbreitet.	-0.357120662929815
89	"Alan Davis sustained either a concussion or major ""stinger"" and missed the next game."	"Alan Davis erhielt entweder eine Gehirnerschütterung oder einen großen ""Stinger"" und verpasste das nächste Spiel."	-0.3654192987031506
90	Ezekiel convinces him to march with them to Alexandria.	Hesekiel überzeugt ihn, mit ihnen nach Alexandria zu marschieren.	-0.2756231738126349
91	Hitting a downed fighter and grasping below the waist were prohibited.	Es war verboten, einen abgebrochenen Kämpfer zu schlagen und unter der Taille zu greifen.	-0.41887209103976464
92	The Republican Caucus, on December 5, elected Ron Ryckman, Jr, as Speaker and Don Hineman as Majority Leader.	Am 5. Dezember wählte der Republikanische Kaukus Ron Ryckman, Jr, zum Sprecher und Don Hineman zum Mehrheitsführer.	-0.3396289080751553
93	Ouidah, as described by Bruce Chatwin in The Viceroy of Ouidah.	Ouidah, wie von Bruce Chatwin in The Viceroy of Ouidah beschrieben.	-0.30980577655678326
94	Some other later trilobites also lost facial sutures secondarily.	Einige andere später Trilobiten verloren auch Gesichtsnähte secondarily.	-0.35877828370884846
95	By April 1918, the regiment consisted of 2,400 in five battalions.	Bis April 1918 bestand das Regiment aus 2.400 in fünf Bataillonen.	-0.2821776337162336
96	The episode closes with Bloom reading a magazine story named Matcham’s Masterstroke, by Mr. Philip Beaufoy, while defecating in the outhouse.	Die Episode schließt mit Bloom Lesen einer Zeitschrift Geschichte namens Matcham war Masterhub, von Herrn Philip Beaufoy, während Stuhlgang im Nebengebäude.	-0.4568706232512817
97	They then travel to Miami to recruit Dazzler just as Antimatter remerges.	Sie reisen dann nach Miami, um Dazzler zu rekrutieren, genauso wie Antimatter wieder zusammenkommt.	-0.3926398457529307
98	They surrounded Haman as the 2nd Battalion crumbled in disarray.	Sie umzingelten Haman, als das 2. Bataillon zerbröckelte.	-0.3447459481927143
99	Rarely, teratomas can cause growing teratoma syndrome or peritoneal gliomatosis.	Selten können Teratome ein wachsendes Teratom-Syndrom oder eine peritoneale Gliomatose verursachen.	-0.2511262673023616
100	Favorite fish include cod, salmon, winter flounder, haddock, striped bass, pollock, hake, bluefish, and, in southern New England, tautog.	Zu den Lieblingsfischen gehören Kabeljau, Lachs, Winterflounder, Schellfisch, gestreifter Bass, Pollock, Seehecht, Rotbarsch und in Südengland Tautog.	-0.3367246518778438
101	The Hornblende Schist continues south of the South Pier for 50 yd where there is a fault boundary with the serpentine.	Die Hornblende Schist weiter südlich des South Pier für 50 yd, wo es eine Fehlergrenze mit der Serpentin.	-0.4464410374616364
102	), Kluwer academic/ Plenum publishers, New York, 1999	), Kluwer akademischen / Plenum Herausgeber, New York, 1999	-0.2882499272893797
103	"In another, he claimed that Sharmell had ""molested"" him and ""fondled his privates""."	"In einem anderen behauptete er, Sharmell habe ihn ""belästigt"" und ""seine Privaten gefesselt""."	-0.37601291546888493
104	In 1905, the Qing sent Zhao Erfeng to Tibet to retaliate against rebellions.	1905 schickte der Qing Zhao Erfeng nach Tibet, um sich gegen Rebellen zu rächen.	-0.2977928984156465
105	Protest against atrocities against Swami Ramdev and his supporters	Protest gegen Gräueltaten gegen Swami Ramdev und seine Anhänger	-0.2914873297938477
106	An enraged Gordon barely restrains himself from killing Joker, shooting the Joker's knee instead.	Ein wütender Gordon hält sich kaum davon ab, Joker zu töten und stattdessen auf das Knie des Jokers zu schießen.	-0.3906874534412204
107	The Mughals also moved to conquer Sindh in the lower Indus valley.	Die Moguln zog auch nach Sindh im unteren Indus-Tal zu erobern.	-0.3547061995954236
108	18 for 2006, joining fellow rookie teammate Denny Hamlin.	18 für 2006, schließt sich Kollegen Rookie Teamkollegen Denny Hamlin.	-0.3714217429233788
109	Women like Sweet Emma Barrett, who performed in the Original Tuxedo Orchestra toured domestically and internationally.	Frauen wie Sweet Emma Barrett, die im Original Tuxedo Orchestra auftraten, tourten national und international.	-0.31630818234988844
110	Nicholas Johnson, a Royal Ballet dancer, portrayed the schizophrenic Nijinsky.	Nicholas Johnson, ein Royal Ballet Tänzer, porträtierte den schizophrenen Nijinsky.	-0.2828336365645199
111	Early adopters of qigong eschewed its religious overtones and regarded qigong principally as a branch of Chinese medicine.	Die frühen Adoptiveln des Qigong verzichteten auf ihre religiösen Obertöne und betrachteten Qigong hauptsächlich als einen Zweig der chinesischen Medizin.	-0.31764403609243097
112	The great American impresario Michael B. Leavitt handled Herrmann's American and Mexican contracts.	Der große amerikanische Impresario Michael B. Leavitt hat Herrmanns amerikanische und mexikanische Verträge bearbeitet.	-0.27427194594908666
113	Effective as of the spring of 2013, the Pennsylvania Department of Education discontinued administering the PSSAs to 11th graders.	Mit Wirkung zum Frühjahr 2013 hat das Pennsylvania Department of Education die Verwaltung der PSSA an die 11. Klasse eingestellt.	-0.3422623618418312
114	Honduran police confirmed the presence of Venezuelans, Cubans and Nicaraguans.	Honduranische Polizei bestätigte die Anwesenheit von Venezolanern, Kubanern und Nicaraguanern.	-0.24761927292796662
115	In the 1270s they regained Trogir, Split and Šibenik.	In den 1270er Jahren wurden Trogir, Split und Šibenik wiedergewonnen.	-0.2956849490528108
116	The squadron departed Groix Roads, near Lorient, France on 19 June to escort a convoy of merchantmen to Bordeaux and other French ports.	Die Staffel verließ am 19. Juni die Groix Roads in der Nähe von Lorient, Frankreich, um einen Konvoi von Handelsleuten nach Bordeaux und anderen französischen Häfen zu begleiten.	-0.3498290926104177
117	The civil parish of Navenby straddles the old Roman Ermine Street, known locally as High Dyke.	Die Stadtgemeinde Navenby erstreckt sich über die alte römische Ermine Street, die vor Ort als High Dyke bekannt ist.	-0.3237527675429219
118	During the Second Mexican War, the U.S. experimented with Gatling guns.	Während des Zweiten Mexikanischen Krieges experimentierten die USA mit Gatling-Gewehre.	-0.27934153208684676
119	Cott noted little detectable discrepancy in the mating habits of Nile crocodiles and American alligators.	Cott bemerkte wenig erkennbare Diskrepanz in den Paarungsgewohnheiten von Nilkrokodilen und amerikanischen Alligatoren.	-0.2949327066281474
120	After the Breakup of Yugoslavia in the early 1990s many more Macedonians began to immigrate to Sydney.	Nach dem Zerfall Jugoslawiens Anfang der 1990er Jahre begannen viele weitere Mazedonier nach Sydney auszuwandern.	-0.34294088111930754
121	Robbie Ross, Jr. and Jonathan Aro saved the bullpen, by pitching 3 innings each but giving up four more runs.	Robbie Ross, Jr. und Jonathan Aro retteten den Stift, indem sie jeweils 3 Innings aufbauten, aber vier weitere Läufe aufgeben.	-0.4835357650477055
122	"For coronation he summoned ""Dadiani, Gurieli, Sharvashidze and Gelovani"", but headed with Vameq II Dadiani."	"Zur Krönung rief er ""Dadiani, Gurieli, Sharvashidze und Gelovani"", leitete aber Vameq II Dadiani."	-0.3829379280055533
123	Tim Burton directed the film, and Johnny Depp, finally realizing one of his childhood fantasies, starred as Barnabas Collins.	Tim Burton inszenierte den Film, und Johnny Depp, der schließlich eine seiner Kindheitsphantasien realisierte, spielte als Barnabas Collins.	-0.35648063948288944
124	South Africa blamed SWAPO for instigating the strike and subsequent unrest.	Südafrika beschuldigte SWAPO für die Anstiftung des Streiks und die anschließenden Unruhen.	-0.27327141752297773
125	The Moroccans subsequently encircled the Portuguese siege camp and starved it to submission.	Die Marokkaner umzingelten anschließend das portugiesische Belagerungslager und verhungerten es bis zur Unterwerfung.	-0.32034382858596777
126	Kittiwakes, cormorants and shags can be seen on the cliffs, while farm birds such as the yellowhammer frequent the gorse.	Auf den Klippen sind Kittiwakes, Kormorane und Tücher zu sehen, während Hofvögel wie der Gelbhämmer die Schlucht häufig befahren.	-0.36398902122529536
127	On January 6, 1527, the nobility from Slavonia sided with John Zápolya.	Am 6. Januar 1527 stand der slawische Adel auf der Seite von Johannes Zápolya.	-0.30104192230292226
128	Kenta Maeda allowed only one hit in six innings with seven strikeouts.	Kenta Maeda erlaubte nur einen Hit in sechs Innings mit sieben Strikeouts.	-0.3767919112852202
129	D.BUCKMAN, The Dictionary of Artists in Britain Since 1945, Art Dictionaries ltd, Bristol, 1998.	D.BUCKMAN, The Dictionary of Artists in Britain Seit 1945, Art Dictionaries ltd, Bristol, 1998.	-0.32789736424282445
130	Real Time Relativity The Australian National University.	Real Time Relativity Die Australian National University.	-0.34654544668685944
131	Aulus Cornelius M. f. L. n. Cossus, consul in 428 and consular tribune in 426 BC, slew Lars Tolumnius, King of Veii, to claim the spolia opima.	Aulus Cornelius M. f. L. n. Cossus, Konsul 428 und konsularische Tribüne 426 v. Chr., tötete Lars Tolumcigus, König von Veii, um die spolia opima zu beanspruchen.	-0.33972260547404315
132	Unfortunately Slicht Othrusa only survives as a fragment.	Leider überlebt Slicht Othrusa nur als Fragment.	-0.36897810507589746
133	Examples of popular Irish cuisine include boxty, colcannon, coddle, stew, and bacon and cabbage.	Beispiele für beliebte irische Küche sind Boxty, Colcannon, Coddle, Eintopf und Speck und Kohl.	-0.29830387609097686
134	Former rebels attacked the railroads as symbols of threatening centralization.	Ehemalige Rebellen griffen die Eisenbahnen als Symbole der drohenden Zentralisierung an.	-0.2934770073754001
135	"Callas auditioned with ""Ocean, Thou Mighty Monster"" from Weber's Oberon."	"Callas sprach mit ""Ocean, You Mighty Monster"" aus Webers Oberon vor."	-0.3713986212138344
136	In defiance of the instructions of his superiors, Rivière stormed the citadel of Hanoi on 25 April 1882.	Trotz der Anweisungen seiner Vorgesetzten stürmte Rivière am 25. April 1882 die Zitadelle von Hanoi.	-0.28878112132855266
137	; readings from Autobiography of Alice B. Toklas, Bee Time Vine, and more.	; Lesungen aus der Autobiographie von Alice B. Toklas, Bienenzeitrebe, und mehr.	-0.3426325513066881
138	Cooke initially made a telegraph with a clockwork detent mechanism operating electromagnets.	Cooke machte zunächst einen Telegraph mit einem Uhrwerkdetentmechanismus, der Elektromagnete betätigte.	-0.40391537136612726
139	This definition encompasses both nominal empires and neocolonialism.	Diese Definition umfasst sowohl Nominalreiche als auch Neokolonialismus.	-0.2625319281917909
140	Shortly afterwards McNamara struck Tom Sheehy with his hurley after the latter had deliberately fouled him.	Kurz darauf schlug McNamara Tom Sheehy mit seinem Hurley, nachdem dieser ihn bewusst getäuscht hatte.	-0.4191753364974056
141	"In 1928 Freud published a paper titled ""Dostoevsky and Parricide"" in which he investigated Dostoevsky's own neuroses."	"1928 veröffentlichte Freud ein Papier mit dem Titel ""Dostojewski und Parrizid"", in dem er Dostojewskis eigene Neurosen untersuchte."	-0.3003371338580578
