index	text_a	text_b	predictions
24	Astfel el călătorește în trecut și o salvează pe Ahsoka.	He is thus travelling in the past and saving Ahsoka.	0.45085607542437056
25	Limba greacă a rămas după declinul imperiului roman drept limba oficială a Imperiului Bizantin.	The Greek language remained after the decline of the Roman empire as the official language of the Bizantin Empire.	0.6183344929091785
26	Teatrul are o tradiție bogată în Slovenia, începând cu primul spectacol de teatru în limba slovenă din 1867.	The theatre has a tradition rich in Slovenia, starting with the first theatre performance in Slovenian since 1867.	-0.2926529938880918
27	În perioade interbelică, doar un mic număr de tineri au fost încorporați.	In interwar periods, only a small number of young people were incorporated.	0.6862450417650221
28	Aceste tunuri belgine erau mai bune decât piesele antitanc de 25 mm ale francezilor, sau cele de 37 mm ale germanilor.	These bellows were better than the 25 mm anti-tank parts of the French, or 37 mm of the Germans.	-0.5883383227257367
29	au luat parte la Rezistența Franceză, care a dus o campanie de gherilă atât împotriva naziștilor cât și împotriva autorităților franceze de la Vichy.	took part in the resistance of France, which led to a guerrilla campaign against both the Nazis and the French authorities in Vichy.	0.5143539324749833
30	P. P. Panaitescu presupune că mai exista o mănăstire și în Țara Făgărașului, căci aici este menționat „Stanciul egumenul”.	This is because, as a result of this, it is clear that the BIP allows the BIP to be met.	-2.2582989081281077
31	Constantin era un adept evlavios al cultului soarelui închinat lui Apollo.	Constantin was a evlavious friend of the sunshine imprisoned of Anglo.	-1.4318110104766015
32	În cadrul amplei mișcări a modernismului, Kafka este identificat adesea cu două mari curente, expresionismul și suprarealismul.	In the comprehensive movement of modernism, Kafka is often identified with two great tendencies, expresionism and overarching.	0.596295833019981
33	Existau circa 1800 de evrei în Norvegia, deja persecutați de naziștii norvegieni.	There were around 1800 Jews in Norway, already persecuted by Norwegian Nazis.	0.7170839900186279
34	Guvernul olandez a refuzat încă odată o asemenea cerere	The Dutch Government once again refused such a request.	0.7327330597372694
35	Având o datorie externă de circa 20 de miliarde de dolari, guvernul a făcut la 1 iulie 1980 a recurs la o nouă majorare a prețurilor la carne.	With an external debt of around USD 20 billion, the government made a further rise in meat prices on 1 July 1980.	0.570813202239563
36	În 1938, Hitler anexează Austria și o parte a Cehoslovaciei.	In 1938, Hitler also attaches a part of Czechoslovakia to Austria.	0.6227651733421111
37	"Amiralul Scheer și Ludendorff au decis să inițieze o ultimă ofensivă pentru a demonstra ""curajul"" flotei germane."	"Amiral Scheer and Ludendorff decided to initiate a last offensive to demonstrate the ""courage"" of the German fleet."	0.6494446030692509
38	Voievodul deținea atribuțiuni militare, administrative și juridice.	Voivodship held military, administrative and legal tasks.	0.195621063037718
39	Germanii au folosit resursele Estoniei în efortul lor de război; pe durata ocupației, Estonia a fost incorporată în provincia nazistă Ostland.	Germany used Estonia's resources in their war effort; during the occupation Estonia was incorporated into the Nazi region of Ostland.	0.6253094907664223
40	Unitățile se învârt la 300 rpm și, prin urmare, necesită o rată de date a controllerului de numai	The unit shall be rotated at 300 rpm and therefore requires a data rate of controller only.	-0.19940964545540404
41	În interiorul parcului există un teatru de vară, un trenuleț pentru copii cu linie îngustă, un restaurant construit undeva la începutul secolului XX.	Within the fleet there is a summer theatre, a train for children with a narrow line, a restaurant built somewhere at the beginning of the 20th century.	0.42329742375808155
42	În poiană se află o casă cu etaj, care găzduiește serviciul permanent de ocrotire a pădurii.	In the pound there is a double-deck house, which hosts the permanent forest maintenance service.	-0.17882621372818225
43	După ce atacaseră Biggin Hill și Kenley, Luftflotte 2 avea în plan să atace stațiile de sector RAF North Weald și RAF Hornchurch.	After attacks by Biggin Hill and Kenley, Luftflote 2 was planning to attack RAF North Weald and RAF Hornchurch business stations.	0.2433925658951189
44	Primul tablou realizat de Lecca este portretul lui Grigore Pleșoianu, executat la Craiova în anul 1833.	The first picture by Lecca is the portrait of Grigore Plesafianu carried out in Craiova in 1833.	-0.10350923605935214
45	De asemenea, 400 de civili norvegieni au fost uciși, în special în timpul raidurilor aviației germane.	Also, 400 Norwegian civilians were killed, particularly during German aviation raids.	0.6736941615384451
46	Se extrăgea aramă la Bratilovo, iar în Buzău erau extrase resurse de chihlimbar și sulf.	They were extradited from Bratilovo and in Buzău resources were extracted from chihlimbar and sulphur.	-0.786462514291362
47	Text dictat de către monahul Nicolae de la Rohia, poetului Dumitru Cerna, în data de 6 august, Schimbarea la față, 1988.	Text dictated by the Rohia Monahul Nicolae, Dumitru Cerna poet on 6 August 1988.	-1.2725454379194652
48	Mai târziu, Bloom obține și ea puterea Bloomix după ce a căzut în vârtejul de flăcări.	Later, Bloom also obtains Bloomix power after falling into the float.	0.04694061344664408
49	Adunarea a înființat un comitet care a demonstrat cât de gravă era problema, concluzionând că 2 milioane de oameni se puteau întreține numai cerșind.	The assembly set up a committee that demonstrated how serious the problem was, concluding that 2 million people could only support themselves by begging.	0.512328398190316
50	Extractele din această plantă au proprietăți antibiotice asupra unor germeni patogeni.	Extracts from this plant have antibiotic properties on some pathogens.	0.625383221931817
51	thumbleft[[Stadionul Național din Varșovia, gazda echipei naționale și unul din stadioanele care au găzduit Euro 2012	It shall immediately submit, on simple request by the Commission, information on the measures already taken and planned to comply with this Decision.	-2.21148265322076
52	A adus cu el picturi în care a reprezentat viața țărănimii și a muncitorilor din acele vremuri.	He brought with him pictures where he represented the lives of the shore and the workers of those times.	-0.42843611560796374
53	Societatea Agricolă Plevna, succesoare a CAP Plevna, sub	The successor of the CAP Plevna under the heading of the Agricultural Company Plevna	-0.4197749985196019
54	Hinduismul a apărut pe parcursul mileniului al doilea precreștin, în jurul anului 1500 i.Hr., fiind fondat de casta brahmanilor, formată din preoți.	Hinduism arose during the millennium of the second pre-Christian, around 1500 i.Hr., based on the casts of boots made up of prizes.	-0.8520509015736465
55	De asemenea, coreenii au acționat adesea în calitate de mediator în comerțul cu armament între Iran și restul statelor din blocul comunist.	Koreans have also often acted as a mediator in the arms trade between Iran and the rest of the communist bloc states.	0.6450104433544177
56	Cei mai mari poeți lirici au fost Sappho și Pindar.	The largest pound stories were Sappho and Pindar.	-1.417366882704876
57	), idea a avut de acum un caracter mai pronunțat cultural.	), the idea has since been more cultural.	0.2974801498395043
58	Relieful carstic compune aproape jumătate din Croația și în special se remarcă în Alpii Dinarici.	The karstic head consists of almost half of Croatia, and especially in the Dinaric Alps.	-0.39561501305254343
59	Se spune că un crai în trecere pe aici a poposit pe una din stânci.	They say that a crash in passing here of a podeposit on one of the rocks.	-1.4502110077426635
60	Ar fi fost inutil să încerce obținerea unei o catedre universitare.	It would have been pointless to try to get a university catalogue.	0.31897929895219956
61	Jules Michelet, Istoria Franței, prefață și tabel cronologic de Marin Bucur, Biblioteca pentru toți, Editura Minerva, București, 1973.	Jules Michelet, Istoria France, Preface and Time Table de Marin BuMercury, Library for All, Editura Minerva, Bucharest, 1973.	-0.26438849215951593
62	Steagul a fost repus pe hampă în Moldova și a participat la campaniile din 1917.	The rennet was put back on the hop in Moldova and participated in the 1917 campaigns.	-0.9752571224799574
63	Acestea acopera cam 1260 de km patrati si sunt putin populate, cu numarul total de locuitori sub 60.000.	They cover a little 1260 km patrats and are sparsely populated juveniles, with a total number of inhabitants of less than 60 000.	-0.6986036136961694
64	1er Division Cuirassée a fost practic distrusă în totalitate pe 17 mai.	1er Division Cuirassée has practically been destroyed on 17 May.	0.5914740664959043
65	La Savannah, capitală Georgiei, organizația revoluționară a preluat conducerea orașului.	In Savannah, the capital of Georgia, the revolutionary organisation took over the leadership of the city.	0.6956135634884355
66	A obținut în 1938 o bursă la Sorbona, unde a scris o teză despre Pascal.	In 1938, he obtained a stock exchange in Sorbona, where he wrote a sentence about Pascal.	-0.26308975765581744
67	Statuile erau amplasate în sanctuare ahu, zone în aer liber, destinate ceremoniilor religioase.	The statuses were located in ahu punishment, open-air areas for religious ceremonies.	-0.91928225018602
68	Disproporția de forțe a fost uriașă, SUA intervenind cu un portavion, un doc amfibiu, un crucișător purtător de rachete, 4 distrugătoare și 3 fregate.	The disproportion of forces has been huge, with the USA intervening with an aeroplane carrier, an amphibious doc, a missile-bearing crucifier, 4 destroying and 3 fregated.	-0.004033013196209019
69	A construit Domus Aurea și un colos dedicat lui, nefinalizat însă.	He built Domain Aurea and a colossal dedicated to him, but not finished.	-0.5685161134621224
70	Luxemburgul a fost eliberat de trupelele aliate la sfârșitul anului 1944.	Luxembourg was released by allied troops at the end of 1944.	0.7383712730717252
71	Primea delegații străine în cadrul unor ceremonii sau participa la încheierea acordurilor internaționale.	The first foreign delegations in ceremonies or attending international agreements.	-0.6726263326675916
72	Cele 12 regiuni statistice nu au nicio funcție administrativă și sunt împărțite în două macroregiuni în scopul politicii regionale a Uniunii Europene.	The 12 statistical regions have no administrative function and are divided into two macro-regions for the purposes of European Union regional policy.	0.6904141098098973
73	În martie 1777, două vase franceze au sosit, aducând 20 000 de muschete, cantitate mare de muniție, praf de pușcă și echipament.	In March 1777, two French vessels arrived, bringing 20 000 muskets, large quantities of ammunition, shot powder and equipment.	0.31736195105908493
74	Volumul, apărut în martie 1903, după moartea autorului, la editura lui Georges Charpentier, poartă o panglică neagră ca semn de doliu.	The volume, which occurred in March 1903, after the author's death, in Georges Charpentier's publishing bears a black tape as a sign of dollar.	-0.7432492778744817
75	Crucea Eroilor, înaltă de 40 metri și așezată pe muntele Caraiman din Valea Prahovei, va fi inaugurată cu prilejul Zilei Eroilor din 1927.”	The error cross, 40 metres high, on the Caraiman mountains of the Prahovan Valley, will be inaugurated in the light of the day of the errors in 1927.	-1.0278365117474675
76	Alte mari sunt aglomerările urbane centrate în , , , și .	Other big are urban agglomerations centred on, and.	0.33166150356372615
77	În perioada interbelică au apărut în totalitate 93 diferite ziare, reviste și magazine, marea majoritate în limba maghiară.	In the inter-war period, totally 93 different newspapers, magazines and shops appeared, the vast majority in Hungarian.	0.3141375450640099
78	Spre dreapta, drumul marcat cu cruce albastră, duce la Gălăuțaș.	To the right, the road marked with blue cross leads to greedy.	-0.8710568861087051
79	Cuprul era, de asemenea, minat în Cipru, Egipt, Deșertul Negev, Iran, și în jurul Golfului Persic.	Copper was also lying in Cyprus, Egypt, Negev Desert, Iran, and around the Persian Gulf.	-0.8677697049848603
80	stangaminiaturaSoldați din [[Armata Imperială Japoneză în timpul , 1937	Ntabo Ntaberi Sheka is believed to have been involved in the trafficking of arms and related materiel.	-2.2166984484201424
81	Celelalte persoane acuzate, au suferit rigorile detenției și familiile lor trăiau în mari lipsuri financiare.	Other accused persons, suffered the rigour of detention and their families were living in great financial shortages.	0.4499042327289445
82	În unele zone, apele de coastă sunt poluate, mai ales în preajma complexului industrial de la Sillamäe.	In some areas, coastal waters are polluted, especially around the Sillamäe industrial complex.	0.723491938953258
83	La fel precum campania din sud, și expediția de la Narvik a trebuit să facă față la numeroase obstacole.	Just like the campaign in the South, the shipment from Narvik also had to face many obstacles.	0.6789514305183623
84	În 1971 un lot important de vechi drapele a trecut în patrimoniul Muzeului Național de Istorie.	In 1971, an important batch of old flags went to the heritage of the National Museum of History.	0.5866676976449219
85	Florile lor au gineceu tricarpelar, trilocular și sincarp.	Their flowers ginecum tricarpelar, trilocular and sincarp.	-0.8066756245779346
86	Dar în loc să se reinstaureze republica, urmează 13 ani de război civil.	But instead of a republic, it follows 13 years of civil war.	-0.3957768736882217
87	Astfel, statele au recurs la credit, împrumutând bani de la bancheri.	Thus, the countries used credit, lending money from bankers.	0.6227304545503739
88	Mortimore din Royal Navy a condus un tanc Mark I în timpul Bătăliei de pe Somme, pe 15 septembrie 1916.	Mortimore in Royal Navy led a Mark I tanker during the Battle on Somme on 15 September 1916.	0.4649276239235746
89	Dostoievski primește scrisori de la cititori și este vizitat de admiratori de toate vârstele și ocupațiile.	Dostoivski receives letters from readers and is visited by admirators of all ages and occupations.	0.5635868817854169
90	miniatura O reprezentare grafică a exporturilor de produse ale Sloveniei în 28 de categorii colorate.	Minister A graphic representation of exports of Slovenian products in 28 coloured categories.	-0.015280051037147455
91	Aproape toată forța de luptă a Busanului a fost ucisă.	Almost all Busan's fighting force has been killed.	0.6662999472257498
92	Acesta este punctul unde marea se intalneste cu muntele.	This is the point where the sea is intalistic with the mountains.	-0.28541142381540047
93	După 1945 are loc decolonizarea, iar Europa este divizată între sferele SUA și URSS.	After 1945, decolonisation is taking place and Europe is divided between the spheres of the US and the USSR.	0.6865785346366112
94	La 29 septembrie 1902, Zola, primul intelectual dreyfusard, a murit asfixiat cu fumul din sobă.	On 29 September 1902, Zola, the first intellectual dreyfusard, died with the stalk smoke.	-0.09611953741040104
95	Revărsările de primăvară durează circa 2 săptămîni.	(RO) Mr President, spring riots last almost 2 months.	-1.65232689800348
96	Odată devenită om însă, tot nu a reușit să se simtă liberă, așa cum era în trecutul său animalic, anterior capturii.	Once it became a man, however, it still failed to feel free, as it was in its animal past, prior to catch.	-0.5654886570308351
97	Romanul are ca temă lumea interlopă berlineză a anilor 1920.	The Roman has the Berpil interlope world of the 1920s as its theme.	-0.9651025791559813
98	Conform datelor Recensământului locuințelor și populației din 2011, orașul avea o populație de 249.432 locuitori.	According to recent data from the houses and the population in 2011, the city had a population of 249.432 inhabitants.	-0.14764955304834082
99	În Congres, Henry Clay a fost în fruntea efortului de a reautoriza .	In Congress Henry Clay was at the forefront of an effort to re-authorise.	0.4963025296445068
100	În această perioadă se mențin o serie de conflicte cu Imperiul Roman, o partea a statului dac fiind cucerită în 106 d.Hr.	During this period, a number of conflicts with the Roman Empire remain and a part of the beetle is beeten in 106 d.Hr..	-1.0153022506440144
101	În perioada dintre cele două războaie mondiale sportivii români au obținut primele victorii în concursurile internaționale.	In the period between the two world wars Romanian sportspeople obtained the first victories in international competitions.	0.7004369586125512
102	Principala consecință a victoriilor de la Mycale și Sestos este redobândirea independenței cetăților insulare și de pe coasta Asiei Mici.	The main consequence of the Mytrack and Sestos victories is to regain the independence of the island stop and the coast of Asia.	-0.17717533147972206
103	În paralel, înzestrează armata cu arme și întărește sau înființează cetăți în punctele strategice ale țării.	At the same time, they equip the army with weapons and strengthen or establish a stop at the country's strategic points.	-0.33025722073030367
104	Această schimbare masivă a făcut ca acumularea și schimbul de experiență să fie imposibile.	This massive change has made accumulation and exchange of experience impossible.	0.7417483233068042
105	Magnitudinea decesului statistic depinde de numărul persoanelor afectate de contramăsură.	The magnitude of statistical death depends on the number of people affected by the countermeasure.	0.5939533139459365
106	Aceste atacuri concentrice ar fi trebuit să distrugă armata sârbă în centrul țării.	These focused attacks should have destroyed the Serbian army at the heart of the country.	0.7019291263844989
107	Franz Halder, noul șef al Marelui Stat Major a rămas în legătură cu Beck și cu Oster.	Franz Halder, the new Chief of Staff remained related to Beck and Oster.	-0.09239796423983372
108	Anna și Dostoievski se stabilesc mai întâi în Berlin, apoi se mută în Dresda.	Anna and Dostoivski are first established in Berlin, then moved to Dresden.	0.5486446244836308
109	Populația Maltei era în iulie 2011 estimată la 408.000 de locuitori.	The population of Malta was estimated at 408.000 in July 2011.	0.7214487121499871
110	Majoritatea luteranilor participă însă la biserică doar cu ocazii speciale, cum ar fi slujba de Crăciun, nunți și înmormântări.	However, the majority of the cervians participate in the church only on special occasions, such as Christmas mass, births and starvation.	-0.9220664529933245
111	La 17 ianuarie, el a fost transferat la ocna din , unde a fost ținut timp de mai mult de o lună.	On 17 January, he was transferred to the ocna from where he was held for more than one month.	0.47452252105238624
112	Austriecii au încercat și convertirea la catolicism a populației.	Austrian has also undertaken an attempt to convert the population to Catolicism.	0.3358509291090871
113	III./JG 1 a pierdut de asemenea cel puțin două Fw 190 din același motiv.	III. / JG 1 has also lost at least two Fw 190 for the same reason.	0.6102382039251956
114	Între scriitorii moderni de succes se numără Arto Paasilinna, , , Sofi Oksanen și , iar cel mai bun roman al anului primește prestigiosul .	Updated successful writers include Arto Paasilinna, Sofi Oksanen and the year's best novel receives prestigious.	-0.8300816052406482
115	Benito Mussolini a fost ucis de partizanii italieni pe 28 aprilie.	Benito Mussolini was killed by Italian partisans on 28 April.	0.6238597406227588
116	Lungimea totală a coastelor Marii Britanii este de .	The overall length of the coast of Britain is fine.	-0.013332319417972006
117	În iunie 1944 fuseseră produse doar 50.800 t față de 180.000 t planificate.	In June 1944 only 50 800 t had been produced compared with 180.000 t planned.	0.5691087982716451
118	Haruspicii interpretau organele interne ale mieilor sau vitelor sacrificate.	Harurespics interpreted internal organs of lambs or slaughtered cattle.	-0.7409209720371399
119	Există 286 de arii protejate Natura 2000, care reprezintă 36% din suprafața țării, cel mai mare procent din statele Uniunii Europene.	There are 286 Natura 2000 protected areas, which account for 36% of the country's area, the largest share of European Union Member States.	0.6064243927706102
120	Atunci când formatați o dischetă, sistemul de operare rezervă pista cea mai apropiată de	When forming a disk, the spare operating system shall be the nearest runway to	-0.14309458082153573
121	România a intrat în război, de data aceasta, de partea nemților, pentru a recăpăta teritoriul pierdut, Basarabia.	Romania, this time, has entered into war on the side of the Germans in order to regain lost territory, Basarcea.	-0.35260450032686125
122	În țară sunt înmatriculate 2,5 milioane de autoturisme și 400.000 de alte vehicule.	There are 2.5 million cars and 400.000 other vehicles registered in the country.	0.7252320240674812
123	Evenimentul a atras șase milioane de vizitatori în cinci luni.	The event attracted six million visitors within five months.	0.7332741250865361
124	Orașele și armatele au fost hrănite, iar asignatul, care valora 22% din valoarea nominală în august, a crescut la 48% în decembrie 1793.	The cities and armies were fed and the signatories, which amounted to 22% of the nominal value in August, increased to 48% in December 1793.	-0.5131853894971825
125	Riscurile și oportunitățile folosirii pașnice a energiei nucleare au fost discutate și au provocat controverse.	The risks and opportunities for the peaceful use of nuclear energy have been discussed and have caused controversy.	0.7630069578046733
126	Moralul civililor germani nu era un obiectiv principal pentru planificatorii USAAF.	German civilian morals were not a primary objective for USAAF planners.	0.49455156252093313
127	Antim, care era și „locțiitor al Nicomediei”, a stat la Constantinopol din februarie până în martie 1389, după care din iulie apare și Atanasie.	We will take note of the fact that, as soon as practicable, we have adopted the joint decision to adopt the joint decision, we have adopted the joint decision to adopt the joint decision.	-2.198649627290864
128	În comparație cu surorile ei, ea este un pic mai puțină agresivă decât Stormy și un pic mai agresivă decât Darcy.	Compared to her sisters, it is a little less aggressive than Stormy and a little more aggressive than Darcy.	0.48119459930240616
129	Mai mult chiar, englezii și americanii au acționat împotiva Spaniei prin aplicarea Doctrinei Monroe.	Moreover, the English and Americans acted burdensome Spain by applying Monroe Doctrine.	-0.43501862085584747
130	Au căzut mai mulți morți și răniți, membrii prefecturii încercînd să apere, cu armele, sediul prefecturii dar au fost nevoiți să fugă.	Several deaths and injuries fell, prefecture members tried to defend, with weapons, the prefecture's headquarters but had to flee.	0.3951856402967838
131	Aristocrația devenise membră a camerei superioare a Parlamentului, Camera Lorzilor.	Stostocking had become a member of the Upper House of the Parliament, the House of Lords.	-0.6639913842207631
132	Așa sunt Mitiță Cântărețul, Vică Cizmarul, Mărinaș Croitorul, Ionică Grădinarul,	That is how Cuban Mitide, Vic Cizmarul, Croatian Mark, Garden Ionics,	-1.5695960147669399
133	Președintele este obligat să dizolve parlamentul și în cazul în care opoziția adoptă o moțiune de neîncredere.	The President shall be obliged to dissolve the parliament and where the opposition adopts a motion of distrust.	0.26883603624733016
134	Începând din acest moment critic, afacerea a urmat două căi paralele.	Since this critical moment, the business has followed two parallel paths.	0.6593481939326971
135	Numele lui Arminius este probabil derivat de la zeul Irmun.	Arminius's name is probably derived from zeal Irmun.	-0.11059098124641409
136	Cu toate acestea, rămâne un republican fervent, republica reprezentând pentru el „singura formă de guvernământ justă și posibilă”.	However, it remains a fervent republican, the republic representing for itself the only form of fair governance and possible liability.	-0.29008276691770835
137	right[[Biserica Buna Vestire din Târgu MureșBiserica Buna Vestire cu statuia lui Emil Dandea_285px_thumb	right (Church of Buna Vestire in Târgu Mureșerica Buna Vestire with statue of Emil Dandea _ 285px _ thumb	-0.8489878010096908
138	Nu se cunoaște originea legăturii dintre Zola și Alexandrine Meley.	The origin of the link between Zola and Alexandrine Meley is not known.	0.6844134589395255
139	El a sugerat că Gamelin era prea sigur că planul german ar fi presupus ca principalele bătălii să fie date în Olanda și Belgia.	He suggested that Gamelin was too sure that the German plan would have assumed that the main battles would be handed over in the Netherlands and Belgium.	0.6112651843042314
140	Dimensiunea este factorul determinant în întâlnirile agonistice atunci când indivizii au aceeași stare.	Size is the determining factor in agonistic meetings when individuals have the same status.	0.6198684120639402
141	Până la urmă, prin tratatul de anexare din 1910, Coreea a devenit în mod oficial parte a Imperiului Japonez.	After all, with the 1910 Annexation Treaty, Korea has officially become part of the Japanese Empire.	0.3595133032370059
142	Islamul are o puternică tradiție în regiunile sudice ale Serbiei, mai ales în sudul Raškăi.	Islam has a strong tradition in the southern regions of Serbia, especially in the south of Raško.	0.6628043052969341
143	Localitățile născute în evul mediu au avut legături cu anumite moșii cu caracter feudal.	The locations born in the middle Jews were linked to certain feudal mothers.	-1.4278977066650982
144	Când se vorbește despre toleranța otomană, se iau în considerație structurile care cuprindeau diversele perspective.	When talking about Ottoman tolerance, consideration is given to the structures that included the various perspectives.	0.6106939898542463
145	''Ieri si azi'' al Dumitrei Petrică, rod al precupărilor sale de recuperare a unei memorii istorice privitoare la ramura sudică a neamului nostru.	'Yeri and today 'of the Petric Duma, rod of its precoupations for recovering a historical memory of the southern branch of our neamame.	-1.1260513838805308
146	Pe Coruscant, Anakin se întalnește cu soția sa secretă, Padme, care îl anunță că este însărcinată.	On Coruscant, Anakin returns with his secret wife, Padme, who announces his pregnancy.	-0.16032398479604565
147	O componentă importantă a sectorului industriei prelucrătoare al Republicii Moldova este industria ușoară.	An important component of the Moldovan manufacturing sector is the light industry.	0.20117029558823388
148	Planul era ambițios și cu reale șanse de reușită, în cazul în care Hitler ar fi fost ucis.	The plan was ambitious and truly likely to succeed, had Hitler been murdered.	0.6741950300776623
149	Arhitecții gotici au propus o serie de strategii care să faciliteze amortizarea presiunii.	In addition, there is no evidence that the conditions for granting the aid have been met.	-2.2200623773208172
150	O încercare reușită a fost făcută de pe Vladislav I cel Scurt.	A successful test was made on Vladislav I Scurt.	0.19555355016338072
151	Această stare de spirit a continuat și în 1941, deși greutățile economice au produs anumite nemulțumiri personale.	This state of mind continued in 1941, although economic hardship caused some personal dissatisfaction.	0.6458002403459792
152	Individualitatea patronatului britanic îi lipsea dinamismul economic.	The United Kingdom's singular was missing economic dynamism.	0.36152321776675517
153	Britanicii și francezii au declanșat imediat o blocadă navală a Germaniei, care a avut însă un efect limitat asupra industriei germane.	The British and French immediately triggered a German naval blockade, but had a limited effect on German industry.	0.6785208138626387
154	Festivalul oferă focuri de artificii de la mai multe firme malteze și străine.	The fireworks provide fireworks from several Maltese and foreign firms.	0.08415797375235748
155	Tinerii au fost descoperiți și arestați foarte repede.	Young people were discovered and arrested very quickly.	0.7151912606644003
156	Acest lucru a făcut posibilă o reînviere a limbii ebraice.	This made it possible to renew the Jewish language.	0.6152733910816344
157	thumbDischetă foarte veche, cu diametrul de 8 țoli = 20 cm	long-old thumbs, 8 inches diameter = 20 cm	-0.7299477240709127
158	A servit pentru scurt timp în Camera Reprezentanților Statelor Unite și în Senatul SUA din partea statului Tennessee.	He served shortly in the United States House of Representatives and the US Senate from the State of Tennessee.	0.5137471309059671
159	Pe 10 iunie, guvernul francez a declarat Parisul „oraș deschis.	On 10 June, the French Government declared Paris open.	0.5089515700370609
160	Există multe excepții de la regulă, și beneficii suplimentare.	There are many exceptions to the rule and additional benefits.	0.6921538988150228
161	Din noiembrie 1943, din timpul celor șapte săptămâni ai , Chinezii au forțat Japonia să ducă un costisitor război de uzură, așteptând sprijin aliat.	Since November 1943, during the seven weeks, China has been forcing Japan to conduct an expensive war of wear, waiting for allied support.	0.3197065428968153
162	Serviciul clienți este esențial din mai multe motive.	Customer service is essential for a number of reasons.	0.7361799917194692
163	Croația a dat lumii inventatori și laureați ai Premiilor Nobel.	Croatia has given the world inventors and Nobel Prize winners.	0.6925114505508222
